site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"“Greenwich Millennium Village, Peartree Way & West Parkside Greenwich“",yes,,2019-12-17,,8.01,1746,1746,“12/0022/O and subsequent reserved matters applications. Started.,local-authority-eng:GRE,not owned by a public authority,2012-03-30,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,outline planning permission,POINT(0.016378 51.492365),RBG-11,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-11
"“South East London Aquatic Centre, Europe Rd Woolwich (King Henry's Dock)“",yes,,2019-12-17,,0.13,100,100,“11/1584/F. Started.,local-authority-eng:GRE,not owned by a public authority,2012-03-30,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.05604 51.494015),RBG-12,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-12
"“Former Westcombe Park police station, 11 Combedale Rd Westcombe Park“",yes,,2019-12-17,,0.10,9,9,“12/1668/F. Started.,local-authority-eng:GRE,not owned by a public authority,2012-09-03,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.017813 51.485704),RBG-13,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-13
"“Warren Masterplan, Beresford St Woolwich“",yes,,2019-12-17,,14.98,2032,2032,“13/0117/O and subsequent full and reserved matters applicatios. Started.,local-authority-eng:GRE,not owned by a public authority,2013-06-19,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,outline planning permission,POINT(0.069501 51.492878),RBG-14,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-14
“Land adjacent to 106-116 McLeod Rd & Dahlia Rd Abbey Wood“,yes,,2019-12-17,,0.11,9,9,Permission 13/2193/O included in previous Register now lapsed,local-authority-eng:GRE,not owned by a public authority,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Not Permissioned,,POINT(0.113179 51.487243),RBG-15,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-15
“139 Greenwich High Rd Greenwich“,yes,2019-12-17,2019-12-17,,0.03,9,9,“14/2868/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2015-01-14,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(-0.016381 51.477088),RBG-16,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-16
“Plot M0103 (land east of Barge Walk) Peninsula Riverside Greenwich“,yes,2018-12-17,2018-12-17,,0.43,224,224,“13/2874/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2014-03-31,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.012363 51.497362),RBG-17,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-17
"“St Joseph's Community Hall, Pelton Rd Greenwich“",yes,2018-12-17,2018-12-17,,0.09,8,8,“14/0336/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2014-04-11,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.005553 51.486625),RBG-18,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-18
“Grove Market Place & 60 Eltham High St Eltham“,yes,2019-12-17,2019-12-17,,0.43,144,144,“13/2407/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2014-05-15,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.050978 51.45056),RBG-19,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-19
"“Former Woolwich Congregational Church, Rectory Place Woolwich“",yes,2019-12-17,2019-12-17,,0.09,9,9,“14/1324/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2014-07-30,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.060088 51.489555),RBG-20,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-20
"“Callis Yard, Bunton St Woolwich“",yes,2019-12-17,2019-12-17,,0.43,152,152,“14/1355/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2014-12-05,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.064695 51.493323),RBG-21,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-21
“76 Eltham Rd Eltham“,yes,2019-12-17,2019-12-17,,0.07,4,4,“14/2778/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2014-12-16,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.019224 51.454394),RBG-22,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-22
“142-144 Eltham High St Eltham“,yes,2019-12-17,2019-12-17,,0.07,7,7,“14/3388/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2015-02-11,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.055418 51.45041),RBG-23,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-23
"“Kundan Building Supplies, Angerstein Wharf, Horn Lane Greenwich“",yes,2019-12-17,2019-12-17,,0.08,8,8,“14/2669/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2015-03-12,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.018409 51.488122),RBG-24,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-24
“38 Wellington St Woolwich“,yes,2018-12-17,2018-12-17,,0.08,34,34,“13/2798/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2015-03-19,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.064985 51.489838),RBG-25,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-25
"“Kidbrooke Village Phase 3, Kidbrooke Park Rd Kidbrooke“",yes,,2019-12-17,,4.73,1238,1238,“14/2607/F. Started,local-authority-eng:GRE,mixed ownership,2015-03-27,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.027978 51.460933),RBG-26,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-26
"“Kidbrooke Village Phase 5, Kidbrooke Park Rd Kidbrooke“",yes,,2019-12-17,,4.78,1144,1144,“14/2611/F. Started,local-authority-eng:GRE,mixed ownership,2015-03-27,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.029452 51.458471),RBG-27,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-27
"“Kidbrooke Village Phase 6, Kidbrooke Park Rd Kidbrooke“",yes,,2019-12-17,,4.09,713,713,"14/2554/O Hybrid Application, with full permission for residential element. Not started.",local-authority-eng:GRE,mixed ownership,2015-03-27,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.022901 51.46299),RBG-28,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-28
"“Former Car Park & Units 12, 14, 15 and 16 Gunnery Terrace, Plumstead Rd Woolwich (Crossrail over station development).",yes,,2019-12-17,,0.84,394,394,13/3307/F. Not started.,local-authority-eng:GRE,owned by a public authority,2015-04-01,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.073986 51.491396),RBG-29,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-29
“36-38 Artillery Place Woolwich“,yes,,2019-12-17,,0.25,65,65,17/2546/F. Started.,local-authority-eng:GRE,not owned by a public authority,2018-03-07,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.059233 51.487825),RBG-30,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-30
"“Connaught Estate, land south of Sandy Hill Lane west of Brookhill Rd Woolwich“",yes,,2019-12-17,,3.03,354,354,14/0086/O hybrid application and susequent reserved matters applications. Started.,local-authority-eng:GRE,mixed ownership,2015-04-02,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.065997 51.486115),RBG-31,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-31
"“Kings Arms, 1 Frances St Woolwich“",yes,,2019-12-17,,0.05,19,19,17/2771/F. Not started.,local-authority-eng:GRE,not owned by a public authority,2019-01-21,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.056104 51.487431),RBG-32,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-32
"“Ava Cars, 188 Court Rd Mottingham“",yes,2019-12-17,2019-12-17,,0.05,14,14,“13/1841/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2015-04-02,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.050782 51.439763),RBG-33,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-33
"“3rd & 4th Floors Farndale Court, 1-3 Master Gunner Place Woolwich“",yes,,2019-12-18,,0.05,7,7,15/0783/F. Started,local-authority-eng:GRE,not owned by a public authority,2015-08-12,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,,RBG-34,,2017-12-23,brownfield-land/local-authority-eng/GRE/RBG-34
“54 Westcombe Hill Westcombe Park“,yes,,2019-12-17,,0.09,7,7,Previous permission 15/0919/F included in 2017 Brownfield Register lapsed.,local-authority-eng:GRE,not owned by a public authority,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Not Permissioned,,POINT(0.018754 51.484842),RBG-35,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-35
“1 Charlton Rd Blackheath“,yes,2018-12-17,2018-12-17,,0.03,5,5,“15/1483/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2015-08-26,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.019304 51.478052),RBG-36,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-36
“Garages adjacent to 39 Samuel St Woolwich“,yes,2019-12-17,2019-12-17,,0.06,13,13,“15/0138/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2015-09-22,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.051817 51.490779),RBG-37,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-37
"“Lord Clyde, 1 Brookhill Rd Woolwich“",yes,,2019-12-17,,0.15,8,8,“Started.,local-authority-eng:GRE,not owned by a public authority,2015-09-29,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.066897 51.482439),RBG-38,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-38
"“Kitchener House & Ellington House, Ashmore Rd Woolwich“",yes,2019-12-17,2019-12-17,,0.04,5,5,“15/2686/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2015-10-22,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.058462 51.47488),RBG-39,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-39
“145 Westmount Rd Eltham“,yes,2018-12-17,2018-12-17,,0.08,-3,-3,“14/3700/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2015-10-26,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.058486 51.45845),RBG-40,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-40
“11 Eglinton Hill Woolwich“,yes,2018-12-17,2018-12-17,,0.01,5,5,“15/2481/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2015-11-06,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.069172 51.479233),RBG-41,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-41
“6 Frances St Woolwich“,yes,,2019-12-17,,0.02,6,6,“Previous permission 15/2187/F included in 2018 Brownfield Register now lapsed.,local-authority-eng:GRE,not owned by a public authority,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Not Permissioned,,POINT(0.056401 51.487632),RBG-42,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-42
"“Equitable House, 7 General Gordon Square Woolwich“",yes,,2019-12-17,,0.14,9,9,“15/2150/F. Started.,local-authority-eng:GRE,not owned by a public authority,2015-11-30,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.068539 51.490386),RBG-43,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-43
"“Knight Dragon site, Edmund Halley Way Greenwich“",yes,,2019-12-17,,46.11,5000,5000,"“15/0716/O. Anticipated that between 5000 to 10,000 dwellings will be completed within a 15-year timeframe up to 2034.",local-authority-eng:GRE,mixed ownership,2015-12-08,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,outline planning permission,POINT(0.005156 51.498259),RBG-44,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-44
"“Holt Court, 26 Horseferry Place Greenwich“",yes,,2019-12-17,,0.04,32,32,14/1775/F. Started,local-authority-eng:GRE,not owned by a public authority,2015-12-09,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(-0.013155 51.482708),RBG-45,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-45
"“Charlton Liberal Club, 59 Charlton Church Lane Charlton“",yes,2018-12-17,2018-12-17,,0.05,3,3,“15/3102/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2015-12-10,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.032952 51.48573),RBG-46,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-46
"“Creekside East, Creek Rd & Copperas St Deptford“",yes,2019-12-17,2019-12-17,,0.47,249,249,“14/3795/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2015-12-14,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(-0.017164 51.480932),RBG-47,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-47
"“Enderby Place (northern part of Enderby Wharf), Banning St & Christchurch Way Greenwich",yes,,2019-12-17,,3.03,477,477,“15/0973/F. Started. Previously part of Enderby Wharf site.,local-authority-eng:GRE,not owned by a public authority,2015-12-23,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.003743 51.490361),RBG-48,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-48
“1 Anglesea Mews Woolwich“,yes,,2019-12-17,,0.01,5,5,“15/3214/F. Not started.,local-authority-eng:GRE,not owned by a public authority,2016-03-04,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.068359 51.488654),RBG-49,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-49
“97-101 Powis St Woolwich“,yes,,2019-12-17,,0.04,9,9,15/3660/F. Started,local-authority-eng:GRE,not owned by a public authority,2016-03-15,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.064799 51.491783),RBG-50,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-50
"“Sunbury Lodge, 1 Sunbury St Woolwich“",yes,,2019-12-17,,0.26,48,48,15/3555/F. Started.,local-authority-eng:GRE,not owned by a public authority,2016-03-31,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.058227 51.492366),RBG-51,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-51
“2-12 Blackwall Lane Greenwich“,yes,,2019-12-17,,0.06,18,18,“15/0451/F. Started.,local-authority-eng:GRE,not owned by a public authority,2016-04-25,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.007586 51.486356),RBG-52,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-52
“228-232 Trafalgar Rd Greenwich“,yes,2018-12-17,2018-12-17,,0.02,12,12,“15/1261/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2016-05-03,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.007074 51.485528),RBG-53,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-53
“29 Market St Woolwich“,yes,2019-12-17,2019-12-17,,0.10,22,22,“14/3763/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2016-05-12,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.063489 51.490224),RBG-54,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-54
"“Plots N0205, N0206 & N0207, Peninsula Square, West Parkside Greenwich “",yes,,2019-12-17,,1.63,,,16/0186/MA. Started.,local-authority-eng:GRE,not owned by a public authority,2016-05-31,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,Other,POINT(0.008294 51.501155),RBG-55,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-55
"“Old Loyal Britons PH, 62 Thames St Greenwich“",yes,,2019-12-17,,0.02,9,9,“14/1636/F. Started.,local-authority-eng:GRE,not owned by a public authority,2016-07-18,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(-0.013051 51.482472),RBG-56,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-56
“25-31 The Village Charlton“,yes,,2019-12-17,,0.03,6,6,Previous permission 16/1266/F included in 2018 Brownfield Register now lapsed.,local-authority-eng:GRE,not owned by a public authority,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Not Permissioned,,POINT(0.037373 51.482137),RBG-57,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-57
"“Penhall Tyres Ltd, 700 Woolwich Rd Charlton“",yes,,2019-12-17,,0.06,14,14,“14/0289/F. Started.,local-authority-eng:GRE,not owned by a public authority,2016-08-08,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.042958 51.491428),RBG-58,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-58
“445 Woolwich Rd Charlton“,yes,,2019-12-17,,0.04,73,73,“16/0132/F. Started.,local-authority-eng:GRE,not owned by a public authority,2016-09-19,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.028893 51.487743),RBG-59,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-59
"“Plot MO121 (land west of coal jetty), Pilot Way, Barge Walk & Olympian Way Greenwich.",yes,,2019-12-17,,3.53,260,260,“Previous permissions 15/2104/MA included in 2018 Brownfield Register now lapsed.,local-authority-eng:GRE,not owned by a public authority,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Not Permissioned,,POINT(0.010999 51.498456),RBG-60,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-60
"“Rochester Way Social Club and adjoining open space, Rochester Way & Briset Rd Eltham“",yes,,2019-12-17,,0.47,29,29,“16/1579/F. Started.,local-authority-eng:GRE,not owned by a public authority,2016-10-20,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.039624 51.461577),RBG-61,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-61
"“1st & 2nd Floors, Murray's Yard, 26-28 Powis St Woolwich“",yes,,2019-12-17,,0.02,2,2,“16/1990/F. Not started.,local-authority-eng:GRE,not owned by a public authority,2016-10-20,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.067526 51.491241),RBG-62,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-62
"“The Albion PH, 48 Woolwich Church St Woolwich“",yes,,2019-12-17,,0.01,40,40,“16/0762/F. Not started.,local-authority-eng:GRE,not owned by a public authority,2017-06-19,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,POINT(0.048438 51.492187),RBG-63,,2017-12-22,brownfield-land/local-authority-eng/GRE/RBG-63
