site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
THE ROYAL BEACH HOTEL (EAST WING) ST HELENS PARADE,yes,,2017-12-18,,0.11,40,40,Conversion of east wing to form 9 maisonettes and 31 flats including construction of mansard roof to form additional floor and external alterations,local-authority-eng:POR,,2013-07-18,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=KYYKV6MO04R00,permissioned,full planning permission,,45,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-045.pdf,2016-08-26,brownfield-land/local-authority-eng/POR/45
140-142 KINGSTON ROAD (BINGO HALL),yes,,2017-12-18,,0.07,10,10,Part demolition of former bingo hall and conversion to form retail unit (Class A1/A2) and 10 dwellinghouse; conversion/extension of outbuilding to form dwellinghouse; provision of associated refuse/ bicycle stores and car parking,local-authority-eng:POR,not owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OTLPCOMOG6Y00,pending decision,,,77,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-077.pdf,2016-09-19,brownfield-land/local-authority-eng/POR/77
GARAGES AT EXMOUTH ROAD,yes,,2017-12-18,,0.11,5,5,Potential for residential development following demolition of existing garages,local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,86,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-086.pdf,2016-09-26,brownfield-land/local-authority-eng/POR/86
"FORMER AQUATICS CENTRE, 201 HIGHLAND ROAD AND 197 AND LAND AT REAR",yes,,2017-12-18,,0.25,7,7,Construction of four 3-storey houses and three 2-storey houses with associated access road and car parking after demolition of existing buildings,local-authority-eng:POR,not owned by a public authority,2015-09-11,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NR2RVQMOLKU00,permissioned,full planning permission,,87,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-087.pdf,2016-09-27,brownfield-land/local-authority-eng/POR/87
LAND SOUTH OF MARINA KEEP,yes,,2017-12-18,,0.19,15,15,"Promoted through SHLAA call for sites. The site has considerable contaminated land issues. The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination.. Site adjacent to existing marina, previously promoted for residential development.",local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,88,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-088.pdf,2016-09-28,brownfield-land/local-authority-eng/POR/88
NORTH END KWIKSAVE,yes,,2017-12-18,,0.17,10,10,"Vacant retail unit, being promoted for residential development",local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,91,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-091.pdf,2016-09-29,brownfield-land/local-authority-eng/POR/91
108 - 112 ELM GROVE,yes,,2017-12-18,,0.04,15,15,Construction of 3-storey building to form a 17 study bedroom halls of residence for student use (Class C1) and 2 shops on ground floor (Class A1) with associated cycle and refuse stores,local-authority-eng:POR,not owned by a public authority,2015-05-01,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NKXUNKMOIS300,permissioned,full planning permission,,96,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-096.pdf,2016-10-02,brownfield-land/local-authority-eng/POR/96
251 - 253 NEW ROAD (GOSPORT METAL TREATMENT),yes,,2017-12-18,,0.06,8,8,Construction of a terrace of nine 2 and 2.5-storey dwellinghouse,local-authority-eng:POR,not owned by a public authority,2017-02-01,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OGN2Y3MOHQM00,permissioned,full planning permission,,125,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-125.pdf,2016-10-21,brownfield-land/local-authority-eng/POR/125
GARAGES ADJACENT TO 1A ST CHADS AVENUE,yes,,2017-12-18,,0.06,6,6,"Construction of a 3.5-storey block of seven flats with associated parking, landscaping, cycle and refuse stores following demolition of existing garage blocks",local-authority-eng:POR,not owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NXCHQGMOGPA00,pending decision,,,145,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-145.pdf,2016-11-02,brownfield-land/local-authority-eng/POR/145
WIGHTLINK CAR PARK,yes,,2017-12-18,,0.35,60,60,"Promoted through SHLAA call for sites. The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination.. Existing car park site, identified as suitable for residential development",local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,165,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-165.pdf,2016-11-13,brownfield-land/local-authority-eng/POR/165
PORTSMOUTH MAIL CENTRE,yes,,2017-12-18,,0.5,150,150,Promoted through SHLAA call for sites. Vacant site with potential for mixed use development including residential,local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,166,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-166.pdf,2016-11-14,brownfield-land/local-authority-eng/POR/166
BRUNEL HOUSE,yes,,2017-12-18,,0.27,150,150,Prior approval for change of use from office (Class B1) to form 153 residential dwellings (Class C3),local-authority-eng:POR,not owned by a public authority,2017-09-20,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OT2TUNMO02T00,permissioned,Other,,168,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-168.pdf,2016-11-16,brownfield-land/local-authority-eng/POR/168
EAST LODGE,yes,,2017-12-18,,1.18,50,50,Construction of 2-storey building to form 72 bed residential care home and car parking,local-authority-eng:POR,owned by a public authority,2013-12-05,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MUIJE3MO5G000,permissioned,full planning permission,,169,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-169.pdf,2016-11-17,brownfield-land/local-authority-eng/POR/169
THE NEWS CENTRE,yes,,2017-12-18,,2.54,100,100,Part of the site still in use as printing press and distribution area. Former offices potential for residential redevelopment.,local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,183,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-183.pdf,2016-11-20,brownfield-land/local-authority-eng/POR/183
ST JAMES HOSPITAL,yes,,2017-12-18,,33.13,444,444,"Promoted through SHLAA call for sites. Identified as potential for residential development, possible mixed use.",local-authority-eng:POR,mixed ownership,,,Not permissioned,,,185,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-185.pdf,2016-11-22,brownfield-land/local-authority-eng/POR/185
UNITY HALL AND DEAF CENTRE,yes,,2017-12-18,,0.2,70,70,"Construction of up to 10-storey building to form halls of residence comprising 96 study bedrooms (Class C1) and communal facilities, cycle and refuse stores and car parking",local-authority-eng:POR,not owned by a public authority,2017-11-25,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OQTMEKMOMII00,permissioned,outline planning permission,,186,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-186.pdf,2016-11-23,brownfield-land/local-authority-eng/POR/186
