name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
BLR01,"The Bridge Inn, High Street, Newhaven",yes,,2017-12-21,,0.35,6,6,"Conversion of the upper floors to create six self-contained residential flats, internal alterations including new ground floor lobby area and associated works. Planning application reference LW/15/0500",local-authority-eng:LEE,not owned by a public authority,2015-08-06,,permissioned,full planning permission,POINT(0.049879 50.794866),BLR01,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/BLR01
05HY,"Former Hamsey Brickworks, South Road, South Common, Chailey Parish",,,2017-12-21,,9.14,49,49,Redevelopment of industrial estate with 8 x B1 (business) units enabling residential development of 37 open market houses and 12 affordable dwellings. Planning application reference LW/18/0849,local-authority-eng:LEE,not owned by a public authority,,,permissioned,,POINT(-0.010799 50.926396),05HY,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/05HY
52NH,"Newhaven fire station, Fort Road, Newhaven",yes,,2017-12-21,,0.12,7,7,Construction of seven x three storey houses with associated garden and parking. Planning application reference LW/14/0899,local-authority-eng:LEE,not owned by a public authority,2015-06-05,,not permissioned,full planning permission,POINT(0.045145 50.790413),52NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/52NH
46NH,"Former Parker Pen Site,52 Railway Road, Newhaven",yes,,2017-12-21,,2.8,145,145,"145 dwellings and associated access, car parking, servicing, and open space. Planning application reference LW/14/0188",local-authority-eng:LEE,not owned by a public authority,2015-11-30,,not permissioned,full planning permission,POINT(0.057149 50.793668),46NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/46NH
16NH,"Old Shipyard, Robinson Road, Newhaven",yes,,2017-12-21,,0.64,66,66,Demolition of existing boatyard including commercial buildings and construction of new mixed residential development of 66 dwellings including 4 houses and 62 flats. Planning application reference LW/14/0686,local-authority-eng:LEE,not owned by a public authority,2015-11-30,,not permissioned,outline planning permission,POINT(0.046253 50.797286),16NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/16NH
02NH,"Seahaven Caravans, Railway Road, Newhaven",yes,,2017-12-21,,0.22,22,22,,local-authority-eng:LEE,not owned by a public authority,,,not permissioned,,POINT(0.055358 50.794896),02NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/02NH
39NH,"Robinson Road Depot, Robinson Road, Newhaven",,,2017-12-21,,0.8,80,80,,local-authority-eng:LEE,mixed ownership,,,not permissioned,,POINT(0.047147 50.795975),39NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/39NH
40NH,"LDC Offices, Fort Road Newhaven",yes,,2019-12-19,,0.13,6,6,Change of use and demolition of the existing class B1 building and construction of 13 new residential units (C3 use) over three stories to provide affordable housing. Accommodation includes 6 x 2 bedroom apartments and 7 x 1 bedroom apartments. Planning application reference LW/19/0012,local-authority-eng:LEE,owned by a public authority,2019-04-04,,not permissioned,full planning permission,POINT(0.051282 50.790929),40NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/40NH
48NH,"Clubhouse, Railway Quay, Newhaven",,,2017-12-21,,0.46,25,25,,local-authority-eng:LEE,not owned by a public authority,,,not permissioned,,POINT(0.053468 50.794515),48NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/48NH
51NH,"Newhaven Police Station, South Road, Newhaven",yes,,2017-12-21,,0.15,10,10,,local-authority-eng:LEE,not owned by a public authority,,,not permissioned,,POINT(0.05039 50.793238),51NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21,/brownfield-land/local-authority-eng/LEE/51NH
