site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Roworth Road, Thorntree",yes,,2017-12-11,,2.55,81,81,,local-authority-eng:MDB,mixed ownership,,,not permissioned,,POINT(-1.183741 54.556505),BR3,https://www.middlesbrough.gov.uk/files/brownfields-register-br3-roworth-roadjpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR3
"Former Erimus Training Centre, College Road",yes,,2019-03-15,,2.88,106,106,Site under construction as of Febrauary 2019. Erection of 106 no. dwellings and associated works.,local-authority-eng:MDB,not owned by a public authority,2018-10-11,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OR30JGKUG4M00,permissioned,other,POINT(-1.189377 54.563949),BR4,https://www.middlesbrough.gov.uk/files/brownfields-register-br4-former-erimus-training-centrejpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR4
"The Wave, Marton Road",,,2017-12-11,,0.59,109,109,"Erection of 5 storey building (comprising 109no units for student residential accommodation, 95 studios and 14 cluster flats) with car parking, boundary treatments and landscaping.",local-authority-eng:MDB,not owned by a public authority,2016-05-23,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZSKKUSK299,permissioned,full planning permission,POINT(-1.225008 54.571363),BR5,https://www.middlesbrough.gov.uk/files/brownfields-register-br5-wavejpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR5
"Springfield Hotel, Borough Road",,,2017-12-11,,0.06,13,13,"Demolition of existing public house & erection of 1no 7 storey mixed use building, consisting of part ground floor (A1) commercial unit & 13 residential units (77 bed total).",local-authority-eng:MDB,not owned by a public authority,2015-12-07,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZSKKUSK887,permissioned,full planning permission,POINT(-1.231829 54.572251),BR6,https://www.middlesbrough.gov.uk/files/brownfields-register-br6-springfield-hoteljpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR6
L/A 234 Linthorpe Road,,,2017-12-11,,0.03,55,55,"Outline planning application for mixed use development consisting of ground floor commercial/retail (A1,A2,A3,A4,A5) and residential accommodation of 55no beds",local-authority-eng:MDB,owned by a public authority,2016-02-29,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZSKKUSK559,permissioned,outline planning permission,POINT(-1.238699 54.569634),BR7,https://www.middlesbrough.gov.uk/files/brownfields-register-br7-la-234-linthorpe-roadjpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR7
4-6 Park Road North,yes,,2017-12-11,,0.03,8,8,"Change of use from A4 drinking establishement with 2nd floor flat to 8 student cluster flats (1 3B, 6 2B & 1 5B), basement conversion, external alterations, enclosed rear yard and front boundary fencing.",local-authority-eng:MDB,not owned by a public authority,2017-04-26,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OKUH5FKULQR00,permissioned,full planning permission,POINT(-1.239413 54.566987),BR10,https://www.middlesbrough.gov.uk/files/brownfields-register-br10-4-6-park-road-northjpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR10
"L/S Middlesbrough Dock, Middlehaven",,,2017-12-11,,1.89,40,40,,local-authority-eng:MDB,owned by a public authority,,,not permissioned,,POINT(-1.224103 54.577477),BR12,https://www.middlesbrough.gov.uk/files/brownfields-register-br12-ls-middlesbrough-dockjpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR12
Station Street,,,2017-12-11,,0.19,337,337,"Erection of 7 storey student accommodation building comprising 337 student studios (Class C3) and ancillary space (Retail - A1, Cafe - A3 and takeaway - A5).",local-authority-eng:MDB,not owned by a public authority,2017-10-09,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPC1VXKUFHZ00,permissioned,full planning permission,POINT(-1.23747 54.579116),BR17,https://www.middlesbrough.gov.uk/files/brownfields-register-br17-station-streetjpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR17
"Former St David's School, Cowley Road, Acklam",yes,,2019-03-26,,6.5,115,115,,local-authority-eng:MDB,mixed ownership,,,not permissioned,,POINT(-1.251231 54.540728),BR19,https://www.middlesbrough.gov.uk/files/brownfield-register-br19-former-st-davids-school-cowley-roadjpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR19
"Bishopton Road, Grove Hill",yes,,2019-03-15,,2.76,92,92,Site under construction as of July 2018. Erection of 92no dwellinghouses (including 39no bungalows).,local-authority-eng:MDB,not owned by a public authority,2018-03-28,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?keyVal=P190V2KUK2R00&activeTab=summary,permissioned,full planning permission,POINT(-1.230891 54.55712),BR23,https://www.middlesbrough.gov.uk/files/brownfields-register-br23-bishopton-roadjpg,2017-12-11,brownfield-land/local-authority-eng/MDB/BR23
