site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Dell Mount, Bedford Road, Houghton Regis",,,2018-12-31,,0.75,25,20,"Existing Gospel Hall. Promoted for redevelopment, will be subsumed within HRN development. 2015 pre-app for demolition/erection of 20-25 dwellings",,not owned by a public authority,,,Not Permissioned,,POINT(-0.524563 51.908063),CB/16/02727/BRWN,https://centralbedfordshire.box.com/s/xxa8354gzmoun3pxde5v4j3r0wmoathk,2016-07-18,
"Henlow Greyhound Stadium, Bedford Road, Lower Stondon",,,2018-12-31,,2.85,77,53,Greyhound Racing Stadium - commercial & leisure. Adjacent to Henlow Airfield and Lower Stondon,,not owned by a public authority,,,Not Permissioned,,POINT(-0.307983 52.008922),CB/16/02732/BRWN,https://centralbedfordshire.box.com/s/q7d3ldacyghgb7dlzy8c52jcpvx07w97,2016-07-18,
"Meppershall Nursing Home, Shefford Road, Meppershall",,,2018-12-31,,1.10,40,30,Existing care home in operation adjacent to the village boundary. Narrow site access may be an issue,,not owned by a public authority,,,Not Permissioned,,POINT(-0.334809 52.022998),CB/16/02756/BRWN,https://centralbedfordshire.box.com/s/r3v8jiqcjmr20e5yay5az027d4xnr6sz,2016-07-18,
"Former Trico Site, High Street North, Dunstable",,,2018-12-31,,1.19,70,60,Part of larger redeveloped site in Dunstable,,not owned by a public authority,2017-09-29,,Not Permissioned,full planning permission,POINT(-0.535667 51.89431),CB/16/02767/BRWN,https://centralbedfordshire.box.com/s/nj9toe9b9ilc1xbe9zdz1b04sphdrp0s,2016-07-18,
"Dukeminster Estate, Church Street, Dunstable",,,2018-12-31,,5.04,170,170,Site benefits from planning permission for 170 dwellings,,not owned by a public authority,2016-03-16,,permissioned,reserved matters approval,POINT(-0.514494 51.888524),CB/16/02769/BRWN,https://centralbedfordshire.box.com/s/hb0ntrke3j2tg5an6fvwkuav6ydwxc9g,2016-07-18,
"Former Interbrew, Eastern Avenue Industrial Estate, Eastern Avenue, Dunstable",,,2018-12-31,,3.19,100,100,Outline Planning Permission for 100 dwellings,,not owned by a public authority,2016-08-31,,permissioned,outline planning permission,POINT(-0.505483 51.885937),CB/16/02794/BRWN,https://centralbedfordshire.box.com/s/pgjihz0u96htke5optnsr273aqh8k7x8,2016-07-18,
"Roker Park, The Green, Stotfold",,,2018-12-31,,1.39,62,43,Extant planning permission for 43 dwellings,,owned by a public authority,,,pending decision,full planning permission,POINT(-0.224024 52.021866),CB/16/03020/BRWN,https://centralbedfordshire.box.com/s/vwve6jdjte4xq97epi2czs6jc46hm956,2016-07-18,
"Peckworth Industrial Estate, Bedford Road, Lower Stondon",,,2018-12-31,,0.38,13,13,Site allocation HA29 (North CBC Site Allocation DPD). No planning application to date,,not owned by a public authority,,,Not Permissioned,,POINT(-0.305035 52.00673),CB/16/03103/BRWN,https://centralbedfordshire.box.com/s/56lym1tbgbkootvfygc3ndr316zbwgc0,2016-07-18,
"RAF Henlow, Henlow",,,2018-12-31,,220,1000,700,Site constraints exist which require significant mitigation,,owned by a public authority,,,Not Permissioned,,POINT(-0.30209 52.014088),CB/17/05977/BRWN,https://centralbedfordshire.box.com/s/ff6xgoz8sgp0y0ph9l5mpig2957ezpa3,2017-12-18,
"Land North of Dawes Garage, 25 High Road, Shillington",,,2018-12-31,,2.3,42,23,Site contains agricultural buildings which require demolition,,not owned by a public authority,,,Not Permissioned,,POINT(-0.357088 51.995716),CB/17/05982/BRWN,https://centralbedfordshire.box.com/s/n7gyh9bwen40at0067qwtvs1idoruow9,2017-12-18,
"Land r/o Hilldene Close, Steppingley Road",,,2018-12-31,,0.76,56,56,,,not owned by a public authority,2016-09-21,,permissioned,full planning permission,POINT(-0.497574 52.005819),CB/18/04745/BRWN,https://centralbedfordshire.box.com/s/w5t1cdrgmk4enwg8cs5zrgifrzn3r79p,2018-11-19,
"Land at RAF Stanbridge, Leighton Linslade",,,2018-12-31,,7.43,175,175,,,not owned by a public authority,2015-02-10,,permissioned,reserved matters approval,POINT(-0.632425 51.909707),CB/18/04775/BRWN,https://centralbedfordshire.box.com/s/kqa2aegkg5eov0jz62wfknk5fy7xp6a8,2018-11-19,
"Brickyard Quarry, Leighton Linslade",,,2018-12-31,,5.9,165,165,,,not owned by a public authority,2018-07-23,,permissioned,reserved matters approval,POINT(-0.659374 51.904946),CB/19/00001/BRWN,https://centralbedfordshire.box.com/s/6q9szxnzaeekng0hfzmrwdwtj4fiu567,2018-11-19,
"Land r/o 33-57 Shortmead Street, Biggleswade",,,2018-12-31,,0.66,30,30,,,not owned by a public authority,2017-03-23,,permissioned,full planning permission,POINT(-0.269185 52.089579),CB/19/00227/BRWN,https://centralbedfordshire.box.com/s/i6e10sq5suhd9fjlbhvc5qzn1lyfckno,2018-11-19,
"11-15 High Street South, Dunstable",,,2018-12-31,,0.9,26,26,,,not owned by a public authority,2015-04-01,,permissioned,full planning permission,POINT(-0.519898 51.885921),CB/19/00003/BRWN,https://centralbedfordshire.box.com/s/ufqdyn2tclnprr3ofouma6r0zdkrmxmv,2018-11-19,
"Land adjacent to 192 High Street North and north west of and adjoining Tavistock Street, Tavistock Street, Dunstable",,,2018-12-31,,1.071,55,55,,,not owned by a public authority,2018-03-22,,permissioned,full planning permission,POINT(-0.528931 51.893174),CB/19/00004/BRWN,https://centralbedfordshire.box.com/s/1ca1lvww9h9jjdnj2bvwlgkpsrn16rbd,2018-11-19,
