name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
SB0005,"''Beaconsfield Garden Centre, London Road, Beaconsfield''",yes,,2018-12-10,,2.5,9,9,"Outline application for: Erection of 9 dwellings, formation of new access and associated driveway",local-authority-eng:SBU,not owned by a public authority,2016-04-27,,permissioned,outline planning permission,POINT(-0.650553 51.599443),SB0005,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0005
SB0032,"''Land North of M40 & South of Hedgerley Lane, including Harrias House''",,,2018-12-10,,4.9,11,5,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.629846 51.596336),SB0032,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0032
SB0034,"''73 High Street and Land to Rear, Burnham''",yes,,2018-12-10,,0.23,6,6,Apartment building comprising 6 dwellings with associated works,local-authority-eng:SBU,not owned by a public authority,2017-11-13,,permissioned,full planning permission,POINT(-0.659233 51.534196),SB0034,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0034
SB0043,"''Thorney Business Park, Thorney Lane South''",,,2018-12-10,,42.95,320,130,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.51146 51.51035),SB0043,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0043
SB0055,"''Wilton Park Land Parcel 1, Wilton Park''",,,2018-12-10,,36.89,350,350,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.616333 51.60359),SB0055,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0055
SB0285,"''4a The Broadway, Farnham Common, ''",yes,,2018-12-10,,0.03,8,6,,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.615686 51.554882),SB0285,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0285
SB0320,"''Bulstrode, Oxford Road, Gerrards Cross, ''",yes,,2018-12-10,,13.55,11,8,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.579317 51.585351),SB0320,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0320
SB0339,"''53 Huntercombe Lane, Burnham, ''",yes,,2018-12-10,,0.08,10,5,,local-authority-eng:SBU,not owned by a public authority,,,not permissioned,,POINT(-0.660187 51.524323),SB0339,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0339
SB0387,"''77 Stomp Road, Burnham''",yes,,2018-12-10,,0.27,23,23,"Erection of 23 dwellings (comprising 3 one bedroom, 1 two bedroom apartments and 19 three bedroom houses), car parking, associated landscaping and ancillary works.",local-authority-eng:SBU,not owned by a public authority,2015-11-12,,permissioned,full planning permission,POINT(-0.661657 51.527651),SB0387,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0387
SB0391,"''Old Slade Farm, 41 Old Slade Lane, Iver''",yes,,2018-12-10,,1.28,5,5,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.. Conversion of existing barn in to five dwellinghouses with associated parking.,local-authority-eng:SBU,not owned by a public authority,2015-06-25,,permissioned,full planning permission,POINT(-0.510133 51.498029),SB0391,http://www.southbucks.gov.uk/planning/brownfieldregister,2017-12-08,/brownfield-land/local-authority-eng/SBU/SB0391
