name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
1,Charlton Hayes Northfield Filton Airfield Patchway,yes,,2017-12-31,,81.22,207,207,"Major mixed-use development across 81.25 hectares of land including 2,200 new dwellings Figure shows remaining homes (Net) to be completed",local-authority-eng:SGC,not owned by a public authority,2008-03-15,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTQSOKXT810,permissioned,outline planning permission,POINT(-2.580663 51.525853),1,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTQSOKXT810,2016-06-30,/brownfield-land/local-authority-eng/SGC/1
4,Charlton Hayes Northfield Patchway BS34 5AG,yes,,2017-12-31,,1.19,56,56,Erection of 56 dwellings Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2014-05-22,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MW3V4UOK7T000,permissioned,reserved matters approval,POINT(-2.57844 51.529038),4,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MW3V4UOK7T000,2016-06-30,/brownfield-land/local-authority-eng/SGC/4
6,Charlton Hayes Northfield Patchway BS34 5DZ,yes,,2017-12-31,,1.88,25,25,Erection of 120 dwellings Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2015-05-11,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NGZBY4OK7T000,permissioned,reserved matters approval,POINT(-2.580306 51.523876),6,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZBY4OK7T000,2016-06-30,/brownfield-land/local-authority-eng/SGC/6
7,Charlton Hayes Northfield Patchway,yes,,2017-12-31,,2.33,177,177,Erection of 205 dwellings Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2016-05-27,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2QE7FOKHFS00,permissioned,reserved matters approval,POINT(-2.580488 51.527913),7,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2QE7FOKHFS00,2016-06-30,/brownfield-land/local-authority-eng/SGC/7
13,Former Douglas Motorcycle Works Douglas Road Kingswood BS15 8NL,yes,,2017-12-31,,4.81,334,334,Demolition of existing buildings on site and redevelopment of the land for housing,local-authority-eng:SGC,not owned by a public authority,2014-12-18,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,permissioned,full planning permission,POINT(-2.510444 51.457007),13,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,2016-06-30,/brownfield-land/local-authority-eng/SGC/13
14,Bristol Water Depot Soundwell Road Kingswood BS16 4QQ,yes,,2017-12-31,,1.3,75,75,Residential development,local-authority-eng:SGC,not owned by a public authority,2008-12-17,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTQQOKXT248,permissioned,outline planning permission,POINT(-2.511495 51.469888),14,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTQQOKXT248,2016-06-30,/brownfield-land/local-authority-eng/SGC/14
15,Kingswood Trading Estate Southey Avenue Kingswood BS15 1QT,yes,,2017-12-31,,0.46,57,57,Demolition of existing warehouses to facilitate the erection of 57 apartments,local-authority-eng:SGC,not owned by a public authority,2009-01-23,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTQ9OKXT726,permissioned,full planning permission,POINT(-2.506283 51.464641),15,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTQ9OKXT726,2016-06-30,/brownfield-land/local-authority-eng/SGC/15
18,Land At Barnhill Road Chipping Sodbury BS37 6BN,yes,,2017-12-31,,3.16,19,19,Erection of 109 dwellings Figure shows the remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2014-08-01,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N17774OK7T000,permissioned,reserved matters approval,POINT(-2.395315 51.543249),18,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTQ9OKXT726,2016-06-30,/brownfield-land/local-authority-eng/SGC/18
20,Frenchay Hospital Frenchay Park Road Frenchay BS16 1LE,yes,,2017-12-31,,29.15,402,402,Redevelopment of hospital site to facilitate the construction of up to 490 residential units Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2014-12-05,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MFZRODOK02R00,permissioned,outline planning permission,POINT(-2.528863 51.496462),20,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MFZRODOK02R00,2016-06-30,/brownfield-land/local-authority-eng/SGC/20
21,Land At Yate Mills Randolph Avenue Yate BS37 7LA,yes,,2017-12-31,,1.18,8,8,Erection of 34 dwellings Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2015-07-09,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NFR8JROK7T000,permissioned,full planning permission,POINT(-2.419011 51.553174),21,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NFR8JROK7T000,2016-06-30,/brownfield-land/local-authority-eng/SGC/21
23,Cedar Lodge Charlton Common Brentry BS10 6LB,yes,,2017-12-31,,0.32,13,13,Erection of 13 dwellings,local-authority-eng:SGC,not owned by a public authority,2014-05-22,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MHUH58OK7T000,permissioned,outline planning permission,POINT(-2.595451 51.516877),23,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MHUH58OK7T000,2016-06-30,/brownfield-land/local-authority-eng/SGC/23
24,Eastwood Park Training and Conference Centre Falfield GL12 8DA,yes,,2017-12-31,,2.08,10,10,Erection of 20 dwellings Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2012-11-21,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MD4KKMOK7T000,permissioned,outline planning permission,POINT(-2.472101 51.629561),24,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MD4KKMOK7T000,2016-06-30,/brownfield-land/local-authority-eng/SGC/24
25,3 Alexandra Way Thornbury BS35 1LA,yes,,2017-12-31,,0.94,30,30,Demolition of existing buildings and the erection of up to 30 homes,local-authority-eng:SGC,not owned by a public authority,2014-08-29,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MJK626OK7T000,permissioned,outline planning permission,POINT(-2.524242 51.617148),25,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MJK626OK7T000,2016-06-30,/brownfield-land/local-authority-eng/SGC/25
