site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"7, Windsor Road, Slough, SL1 2DX",,,2019-12-06,,0.04,0,0,F/06466/009. Prior approval notification for change of use from offices (B1) to 19no residential flats (C3). http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf,local-authority-eng:SLG,not owned by a public authority,2017-03-03,,permissioned,full planning permission,POINT(-0.595622 51.508443),br73,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br73
"Gibtel Transport Café, Colnbrook , SL3 8QG",,,2019-12-06,,0.28,0,0,cfs99. residential. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf,local-authority-eng:SLG,not owned by a public authority,,,not permissioned,,POINT(-0.532473 51.488091),br2,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SLG/br2
"Buckingham Gateway,132-134, High Street, Slough, SL1 1HP",,,2019-12-06,,0.51,0,0,"PreApp/1192. Construction of 350 residential units, 7,000sqft of retail floor space, 20,000sqft gym and undercroft parking.. http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf",local-authority-eng:SLG,not owned by a public authority,,,not permissioned,,POINT(-0.593774 51.50858),br15,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SLG/br15
"Compuware Ltd, 163, Bath Road, Slough, SL1 4AA",,,2019-12-06,,0.44,0,0,P/04241/013. Change of use from C1 to C3,local-authority-eng:SLG,not owned by a public authority,2019-04-15,,permissioned,full planning permission,POINT(-0.616346 51.512646),br24,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SLG/br24
"Slough Family Centre, Chalvey Park, Slough, SL1 2HX",,,2019-12-06,,0.20,0,0,P/16841/000. Construction of 4no. four bedroom houses and 6no.three bedroom houses.,local-authority-eng:SLG,not owned by a public authority,,,pending decision,,POINT(-0.599408 51.507745),br51,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br51
"234-236, High Street, Slough, Berkshire, SL1 1JU",,,2019-12-06,,0.06,0,0,"P/02418/036. Rear extension, mansard roof. Conversion of 1st, 2nd & 3rd floors.",local-authority-eng:SLG,not owned by a public authority,,,pending decision,,POINT(-0.588736 51.50749),br56,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br56
"Stoke Road Bus Depot, Stanley Cottages, SL2 5AQ",,,2019-12-06,,0.54,0,0,cfs69. Circa 150 residential units in undercroft parked blocks between 2 to 12 storeys.. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKQ-e-e.pdf,local-authority-eng:SLG,mixed ownership,,,not permissioned,,POINT(-0.592687 51.512908),br11,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SLG/br11
"72-74, Stoke Road, Slough, SL1 5AP",,,2019-12-06,,0.09,0,0,P/00943/008. Demolition of existing buildings and construction of Part 4/Part 5 storey building comprising ground floor retail space and 24 no flats.. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJJX-e-e.pdf,local-authority-eng:SLG,not owned by a public authority,,,pending decision,,POINT(-0.591337 51.515088),br64,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br64
Tower and Ashbourne House,,,2019-12-06,,1.12,0,0,S/00020/005. Residential development - flats,local-authority-eng:SLG,owned by a public authority,,,pending decision,,POINT(-0.600187 51.508277),br1,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SLG/br1
"204-206, High Street, Slough, SL1 1JS",,,2019-12-06,,0.26,0,0,P/02683/013. Ground floor retail with residential above.,local-authority-eng:SLG,not owned by a public authority,,,pending decision,,POINT(-0.59027 51.507599),br31,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SLG/br31
"64, Mill Street, Slough, SL2 5DH",,,2019-12-06,,0.08,0,0,P/00619/007. Demolition of gym and construction of an apartment building.,local-authority-eng:SLG,not owned by a public authority,2018-02-27,,permissioned,full planning permission,POINT(-0.590479 51.513107),br58,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br58
"19-25, Lansdowne Avenue, Slough, Berkshire, SL1 3SG",,,2019-12-06,,0.18,0,0,P/01158/023. Demolition of existing building and erection of two buildings containing 24 no.dwellings.,local-authority-eng:SLG,not owned by a public authority,2018-02-19,,permissioned,full planning permission,POINT(-0.599785 51.511955),br65,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br65
"Maria Cowland Hall, Bower Way, SL1 5HX",,,2019-12-06,,0.17,0,0,cfs53. Circa 14 private flats.,local-authority-eng:SLG,owned by a public authority,,,not permissioned,,POINT(-0.642355 51.517406),br47,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br47
"Forward Building, 44-46, Windsor Road, Slough, SL1 2EJ",,,2019-12-06,,0.07,0,0,P/00669/016. Change of use from office to residentail.,local-authority-eng:SLG,not owned by a public authority,,,pending decision,,POINT(-0.596768 51.508266),br52,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br52
"Greenwatt Way, Slough, Berkshire, SL1 3SJ",,,2019-12-06,,0.52,0,0,"P/00322/023, P/00322/023. 60 extra care flats in a 4 storey building & a medical hub.. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf",local-authority-eng:SLG,not owned by a public authority,2017-11-23,,permissioned,reserved matters approval,POINT(-0.607499 51.505013),br26,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2017-12-01,brownfield-land/local-authority-eng/SLG/br26
"15-23, Church Street, Slough, Berkshire, SL1 2NL",,,2019-12-06,,0.08,0,0,P/01571/012. Demolition of existing building. Construction of six storey building retail and 41 residential flats to the upper floors.,local-authority-eng:SLG,not owned by a public authority,2019-03-20,,permissioned,full planning permission,POINT(-0.59334 51.507541),br57,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,2018-12-13,brownfield-land/local-authority-eng/SLG/br57
