site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Coach House, The East House, Great Smeaton,Northallerton",yes,,2018-12-18,,0.070903,1,1,"Has pp - 16/01198/FUL Include on Register -Site Area over 0.25ha but for just a single unit , response received but has been marketed so included. Alterations and extension of Coach House to form single dwelling, formation of new access and construction of detached garage.",local-authority-eng:HAE,not owned by a public authority,2016-09-28,,permissioned,outline planning permission,POINT(-1.463177 54.434298),3060,"https://hambletondc.maps.arcgis.com/apps/webappviewer/index.html?id=9ec6e3a0205f48cc8082316c2f992d5b&center=434919.931986,504452.470477,27700&level=18",2018-12-18,brownfield-land/local-authority-eng/HAE/3060
Three Tuns Garage Vehicle Repair And Workshop Brentwood House Sandhutton North Yorkshire YO7 4RW,yes,,2018-12-18,,0.26473,5,5,"Has pp - 17/01247/OUT Include on Register - Site Area over 0.25ha & has at least 5 units,no response but has been marketed so included. Outline application for 5 dwellings and associated infrastructure all matters except access are reserved. https://www.fssproperty.co.uk/property-details/103268002882/sandhutton/sandhutton",local-authority-eng:HAE,not owned by a public authority,2017-11-20,,permissioned,outline planning permission,POINT(-1.415613 54.231102),3191,"https://hambletondc.maps.arcgis.com/apps/webappviewer/index.html?id=9ec6e3a0205f48cc8082316c2f992d5b&center=438192.477981,481867.773926,27700&level=18",2018-12-18,brownfield-land/local-authority-eng/HAE/3191
D Oakley Limited 68 Romanby Road Northallerton North Yorkshire DL7 8NQ,yes,,2018-12-18,,0.100569,7,7,"Has pp - 17/01059/OUT Include on Register - ite Area less than 0.25ha but over 5 units , no response but has been marketed so included. Outline application for the redevelopment of the site with 7 no. dwellings.. https://www.robinjessop.co.uk/property/residential-developement-site-romanby/",local-authority-eng:HAE,not owned by a public authority,2017-10-18,,permissioned,outline planning permission,POINT(-1.438298 54.337534),3182,"https://hambletondc.maps.arcgis.com/apps/webappviewer/index.html?id=9ec6e3a0205f48cc8082316c2f992d5b&center=436619.51001,493698.157281,27700&level=18",2018-12-18,brownfield-land/local-authority-eng/HAE/3182
Shorthorn Inn Hornby Road Appleton Wiske North Yorkshire DL6 2AL,yes,,2018-12-18,,0.400157,5,5,"Has pp - 16/00398/OUT Include on Register - Site Area over 0.25ha & over 5 units,no response but has been marketed so included. Outline planning permission for a residential development with all matters reserved. https://www.rightmove.co.uk/commercial-property-for-sale/property-66456619.html",local-authority-eng:HAE,not owned by a public authority,2016-07-22,,permissioned,outline planning permission,POINT(-1.39636 54.437532),3035,"https://hambletondc.maps.arcgis.com/apps/webappviewer/index.html?id=9ec6e3a0205f48cc8082316c2f992d5b&center=439250.995411,504847.42947,27700&level=18",2018-12-18,brownfield-land/local-authority-eng/HAE/3035
