name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
BR1 - Blakelock Road,"Blakelock Road, Blakelock Rd, Foggy Furze Ward",yes,,2020-12-14,,0.6,15,10,Former colleague buildings.,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.231234 54.675333),BR1 - Blakelock Road,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR1---Blakelock-Road
BR2 - Brenda Road East,"Brenda Road East, Brenda Rd, Seaton Ward",yes,,2020-12-14,,4.72,140,100,A mix of industrial buildings a hardstanding. Land is included in a minded to grant permission which is still awaiting the s106 to be signed.. http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,POINT(-1.206668 54.657138),BR2 - Brenda Road East,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR2---Brenda-Road-East
BR6 - The Former Ambulance Station,"Former Ambulance Station, Elwick Road",yes,,2020-12-14,,0.28,,,"Former ambulance station and paddock, paddock not included on spreadsheet. Heritage asset, ideally for conversion.",local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.236061 54.68258),BR6 - The Former Ambulance Station,,2019-12-11,/brownfield-land/local-authority-eng/HPL/BR6---The-Former-Ambulance-Station
BR7 - Close Farm Cottage,"Close Farm Cottage, Wolviston, Rural West Ward",yes,,2020-12-14,,3.01,3,3,Conversion of old farm buildings. Work ongoing.. Conversion of existing outbuildings into 3 dwellings,local-authority-eng:HPL,not owned by a public authority,2012-10-26,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=95894,permissioned,full planning permission,POINT(-1.336851 54.653795),BR7 - Close Farm Cottage,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR7---Close-Farm-Cottage
"BR9 - 9,11 Hutton Avenue","9, 11 Hutton Avenue, Hartlepool",yes,,2020-12-14,,0.049,13,13,Currently has permission for 13.. Change of use of former care home to 13no. residential flats.,local-authority-eng:HPL,not owned by a public authority,2017-09-14,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114093,permissioned,full planning permission,POINT(-1.220992 54.684605),"BR9 - 9,11 Hutton Avenue",,2019-12-11,/brownfield-land/local-authority-eng/HPL/BR9---9-11-Hutton-Avenue
BR10 - Former King Oswy Public House,"Former King Oswy Public House, KingOswy Dr,DeBruce",yes,,2020-12-14,,0.25,8,8,Former pub site. Development started but has stalled.. 8 semi detached bungalows,local-authority-eng:HPL,not owned by a public authority,2017-05-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=117039,permissioned,full planning permission,POINT(-1.234304 54.710806),BR10 - Former King Oswy Public House,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR10---Former-King-Oswy-Public-House
BR11 - Former Mas Agraa Palace,"Former Mas Agraa Palace, Lynn St, Headland&Harbour",yes,,2020-12-14,,0.45,9,6,Previously had permission which has expired.,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,POINT(-1.205011 54.684843),BR11 - Former Mas Agraa Palace,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR11---Former-Mas-Agraa-Palace
BR12 - Garden Centre & Amenity Block,"GardenCentre&AmenityBlock,TanfieldRd, Foggy Furze",yes,,2020-12-14,,0.47,12,8,Former garden centre.,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,POINT(-1.221009 54.668348),BR12 - Garden Centre & Amenity Block,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR12---Garden-Centre---Amenity-Block
BR13 - Hartlepool Hospital,"Hartlepool Hospital, Holdforth Rd, De Bruce Ward",yes,,2020-12-14,,3.38,100,80,Vacant land at hospital site. Previously had permission but expired.,local-authority-eng:HPL,not owned by a public authority,,,not permissioned,,POINT(-1.225712 54.703112),BR13 - Hartlepool Hospital,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR13---Hartlepool-Hospital
BR14 - Inspirations Coffee House,"InspirationsCoffeeHouse, Tanfield RD, Foggy Furze",yes,,2020-12-14,,0.41,10,6,Former coffee shop and council offices,local-authority-eng:HPL,owned by a public authority,,,not permissioned,,POINT(-1.22194 54.668282),BR14 - Inspirations Coffee House,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR14---Inspirations-Coffee-House
BR16 - Marina Slake Terrace_Blocks 28 32 31,"MarinaBlocks28 32 31, SlakeTerraceHeadland&Harbour",yes,,2020-12-14,,0.4,76,76,3 apartment blocks on brownfield site at south east corner of Marina. 3 apartment blocks. Block 28 for 20 apartments. Block 31 approx 20 apartments. Block 32 for 36 apartments.,local-authority-eng:HPL,not owned by a public authority,2003-11-11,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=18762,permissioned,full planning permission,POINT(-1.198842 54.689349),BR16 - Marina Slake Terrace_Blocks 28 32 31,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR16---Marina-Slake-Terrace-Blocks-28-32-31
BR17 - North Farm,"North Farm, Elwick, Rural West Ward",yes,,2020-12-14,,0.73,14,14,Conversion of old farm buildings - land owner looking to incorporate into wider development with allocation in the Local Plan. Change of Use and new build for 14 dwellings,local-authority-eng:HPL,not owned by a public authority,2016-04-06,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=103970,permissioned,full planning permission,POINT(-1.292614 54.685143),BR17 - North Farm,,2017-12-17,/brownfield-land/local-authority-eng/HPL/BR17---North-Farm
