site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Land at John St/Winwick Street, Warrington, WA4 6NL",,,2017-01-01,,0.84,42,42,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,Not Permissioned,other,POINT(-2.592578 53.392968),1029.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1029-0
"Lymm Service Station, 114 Booths Hill Road, Lymm, WA13 0EQ",yes,,2017-01-01,,0.1,6,6,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,permissioned,outline planning permission,POINT(-2.496771 53.3798),1050.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1050-0
"Beers Building Co, Station Road, Latchford, WA4 2AD",,,2017-01-01,,1.75,158,158,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,Not Permissioned,,POINT(-2.565394 53.37786),1090.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1090-0
"Manchester Ship Canal, Mineral Railway, Thelwall Lane, Latchford, WA4 1NJ",yes,,2017-01-01,,2.54,24,24,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,permissioned,reserved matters approval,POINT(-2.55544 53.379904),1091.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1091-0
"Edwards Cheshire, Navigation Street, Warrington, WA1 2EL",yes,,2017-01-01,,0.57,76,76,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,permissioned,reserved matters approval,POINT(-2.578617 53.388237),1108.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1108-0
"Cardinal Newman High School, Bridgewater Avenue, Latchford, WA4 1RX",,,2017-01-01,,2.72,110,110,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,permissioned,outline planning permission,POINT(-2.562541 53.390363),1178.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1178-0
"New World Ltd, New World House, Thelwall Lane, Warrington, WA4 1NL",yes,,2017-01-01,,13.9117,27,27,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,permissioned,reserved matters approval,POINT(-2.548869 53.383618),1201.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1201-0
"The Corner House, 98 Sandy Lane, Warrington, WA2 9HX",yes,,2017-01-01,,0.83,11,11,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,Not Permissioned,other,POINT(-2.590529 53.41398),1245.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1245-0
"Brook Place, Knutsford Road, Warrington, WA4 1PH",,,2017-01-01,,0.16,8,8,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,Not Permissioned,other,POINT(-2.569819 53.382027),1322.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1322-0
"Land at Winwick Street, Tanners Lane, Dallam Lane, Warrington, WA2 7NG",,,2017-01-01,,3,20,20,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,local-authority-eng:WRT,,,,permissioned,full planning permission,POINT(-2.594948 53.392656),1401.0,,2017-01-01,brownfield-land/local-authority-eng/WRT/1401-0
