site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Brook Side, Watling Street, Hockliffe",yes,,2017-12-18,,0.57,5,5,Outline Planning Permission for the erection of 5 detached houses. Erection of 5 detached dwellings,,not owned by a public authority,2016-01-06,,permissioned,outline planning permission,POINT(-0.589081 51.932646),CB/16/02366/BRWN,https://centralbedfordshire.box.com/s/x2sz3mkybwvdw90ji5431n3vfoba2kuv,2016-07-18,
"Station Approach, Station Road, Linslade",yes,,2017-12-18,,0.31,25,25,Outline Planning Permission for 25 dwellings up to 3 storeys in height to include basement car parking. Erection of 25 x 3 storey dwellings,,not owned by a public authority,2015-04-02,,permissioned,outline planning permission,POINT(-0.676031 51.916365),CB/16/02393/BRWN,https://centralbedfordshire.box.com/s/ech75n9blba5k3dsuej9z6dsuu5ode7j,2016-07-18,
"Woodlands Nurseries, Biggleswade Road, Upper Caldecotte",yes,,2017-12-18,,0.17,9,9,Full Planning Permission for conversion of office building and separate B8 storage unit to 9 flats. Conversion of office to 9 flats,,not owned by a public authority,2015-12-09,,permissioned,full planning permission,POINT(-0.281551 52.099408),CB/16/02714/BRWN,https://centralbedfordshire.box.com/s/xc1xgs98zoj7v9ntkoc9626bcbpmwgws,2016-07-18,
"Dell Mount, Bedford Road, Houghton Regis",yes,,2017-12-18,,0.75,25,20,"Existing Gospel Hall. Promoted for redevelopment, will be subsumed within HRN development. 2015 pre-app for demolition/erection of 20-25 dwellings. Redevelopment to provide approx. 20-25 dwellings",,not owned by a public authority,,,Not Permissioned,,POINT(-0.524563 51.908063),CB/16/02727/BRWN,https://centralbedfordshire.box.com/s/xxa8354gzmoun3pxde5v4j3r0wmoathk,2016-07-18,
"Henlow Greyhound Stadium, Bedford Road, Lower Stondon",yes,,2017-12-18,,2.85,77,53,Greyhound Racing Stadium - commercial & leisure. Adjacent to Henlow Airfield and Lower Stondon. Erection of up to 77 dwellings,,not owned by a public authority,,,Not Permissioned,,POINT(-0.307983 52.008922),CB/16/02732/BRWN,https://centralbedfordshire.box.com/s/q7d3ldacyghgb7dlzy8c52jcpvx07w97,2016-07-18,
"Meppershall Nursing Home, Shefford Road, Meppershall",yes,,2017-12-18,,1.1,40,30,Existing care home in operation adjacent to the village boundary. Narrow site access may be an issue. Erection of between 30-40 dwellings,,not owned by a public authority,,,Not Permissioned,,POINT(-0.334809 52.022998),CB/16/02756/BRWN,https://centralbedfordshire.box.com/s/r3v8jiqcjmr20e5yay5az027d4xnr6sz,2016-07-18,
"Former Trico Site, High Street North, Dunstable",yes,,2017-12-18,,1.19,70,60,Part of larger redeveloped site in Dunstable. Erection of 61 dwellings (38 houses & 23 flats),,not owned by a public authority,2017-09-29,,Not Permissioned,full planning permission,POINT(-0.535667 51.89431),CB/16/02767/BRWN,https://centralbedfordshire.box.com/s/nj9toe9b9ilc1xbe9zdz1b04sphdrp0s,2016-07-18,
"Dukeminster Estate, Church Street, Dunstable",yes,,2017-12-18,,5.04,170,170,Site benefits from planning permission for 170 dwellings. Erection of 170 dwellings,,not owned by a public authority,2016-03-16,,permissioned,reserved matters approval,POINT(-0.514494 51.888524),CB/16/02769/BRWN,https://centralbedfordshire.box.com/s/hb0ntrke3j2tg5an6fvwkuav6ydwxc9g,2016-07-18,
"Former Interbrew, Eastern Avenue Industrial Estate, Eastern Avenue, Dunstable",yes,,2017-12-18,,3.19,100,100,Outline Planning Permission for 100 dwellings. Erection of 100 dwellings,,not owned by a public authority,2016-08-31,,permissioned,outline planning permission,POINT(-0.505483 51.885937),CB/16/02794/BRWN,https://centralbedfordshire.box.com/s/pgjihz0u96htke5optnsr273aqh8k7x8,2016-07-18,
"Roker Park, The Green, Stotfold",yes,,2017-12-18,,1.39,62,43,Extant planning permission for 43 dwellings. Erection of 62 dwellings,,owned by a public authority,,,pending decision,full planning permission,POINT(-0.224024 52.021866),CB/16/03020/BRWN,https://centralbedfordshire.box.com/s/vwve6jdjte4xq97epi2czs6jc46hm956,2016-07-18,
"Peckworth Industrial Estate, Bedford Road, Lower Stondon",yes,,2017-05-05,,0.38,13,13,Site allocation HA29 (North CBC Site Allocation DPD). No planning application to date. Allocated site for 13 dwellings,,not owned by a public authority,,,Not Permissioned,,POINT(-0.305035 52.00673),CB/16/03103/BRWN,https://centralbedfordshire.box.com/s/56lym1tbgbkootvfygc3ndr316zbwgc0,2016-07-18,
"RAF Henlow, Henlow",yes,,2017-12-18,,220,1000,700,Site constraints exist which require significant mitigation. Large scale redevelopment of former miltary base/airfield,,owned by a public authority,,,Not Permissioned,,POINT(-0.30209 52.014088),CB/17/05977/BRWN,https://centralbedfordshire.box.com/s/ff6xgoz8sgp0y0ph9l5mpig2957ezpa3,2017-12-18,
"Land North of Dawes Garage, 25 High Road, Shillington",yes,,2017-12-18,,2.3,42,23,Site contains agricultural buildings which require demolition. Erection of 2/3 bed houses & 9 x 1/2 bed bungalows,,not owned by a public authority,,,Not Permissioned,,POINT(-0.357088 51.995716),CB/17/05982/BRWN,https://centralbedfordshire.box.com/s/n7gyh9bwen40at0067qwtvs1idoruow9,2017-12-18,
