site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Waitrose, 110-112 Brighton Road",yes,,2017-12-31,,0.265,90,55,"Residential, retail, car parking (and healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.137183 51.321966),945,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/945
"Former Royal Mail Sorting Office, 1-5 Addiscombe Road",yes,,2017-12-31,,0.44,201,74,"Residential led mixed use development incorporating either hotel, office leisure and/or clas A2-A5 uses. Also retail so long as the current planning permission is extant. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.091632 51.375479),21,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/21
4-20 Edridge Road,yes,,2017-12-31,,0.23,220,180,Residential development. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.098473 51.369906),32,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/32
44-60 Cherry Orchard Road,yes,,2017-12-31,,0.301,80,50,Residential development subject to the relocation of the existing business to another site in the borough. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.090615 51.377827),50,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/50
"Prospect West and car park to the rear of, 81-85 Station Road",,,2017-12-31,,0.88,288,40,Residential (with healthcare facility if required by NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.100404 51.380531),123,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/123
"Cherry Orchard Gardens and site between railway line and Cherry Orchard Road, Cherry Orchard Road",yes,,2017-12-31,,0.8,492,220,"Mixed use development of residential with offices, restaurant/café, hotel and/or community facilities. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.091164 51.377422),138,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/138
1 Lansdowne Road,yes,,2017-12-31,,0.4,441,419,"Mixed use development comprising residential, with offices, leisure and/or hotel. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.097636 51.376574),142,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/142
"St Anne's House & Cambridge House, 20-26 Wellesley Road",yes,,2017-12-31,,0.21,196,46,Conversion of building to residential and hotel. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.097342 51.375706),155,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/155
"St George's House, Park Lane",yes,,2017-12-31,,0.07,288,288,Conversion and extension of existing building to provide retail and other Class A activities and leisure on the ground floor with residential accommodation on upper floors. There is one historic record of surface water flooding held by the Council in this location.. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.097209 51.373366),162,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/162
"Ruskin Square and surface car park, 61 Dingwall Road and Lansdowne Road",yes,,2017-12-31,,2.7,625,550,"Mixed use development comprising residential, offices, restaurant/café, fitness centre and replacement 200 seat theatre. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.094386 51.376288),172,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/172
30-38 Addiscombe Road,yes,,2017-12-31,,0.35,141,49,Residential development. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.089478 51.374769),174,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/174
"Stephenson House, Cherry Orchard Road and Knolly House, Addiscombe Road",,,2017-12-31,,0.94,380,132,Residential and/or office. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.090722 51.37594),175,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/175
"St Mathews House, 98 George Street",,,2017-12-31,,0.05,20,7,Redevelopment for residential and/or offices and/or retail (on George Street frontage). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.094488 51.374176),182,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/182
1-19 Derby Road,yes,,2017-12-31,,0.34,137,48,"Residential development above, community uses on lower floors. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.103796 51.377735),184,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/184
"Jobcentre, 17-21 Dingwall Road",yes,,2017-12-31,,0.35,141,49,Offices and/or residential and/or hotel and/or replacement Class A2 (Finance) premises (with healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,,,,not permissioned,,POINT(-0.095559 51.376082),186,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/186
28 Dingwall Road,,,2017-12-31,,0.11,44,16,Offices and residential and/or hotel (with healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.096159 51.37754),187,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/187
"Car parks, Drummond Road",,,2017-12-31,,0.11,32,12,Residential development. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,owned by a public authority,,,not permissioned,,POINT(-0.104489 51.374185),189,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/189
"Car park to the rear of Leon House, 22-24 Edridge Road",yes,,2017-12-31,,0.4,162,56,Residential development. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.098201 51.369191),190,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/190
"Suffolk House, George Street",,,2017-12-31,,0.25,101,35,Mixed use redevelopment with offices or residential dwellings above retail units at ground level. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.095832 51.374),192,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/192
"St George's Walk, Katharine House and Park House, Park Street",yes,,2017-12-31,,1.94,504,88,"Residential with new civic space and a combination of retail, other Class A uses, leisure and office use.. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.099197 51.372904),194,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/194
"Leon House, 233 High Street",yes,,2017-12-31,,0.56,145,26,Conversion to residential or mixed use residential/office with retention of retail on the ground floor. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.099342 51.369732),195,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/195
"Emerald House, 7-15 Lansdowne Road",,,2017-12-31,,0.39,157,55,Office and residential and/or hotel (with healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.096702 51.376937),197,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/197
20 Lansdowne Road,,,2017-12-31,,0.775,313,109,Residential development with light industrial workshops and studio spaces. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.092397 51.379214),199,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/199
"Multi-storey car park, Lansdowne Road",,,2017-12-31,,0.95,384,133,"Mixed use, public car park and residential.. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.095271 51.377489),200,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/200
"Lidl, Easy Gym and car park, 99-101 London Road",,,2017-12-31,,1.13,293,51,Primary school with residential development on upper floors. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.105827 51.380394),201,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/201
"West Croydon station and shops, 176 North End",,,2017-12-31,,1.75,455,79,"Remodelling of station and redevelopment to provide an improved transport interchange, cycle hub, retail & office units with residential development above. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.102497 51.378578),203,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/203
"Lunar House, Wellesley Road",,,2017-12-31,,1.34,542,188,Office and residential and/or hotel (with healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,,,,not permissioned,,POINT(-0.098716 51.378265),218,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/218
9-11 Wellesley Road,,,2017-12-31,,0.15,60,21,Residential and/or hotel and/or retail and/or finance. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,,,,not permissioned,,POINT(-0.098083 51.375161),220,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/220
"Multi-storey car park, 1 Whitgift Street",,,2017-12-31,,0.54,193,95,Residential with community facilities commensurate in size and functionality to that currently on the site. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.100934 51.370162),222,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/222
"Segas House, Park Lane",yes,,2017-12-31,,0.19,40,40,Residential conversion with cultural uses if required (with town centres uses considered if there is no interest in delivery of cultural uses).. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.097295 51.372675),231,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/231
"Southern House, Wellesley Grove",,,2017-12-31,,0.58,234,82,Offices and residential and/or hotel (with healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.096158 51.375489),234,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/234
"Apollo House, Wellesley Road",,,2017-12-31,,0.58,234,82,Offices and residential and/or hotel (with healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,,,,not permissioned,,POINT(-0.098315 51.377188),236,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/236
"Davis House, Robert Street",,,2017-12-31,,0.13,52,19,Residential development with limited retail to replace existing floor space. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,owned by a public authority,,,not permissioned,,POINT(-0.099409 51.371234),242,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/242
"Mondial House, 102 George Street",yes,,2017-12-31,,0.21,85,30,Office and/or residential development or offices or hotel and/or retail (on George Street frontage). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.093194 51.374218),245,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/245
"Norwich Union House, 96 George Street",,,2017-12-31,,0.13,52,19,Offices with residential development or hotel and/or retail (on George Street frontage). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.094879 51.374119),247,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/247
"Croydon College Annexe, Barclay Road",yes,,2017-12-31,,0.14,56,20,Residential redevelopment with community uses and Creative and Cultural Industries Enterprise Centre. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.094337 51.372636),294,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/294
"Mott Macdonald House, 8 Sydenham Road",,,2017-12-31,,0.24,97,34,Offices and residential and/or hotel (with healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.096813 51.37773),311,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/311
"Reeves Corner former buildings, 104-112 Church Street",yes,,2017-12-31,,0.16,64,23,Mixed use with residential to upper storeys and retail on ground floor. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.105479 51.373869),374,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/374
7 Cairo New Road,,,2017-12-31,,0.91,368,128,Residential redevelopment above community use. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.106051 51.375326),375,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/375
"Whitgift Centre, North End",yes,,2017-12-31,,8.8,1000,400,"Expansion of shopping centre, improved transport infrastructure, public realm and residential development. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.099957 51.375704),393,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/393
"Coombe Cross, 2-4 South End",,,2017-12-31,,0.26,105,37,Residential development. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.09935 51.367456),398,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/398
"Stonemead House, 95 London Road",yes,,2017-12-31,,0.16,64,23,Residential. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.105457 51.379965),417,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/417
"Canius House, 1 Scarbrook Road",yes,,2017-12-31,,0.07,30,30,Residential conversion. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.101197 51.371443),488,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/488
"Corinthian House, 17 Lansdowne Road",,,2017-12-31,,0.21,85,30,"Retention of offices with residential conversion, and/or hotel (with healthcare facility if required by the NHS). https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf",local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.096116 51.377197),489,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/489
5 Bedford Park,yes,,2017-12-31,,0.18,91,82,Residential conversion. https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,local-authority-eng:CRY,not owned by a public authority,,,not permissioned,,POINT(-0.097842 51.37924),492,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,2017-12-31,brownfield-land/local-authority-eng/CRY/492
