site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"132-134, High Street, Slough, SL1 1HP",,,2017-12-01,,0.51,150,150,PreApp/00712. Mixed use development of C3 residential up to 300 units and A1/A3 (500sqm) and b. http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf,local-authority-eng:SLG,,,,not permissioned,,POINT(-0.593774 51.50858),br15,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br15.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br15
"Aspire 2 Site, Corner of Church Street and Herschel Street, Slough, SL1 1PG",,,2017-12-01,,0.49,238,238,P/01508/042. Construction of a mixed use and 200 residential units development.. http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf,local-authority-eng:SLG,,,,pending decision,,POINT(-0.594317 51.507572),br16,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br16.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br16
"Gibtel Transport CafĂ©, Colnbrook , SL3 8QG",,,2017-12-01,,0.28,20,20,cfs99. residential. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf,local-authority-eng:SLG,,,,not permissioned,,POINT(-0.532473 51.488091),br2,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br2.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br2
"Stoke Road Bus Depot, Stanley Cottages, SL2 5AQ",,,2017-12-01,,0.54,150,150,cfs69. Circa 150 residential units in undercroft parked blocks between 2 to 12 storeys.. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKQ-e-e.pdf,local-authority-eng:SLG,mixed ownership,,,not permissioned,,POINT(-0.592687 51.512908),br11,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br11.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br11
"Former School Grounds, Belfast Avenue, Slough, SL1 3HH",,,2017-12-01,,0.32,13,13,"P/17086/000. Construction of 13 new dwellings comprising 5 x 2 beds, 8 x 3 beds with associated car parking and landscaping.",local-authority-eng:SLG,owned by a public authority,2017-10-04,,permissioned,full planning permission,POINT(-0.611562 51.521199),br9,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br9.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br9
"Slough Family Centre, Chalvey Park, Slough, SL1 2HX",,,2018-12-13,,0.2,10,10,P/16841/000. Construction of 4no. four bedroom houses and 6no.three bedroom houses.,local-authority-eng:SLG,,,,pending decision,,POINT(-0.599408 51.507745),br51,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br51.pdf,2018-12-13,brownfield-land/local-authority-eng/SLG/br51
"Queensmere and Observatory Shopping Centres, Wellington Street, Slough, Berkshire, SL1 1LN",,,2017-12-01,,5.25,675,675,"P/06684/015; Planning application agreed; Section 106 agreement signed. Comprehensive redevelopment for retail, leisure, residential.. http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf|http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKP-e-e.pdf",local-authority-eng:SLG,,,,pending decision,,POINT(-0.590439 51.509068),br5,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br5.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br5
"Hurricane Court, Parlaunt Road, Langley, Slough, Berkshire, SL3 8XP",,,2017-12-01,,0.79,84,84,"F/10204/008, PreApp/00859. Prior approval notification for change of use from offices class B1(a) to 54 residential flats class C3 (24no. Studios; 16no. 1 Bed; 14no. 2 bed); Roof extension and 3 storey infill to create 30 self contained flats",local-authority-eng:SLG,,2017-10-11,,permissioned,full planning permission,POINT(-0.533965 51.499738),br35,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br35.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br35
"Compuware Ltd, 163, Bath Road, Slough, SL1 4AA",,,2017-12-01,,0.44,64,64,PreApp/00892. Change of use from C1 to C3,local-authority-eng:SLG,,,,not permissioned,,POINT(-0.616346 51.512646),br24,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br24.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br24
"Former Thames Valley University and car park, Wellington Street with William Street, Slough (NW quadrant of Heart of Slough Site)",,,2017-12-01,,3.47,1500,1500,"P/14405/000, SSA13. Comprehensive redevelopment for residences, offices, neighbourhood retail, restaurant, cafe, bar and public realm enhancement.",local-authority-eng:SLG,owned by a public authority,2009-12-22,,not permissioned,outline planning permission,POINT(-0.596602 51.511406),br19,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br19.pdf,2017-12-01,brownfield-land/local-authority-eng/SLG/br19
