site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Churston Golf Club, Dartmouth Road, Brixham",,,2017-12-13,,4.53,30,20,"Part brownfield, part green field. Housing estimate is for those on brownfield part, taken form outline application proposed layout. Site size (ha) is for total site.",local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.55662 50.3982),BPNPH02,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH02
"Knapman's Builders Yard, off Stoke Gabriel Road, Galmpton, Brixham",,,2017-12-13,,0.14,8,4,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.56542 50.395),BPNPH03,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH03
"Northcliff Hotel, North Furzeham Road, Brixham",,,2017-12-13,,0.29,15,8,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.51716 50.4003),BPNPH05,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH05
"Torbay Industrial Estate, New Road, Brixham",,,2017-12-13,,0.32,15,8,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.51733 50.3926),BPNPH06,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH06
"74 New Road, Brixham",,,2017-12-13,,0.19,10,5,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.51997 50.3919),BPNPH07,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH07
"Brixham Police Station, Rea Barn Road, Brixham",,,2017-12-13,,0.15,12,6,,local-authority-eng:TOB,,,,not permissioned,,POINT(-3.50852 50.3903),BPNPH08,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH08
"King's Barton, Summer Lane, Brixham",,,2017-12-13,,0.2,7,4,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.52697 50.3839),BPNPH09,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH09
"Beverley Court, Upton Manor Road, Brixham",,,2017-12-13,,0.21,9,5,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.51482 50.3836),BPNPH10,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH10
"St Mary's Industrial Estate, St Mary's Road, Brixham",,,2017-12-13,,0.79,25,13,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.51356 50.3831),BPNPH11,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/BPNPH11
"Vauxhall Garage, Torquay Road, Paignton",,,2017-12-13,,0.17,20,10,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.55617 50.447564),PNPH03,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/PNPH03
"Modern Motoring, Torquay Road, Paignton",,,2017-12-13,,0.04,6,3,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.56002 50.4445),PNPH05,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/PNPH05
"63 Manor Road, Paignton",,,2017-12-13,,0.15,8,4,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.56155 50.4431),PNPH06,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/PNPH06
"Land R/O Quarry Terrace, Marldon Road, Paignton",,,2017-12-13,,0.21,8,4,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.57341 50.4381),PNPH08,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/PNPH08
"Lyndhurst Hotel, Lower Polsham Road, Paignton",,,2017-12-13,,0.03,12,6,,local-authority-eng:TOB,not owned by a public authority,,,not permissioned,,POINT(-3.55921 50.4387),PNPH09,http://torbay.addresscafe.com/app/exploreit/default.aspx,2016-06-24,brownfield-land/local-authority-eng/TOB/PNPH09
