site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Lindwell Methodist Church, Lindwell, Halifax",yes,,2017-11-30,,0.08,5,5,Conversion of redundant chapel to five apartments,local-authority-eng:CLD,not owned by a public authority,2015-02-04,,permissioned,full planning permission,POINT(-1.860738 53.690335),BLR026,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR026
"Heath Bank Nursing Home, Linden Road, Halifax",yes,,2017-11-30,,0.23,7,7,Conversion of Nursing home to 7 dwellings and construction of detached dwelling. (amended design to planning approval 14/00963/CON),local-authority-eng:CLD,not owned by a public authority,2015-06-17,,permissioned,full planning permission,POINT(-1.862949 53.711252),BLR027,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR027
"Walsden Methodist Church, Rochdale Road, Todmorden",yes,,2017-11-30,,0.04,13,13,Conversion and alterations to derelict church to create 13 apartments.,local-authority-eng:CLD,not owned by a public authority,2016-07-20,,permissioned,full planning permission,POINT(-2.100821 53.694432),BLR028,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR028
"Upper floors, 20-26 Commerical Street, Halifax",yes,,2017-11-30,,0.04,10,10,14/56013/CLASSJ - prior approval not required - October 2014 for 8 flats. Total capacity for the site therefore 10.. Change of use of offices to two flats,local-authority-eng:CLD,not owned by a public authority,2015-08-24,,permissioned,full planning permission,POINT(-1.861307 53.722644),BLR029,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR029
"District Bank Chambers, George Square, Halifax",yes,,2017-11-30,,0.03,12,12,Prior approval application for a change of use from Offices (B1a) to twelve apartments (C3),local-authority-eng:CLD,not owned by a public authority,2014-11-19,,permissioned,other,POINT(-1.861895 53.722601),BLR030,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR030
"5 Clare Road, Halifax",yes,,2017-11-30,,0.11,18,18,14/56019/CLASSJ Prior approval granted 100315 for COU from office to 15 apartments. Minimum net dwelling capacity based on both applications.. Conversion of lower and ground floors from restaurant to three apartments,local-authority-eng:CLD,not owned by a public authority,2015-09-17,,permissioned,full planning permission,POINT(-1.858735 53.720318),BLR031,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR031
"8 Lord Street, Halifax",yes,,2017-11-30,,0.02,11,11,Conversion of Club and construction of a three-storey rear extension to create 11 bedroom House in Multiple Occupation,local-authority-eng:CLD,not owned by a public authority,2015-06-16,,permissioned,full planning permission,POINT(-1.864539 53.721944),BLR032,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR032
"1st, 2nd, 3rd and 4th floors, Southgate House, Wards Ends, Halifax",yes,,2017-11-30,,0.09,51,51,Prior approval application for a change of use from office (B1a) to 51 apartments (C3),local-authority-eng:CLD,not owned by a public authority,2016-10-27,,permissioned,other,POINT(-1.859881 53.721036),BLR033,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR033
"3rd & 4th Floors, 39-47 Commerical Street, Halifax",yes,,2017-11-30,,0.03,9,9,Prior approval for a change of use from offices (B1a) to nine apartments (C3),local-authority-eng:CLD,not owned by a public authority,2015-08-26,,permissioned,other,POINT(-1.861668 53.721522),BLR034,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR034
"Kingfisher House, Portland Place, Halifax",yes,,2017-11-30,,0.05,12,12,Change of use from commercial premises to twelve apartments,local-authority-eng:CLD,not owned by a public authority,2016-04-22,,permissioned,full planning permission,POINT(-1.859895 53.719459),BLR035,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR035
"Fountain Chambers, 22 Fountain Street, Halifax",yes,,2017-11-30,,0.03,7,7,Prior approval application for a change of use from office (B1a) to seven apartments (C3),local-authority-eng:CLD,not owned by a public authority,2016-08-26,,permissioned,other,POINT(-1.862096 53.721288),BLR036,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR036
"Ebenezer Methodist Church, 605 Bradford Road, Brighouse",yes,,2017-11-30,,0.14,6,6,16/00657/FUL approved July 2015 for conversion of the church to B1 use. Demolition of church and garages to facilitate residential development (Outline),local-authority-eng:CLD,not owned by a public authority,2015-01-21,,permissioned,outline planning permission,POINT(-1.777269 53.721765),BLR037,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR037
"Land east of 11 Gooder Lane, Brighouse",yes,,2017-11-30,,0.02,5,5,Residential development of 5 one bedroom apartments,local-authority-eng:CLD,not owned by a public authority,2015-07-15,,permissioned,full planning permission,POINT(-1.780521 53.697735),BLR038,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR038
"Slade Lane Works, Slade Lane, Brighouse",yes,,2017-11-30,,0.2,10,10,Demolition of existing building and construction of 10 No dwellings and associated external works (Amended Plans),local-authority-eng:CLD,not owned by a public authority,2015-12-15,,permissioned,full planning permission,POINT(-1.79624 53.682805),BLR039,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR039
"Firth's Carpets, Bradford Road, Baliff Bridge, Brighouse",yes,,2017-11-30,,0.67,24,24,,local-authority-eng:CLD,not owned by a public authority,,,not permissioned,,POINT(-1.775954 53.723912),BLR040,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR040
"Ash Lea, 19 Woodhouse Lane, Brighouse",yes,,2017-11-30,,0.14,9,9,Conversion of existing dwelling into 9 apartments.,local-authority-eng:CLD,not owned by a public authority,2016-04-26,,permissioned,full planning permission,POINT(-1.773137 53.692474),BLR041,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR041
"Former Engine Room Hollins Mill, Rochdale Road, Todmorden",yes,,2017-11-30,,0.14,12,12,"Conversion of former engine room, boiler room and workshop buildings to form 12 No flats with communal lift, stair and storage area. Upgrading of parking area in existing courtyard. Re-cladding of existing goods lift to 4 storey former spinning mill",local-authority-eng:CLD,not owned by a public authority,2015-03-27,,permissioned,full planning permission,POINT(-2.101937 53.695423),BLR042,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR042
"Floors 1-3, 2 Silver Street, Halifax",yes,,2017-11-30,,0.02,11,11,"Three separate approvals for this site - 14/01322/CON, 15/00252/CON and 16/01675/FUL total 11 partments for the site.. Change of use of third floor to form 3 No 1 bedroom flats",local-authority-eng:CLD,not owned by a public authority,2017-03-13,,permissioned,full planning permission,POINT(-1.862209 53.723211),BLR043,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR043
"Site of Macmillans, Long Lane, Wheatley, Halifax",yes,,2017-11-30,,0.17,10,10,"Construction of 10 dwellings and the creation of a new access. Modification of existing access, car parking and landscaping.",local-authority-eng:CLD,not owned by a public authority,2015-04-01,,permissioned,full planning permission,POINT(-1.893937 53.737338),BLR044,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR044
"Land off Pudsey Road, Todmorden",,,2017-11-30,,0.43,23,23,Residential development of twenty three dwellings (Amended Plan),local-authority-eng:CLD,not owned by a public authority,2014-07-21,,permissioned,full planning permission,POINT(-2.140326 53.733702),BLR045,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR045
