site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Site of Box Trees Mill, Boy Lane, Wheatley, Halifax",yes,,2017-11-30,,0.99,87,87,Construction of 87 residential dwellings,local-authority-eng:CLD,not owned by a public authority,2013-11-06,,permissioned,full planning permission,POINT(-1.899168 53.739357),BLR001,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR001
"Land west of 78 - 82 Backhold Lane, Siddal, Halifax",yes,,2017-11-30,,0.04,8,8,Demolish existing building and re build on similar footprint to form 8 apartments,local-authority-eng:CLD,mixed ownership,2016-12-22,,permissioned,full planning permission,POINT(-1.852205 53.699942),BLR002,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR002
"Empire Works, Blackmires/Shay Lane, Holmfield, Halifax",yes,,2017-11-30,,1.02,47,47,,local-authority-eng:CLD,not owned by a public authority,,,not permissioned,,POINT(-1.876984 53.748652),BLR003,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR003
"The Ranch, New Road, Holywell Green, Elland",yes,,2017-11-30,,0.36,2,2,Conversion of industrial buildings to 2 dwellings. Construction of stable block and menage.,local-authority-eng:CLD,not owned by a public authority,2016-12-05,,permissioned,full planning permission,POINT(-1.866249 53.663018),BLR004,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR004
"Land at junction of Knightbridge Court and Parsonage Lane, Brighouse",yes,,2017-11-30,,0.17,30,30,"30 retirement living apartments and provision of communal facilities, landscaping and car parking",local-authority-eng:CLD,not owned by a public authority,2017-01-30,,permissioned,full planning permission,POINT(-1.784694 53.703369),BLR005,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR005
"467-475 Elland Road, Elland",yes,,2017-11-30,,0.23,10,10,Amendment to 10/01534/FUL for development of 10 houses. Amendments to plots 1 to 5 on approved scheme 10/01534/FUL to utilise void beneath buildings,local-authority-eng:CLD,not owned by a public authority,2016-06-23,,permissioned,full planning permission,POINT(-1.818558 53.698438),BLR006,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR006
"Land opposite Tetrodena Kennels, Break Neck Lane, Hipperholme, Brighouse",yes,,2017-11-30,,0.35,4,4,residential development of 4 dwellings,local-authority-eng:CLD,not owned by a public authority,2017-07-07,,permissioned,full planning permission,POINT(-1.828566 53.727922),BLR007,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR007
"Land At Whitehouse Farm, Holmfield, Halifax",yes,,2017-11-30,,0.52,23,23,Construction of 23 dwellings (REM pursant to 14/00058/OUT),local-authority-eng:CLD,not owned by a public authority,2017-06-29,,permissioned,reserved matters approval,POINT(-1.877449 53.758238),BLR008,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR008
"Jubilee Works, Jubilee Street North, Ovenden, Halifax",yes,,2017-11-30,,0.18,6,6,Formation of 6 new dwellings,local-authority-eng:CLD,not owned by a public authority,2015-11-09,,permissioned,full planning permission,POINT(-1.878568 53.743431),BLR009,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR009
"Site of former Hope Mills, Alma Road, Walsden, Todmorden",yes,,2017-11-30,,0.31,16,16,11 holiday cottages and 5 workshops,local-authority-eng:CLD,not owned by a public authority,2016-08-12,,permissioned,full planning permission,POINT(-2.103197 53.697304),BLR010,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR010
"Site of High Level Works, Pellon Lane, Pellon, Halifax",yes,,2017-11-30,,0.38,34,34,Demolition of vacant industrial units and construction of 34 dwellings,local-authority-eng:CLD,not owned by a public authority,2016-06-17,,permissioned,outline planning permission,POINT(-1.88315 53.729488),BLR011,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR011
"Vale School House, Burnley Road, Cornholme, Todmorden",yes,,2017-11-30,,0.15,6,6,Retention of the existing house and change of use of the former school to form six houses including external alterations,local-authority-eng:CLD,not owned by a public authority,2011-03-03,,permissioned,full planning permission,POINT(-2.137513 53.732801),BLR012,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR012
"Ryburn Polythene Limited, Oldham Road, Ripponden, Sowerby Bridge",yes,,2017-11-30,,0.08,13,13,Conversion of existing mill to form 13 apartments (amended plan),local-authority-eng:CLD,not owned by a public authority,2015-12-08,,permissioned,full planning permission,POINT(-1.948018 53.668065),BLR013,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR013
"Site of Scar Bottom Mill, Scar Bottom Lane, Greetland, Elland",yes,,2017-11-30,,0.17,6,6,Residential development of six dwellings (Amended part scheme relating to 00/00916/FUL),local-authority-eng:CLD,not owned by a public authority,2011-07-20,,permissioned,full planning permission,POINT(-1.886232 53.687903),BLR014,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR014
"Victoria Works, Dean Street, West Vale, Elland",yes,,2017-11-30,,0.07,7,7,Residential development of seven dwellings,local-authority-eng:CLD,not owned by a public authority,2015-11-18,,permissioned,full planning permission,POINT(-1.857352 53.685658),BLR015,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR015
"Baxter Lane Works, Baxter Lane, Northowram, Halifax",yes,,2017-11-30,,0.05,5,5,Conversion of disused Engineering Works to form 5 dwellings and extension to South elevation,local-authority-eng:CLD,not owned by a public authority,2014-03-04,,permissioned,full planning permission,POINT(-1.833543 53.740436),BLR017,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR017
"Wheatley Wells Inn, 106-112 Wheatley Road, Wheatley, Halifax",yes,,2017-11-30,,0.02,5,5,Conversion of former public house to form 5 dwellings,local-authority-eng:CLD,not owned by a public authority,2013-06-28,,permissioned,full planning permission,POINT(-1.885727 53.73585),BLR018,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR018
"8-12 Cross Hills, Halifax",yes,,2017-11-30,,0.02,27,27,Conversion of former restaurant to 27 bedsits and construction of stairway,local-authority-eng:CLD,not owned by a public authority,2014-01-28,,permissioned,full planning permission,POINT(-1.860335 53.726885),BLR019,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR019
"Garage site adjacent to Dodge Holme Court, Dodge Holme Close, Mixenden, Halifax",,,2017-11-30,,0.07,14,14,,local-authority-eng:CLD,not owned by a public authority,,,not permissioned,,POINT(-1.901284 53.747034),BLR020,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR020
"Exley Park PH, Park Lane, Siddal, Halifax",yes,,2017-11-30,,0.1,7,7,Demolition of former public house to facilitate residential development of seven townhouses,local-authority-eng:CLD,not owned by a public authority,2016-04-15,,permissioned,full planning permission,POINT(-1.850941 53.699819),BLR021,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR021
"Land at Abbey Park, Illingworth, Halifax",,,2017-11-30,,2.25,77,77,,local-authority-eng:CLD,not owned by a public authority,,,not permissioned,,POINT(-1.897335 53.756406),BLR022,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR022
"Hebble Court, Mixenden Road, Halifax",,,2017-11-30,,0.48,15,15,,local-authority-eng:CLD,not owned by a public authority,,,not permissioned,,POINT(-1.902118 53.746667),BLR023,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR023
"Land at Titan Works, Claremount Road, Boothtown, Halifax",,,2017-11-30,,0.26,49,49,Residential development of 49 dwellings,local-authority-eng:CLD,not owned by a public authority,2017-04-10,,permissioned,outline planning permission,POINT(-1.865274 53.737684),BLR024,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR024
"The Old Coach House, Oak Street, Elland",yes,,2017-11-30,,0.02,6,6,"Conversion to six residential studios, single storey extension to rear with access stairs to first floor",local-authority-eng:CLD,not owned by a public authority,2014-06-05,,permissioned,full planning permission,POINT(-1.836096 53.684194),BLR025,,2017-11-30,brownfield-land/local-authority-eng/CLD/BLR025
