site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
The Angle,yes,,2017-11-10,,0.33,42,42,"Consent on appeal. Demolition of all Existing Buildings and Construction of 69 New Residential Dwellings, Including Flats and Houses, Ranging from 3 to 13 Storeys, With Associated Car Parking and Landscaping",local-authority-eng:HAR,not owned by a public authority,2016-09-28,,permissioned,full planning permission,POINT(0.088259 51.770382),1,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/1-The%20Angle_0.pdf,2017-11-10,brownfield-land/local-authority-eng/HAR/1
Princess Alexandra Hospital (Including Parndon Hall),,,2017-11-10,,14,700,650,Site for new hospital being explored in Garden Town area,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.085327 51.77154),9,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/9%20-%20Princess%20Alexandra%20Hospital%20%28Including%20Parndon%20Hall%29.pdf,2017-11-10,brownfield-land/local-authority-eng/HAR/9
Purford Green School,,,2017-11-10,,0.96,30,30,ECC to finalise future of this site,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.118315 51.759728),14,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/14%20-%20Purford%20Green%20School.pdf,2017-11-10,brownfield-land/local-authority-eng/HAR/14
Former Scout Hut Elderfield,,,2017-11-13,,0.21,6,6,,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.140589 51.78212),23,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/23%20-%20Former%20Scout%20Hut%20Elderfield.pdf,2017-11-13,brownfield-land/local-authority-eng/HAR/23
Manor Hatch,,,2017-11-13,,0.22,7,7,,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.121329 51.760968),27,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/27%20-%20Manor%20Hatch.pdf,2017-11-13,brownfield-land/local-authority-eng/HAR/27
Garage blocks adjacent to Nicholls Tower,,,2017-11-10,,0.34,11,11,,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.121095 51.764021),36,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/36%20-%20Garage%20blocks%20adjacent%20to%20Nicholls%20Tower.pdf,2017-11-10,brownfield-land/local-authority-eng/HAR/36
Elm Hatch,,,2017-11-20,,0.19,10,10,,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.108957 51.763538),38,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/38%20-%20Elm%20Hatch.pdf,2017-11-20,brownfield-land/local-authority-eng/HAR/38
Stewards Farm,,,2017-11-10,,0.5,10,10,,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.10298 51.749374),39,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/39%20-%20Stewards%20Farm.pdf,2017-11-10,brownfield-land/local-authority-eng/HAR/39
Kingsmoor House and gardens,yes,,2017-11-10,,1.11,9,9,"Development under way. Conversion of Grade II* Listed Buildings, Comprising Main House, a 2-Storey, Late Nineteenth Century Rebuild of an Eighteenth Century Original, and Single-Storey, Eighteenth Century Former Coach House. Proposed Development is to Convert the Buildings into 9 Apartments of Varying Sizes.",local-authority-eng:HAR,owned by a public authority,2012-08-02,,permissioned,full planning permission,POINT(0.082727 51.749708),44,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/44%20-%20Kingsmoor%20House%20and%20gardens.pdf,2017-11-10,brownfield-land/local-authority-eng/HAR/44
Pollard Hatch plus garages and adjacent land,yes,,2017-11-10,,0.44,20,20,Mixed development required,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.079468 51.755395),45,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/45%20-%20Pollard%20Hatch%20plus%20garages%20and%20adjacent%20land.pdf,2017-11-10,brownfield-land/local-authority-eng/HAR/45
Katherines Hatch,,,2017-11-13,,0.21,6,6,,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.070957 51.757793),46,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/46%20-%20Katherines%20Hatch.pdf,2017-11-13,brownfield-land/local-authority-eng/HAR/46
Service bays rear of The Stow,,,2017-11-13,,0.2,70,8,,local-authority-eng:HAR,mixed ownership,,,Not permissioned,,POINT(0.112617 51.775495),48,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/48%20-%20Service%20bays%20rear%20of%20The%20Stow.pdf,2017-11-13,brownfield-land/local-authority-eng/HAR/48
Garages east of 99-102 Greenhills,,,2017-11-10,,0.29,8,8,,local-authority-eng:HAR,owned by a public authority,,,Not permissioned,,POINT(0.102578 51.769722),52,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/52%20-%20Garages%20east%20of%2099-102%20Greenhills.pdf,2017-11-10,brownfield-land/local-authority-eng/HAR/52
