site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
7 Orange Street Bristol BS2 9HG,yes,,2017-12-19,,0.03,9,9,9 Dwellings,local-authority-eng:BST,,2012-03-08,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LOVMOHDN00U00,permissioned,full planning permission,POINT(-2.583605 51.460551),11/03042/R,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LOVMOHDN00U00,2017-12-19,brownfield-land/local-authority-eng/BST/11-03042-R
Former Depot Site Deans Mead Bristol BS11 0QX,yes,,2017-12-19,,0.19,5,5,5 Dwellings,local-authority-eng:BST,owned by a public authority,2015-09-10,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQK4ISDNL0K00,permissioned,full planning permission,POINT(-2.660111 51.499043),15/03305/F,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NQK4ISDNL0K00,2017-12-19,brownfield-land/local-authority-eng/BST/15-03305-F
Garages South Road Bedminster Bristol,yes,,2017-12-19,,0.04,5,5,5 Dwellings,local-authority-eng:BST,,2016-07-12,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O72EXCDNMDY00,permissioned,full planning permission,POINT(-2.604718 51.437591),16/02580/M,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O72EXCDNMDY00,2017-12-19,brownfield-land/local-authority-eng/BST/16-02580-M
Ashley Area Office 98-100 Grosvenor Road Bristol BS2 8YA,yes,,2017-12-19,,0.03,7,7,7 Dwellings,local-authority-eng:BST,,2011-03-03,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LB7SBSDN00C00,permissioned,full planning permission,POINT(-2.581778 51.464688),10/04771/F,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LB7SBSDN00C00,2017-12-19,brownfield-land/local-authority-eng/BST/10-04771-F
88 - 94 West Street Bedminster Bristol BS3 3LL,yes,,2017-12-19,,0.04,9,9,9 Dwellings,local-authority-eng:BST,,2014-03-06,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MWCUOJDNK8000,permissioned,full planning permission,POINT(-2.603951 51.437853),13/05307/F,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MWCUOJDNK8000,2017-12-19,brownfield-land/local-authority-eng/BST/13-05307-F
7 Constitution Hill Bristol BS8 1DG,yes,,2017-12-19,,0.05,5,5,5 Dwellings,local-authority-eng:BST,,2013-06-27,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MK84FDDN00C00,permissioned,full planning permission,POINT(-2.610402 51.45267),13/01308/F,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MK84FDDN00C00,2017-12-19,brownfield-land/local-authority-eng/BST/13-01308-F
Garages Rear Of Chapel Lane Lawrence Weston Bristol,yes,,2017-12-19,,0.2,5,5,5 Dwellings,local-authority-eng:BST,owned by a public authority,2015-09-10,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQK4HVDNL0I00,permissioned,full planning permission,POINT(-2.649434 51.504186),15/03304/F,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NQK4HVDNL0I00,2017-12-19,brownfield-land/local-authority-eng/BST/15-03304-F
47 And 49 Springfield Road Bristol BS6 5SW,yes,,2017-12-19,,0.06,8,8,8 Dwellings,local-authority-eng:BST,,2012-05-28,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=M1YH17DN0BG00,permissioned,full planning permission,POINT(-2.592652 51.465285),12/01554/F,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=M1YH17DN0BG00,2017-12-19,brownfield-land/local-authority-eng/BST/12-01554-F
6 Kingsdown Parade Bristol BS6 5UD,yes,,2017-12-19,,0.1,5,5,5 Dwellings,local-authority-eng:BST,,2015-07-24,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NNVLG8DNJIE00,permissioned,full planning permission,POINT(-2.597655 51.460711),15/02242/F,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNVLG8DNJIE00,2017-12-19,brownfield-land/local-authority-eng/BST/15-02242-F
Techouse 6 Marsh Street City Centre Bristol BS1 4BG,yes,,2017-12-19,,0.03,6,6,6 Dwellings,local-authority-eng:BST,,2012-05-30,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LMQHSRDNK8000,permissioned,full planning permission,POINT(-2.596457 51.45313),11/02423/F,http://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LMQHSRDNK8000,2017-12-19,brownfield-land/local-authority-eng/BST/11-02423-F
