site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"The Directors Arms PH, Borehamwood",yes,,2017-12-22,,0.33,26,26,Alt.ref: SADM - H1. Site allocated in local plan 2012-2027. Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEGM60IFME000,local-authority-eng:HER,not owned by a public authority,,,not permissioned,,POINT(-0.260945 51.649583),BR001,,2017-12-22,brownfield-land/local-authority-eng/HER/BR001
"Gasholder site, Station Road, Borehamwood",yes,,2017-12-22,,,78,78,"Alt.ref: SADM - H2. Planning app ref 16/1932/FUL. Application online. Redevelopment of the site to provide 1 x 4/5 storey and 1 x 4, 5 and 6 storey residential blocks comprising 30 x 1 bed flats and 48 x 2 bed flats (78 in total) together with associated car parking, cycle storage, landscaping, amenity space, refuse storage and access.",local-authority-eng:HER,not owned by a public authority,2017-02-03,,permissioned,full planning permission,POINT(-0.277777 51.652079),BR002,,2017-12-22,brownfield-land/local-authority-eng/HER/BR002
"Land South Of, Elstree And Borehamwood Station And, Adjacent To Coleridge Way And, Byron Avenue,, Borehamwood",yes,,2017-12-22,,2.3,43,43,"Alt.ref: SADM - H3. 14/1111/FUL. Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N8WVIYIF1W000. Development for 43 residential units (Class C3) with associated access, parking, amenity space and landscaping.",local-authority-eng:HER,not owned by a public authority,2014-11-28,,permissioned,full planning permission,POINT(-0.276914 51.649306),BR003,,2017-12-22,brownfield-land/local-authority-eng/HER/BR003
"Land at Bushey Hall Golf Club, Bushey",yes,,2017-12-22,,1.61,31,31,"Alt.ref: SADM - H4. 16/1579/FUL GRANTED. Application online: https://www6.hertsmere.gov.uk/online-applications/simpleSearchResults.do?action=firstPage. Demolition of existing Clubhouse, former print works, ProShop and maintenance buildings. Erection of a new single storey Golf Clubhouse with associated basement facilities and retention of the existing golf club car park, accessed off Bushey Hall Drive. Erection of a part two, part 3 storey with roof level accommodation residential building comprising 31 self-contained residential units (6 x 1 bed, 19 x 2 bed and 6 x 3 bed) with underground car parking, relocated access off Bushey Hall Drive, with associated refuse and cycle stores, landscaping and communal and private amenity space. (Amended plans received 02/11/16)",local-authority-eng:HER,not owned by a public authority,2017-11-07,,permissioned,full planning permission,POINT(-0.375627 51.655344),BR004,,2017-12-22,brownfield-land/local-authority-eng/HER/BR004
"Land At Rossway Industrial Estate,, Rossway Drive, Bushey",yes,,2017-12-22,,0.27,82,82,"Alt.ref: SADM - H5. COMMENCED (14/0727/FUL). Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N5IBFLIF00P00. Change of use from car breakers yard (sui generis) to residential development (C3) comprising: demolition of existing 5300m² GIA industrial buildings and erection of 82 residential dwellings, parking, open space and underground infrastructure. Private Dwellings: 33 x 3 bedroom houses; 24 x 4 bedroom houses; 9 x 5 bedroom houses. Affordable Dwellings: 7 x 2 bedrooms (flats); 7 x 3 bedrooms; 2 x 4 bedrooms.",local-authority-eng:HER,not owned by a public authority,2014-11-28,,permissioned,full planning permission,POINT(-0.346046 51.648646),BR005,,2017-12-22,brownfield-land/local-authority-eng/HER/BR005
"Land at Hertswood (Upper) School, Thrift Farm Lane, Borehamwood",yes,,2017-12-22,,0.19,301,301,"Alt.ref: SADM - H6. GRANTED 14/1767/FUL. Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NEKN3WIF1W000. Demolition of existing school buildings (Use Class D1), Ark Theatre (Use Class Sui Generis) and 2 residential dwellings (Use Class C3) and erection of 301 residential units comprising 68 x 3 bed houses, 81 x 4 bed houses, 39 x 1 bed flats and 113 x 2 bed flats with new vehicular access, open space, parking and landscaping. (Amended Plans received 15/07/2015 and 16/07/2015)",local-authority-eng:HER,not owned by a public authority,2016-11-09,,permissioned,full planning permission,POINT(-0.26504 51.662341),BR006,,2017-12-22,brownfield-land/local-authority-eng/HER/BR006
"Land At Lincolnsfield, Off, Bushey Hall Drive, Bushey, WD23 2ES",yes,,2017-12-22,,0.42,23,23,"Alt.ref: SADM - H7. NOT STARTED (14/2078/FUL). Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NGTQRXIF1W000. Demolition of buildings to South of Lincolnsfield Centre and redevelopment for 23 residential dwellings including improvements to the existing internal roads, associated vehicular parking and landscaped areas Private: 4x2bed; 3x3bed; 11x4bed;5x5bed. Affordable: 2x2bed; 3x3bed; 2x4bed.",local-authority-eng:HER,not owned by a public authority,2015-08-04,,permissioned,full planning permission,POINT(-0.371521 51.658578),BR007,,2017-12-22,brownfield-land/local-authority-eng/HER/BR007
"Europcar House, Aldenham Road, Bushey, WD23 2QQ",yes,,2017-12-22,,0.29,40,40,Alt.ref: SADM - H8. NOT STARTED (15/2180/PD56). Application online: https://www6.hertsmere.gov.uk/online-applications/simpleSearchResults.do?action=firstPage. Change of use from office (B1a) to 40 residential units (C3).,local-authority-eng:HER,not owned by a public authority,2016-02-05,,permissioned,other,POINT(-0.379752 51.648729),BR008,,2017-12-22,brownfield-land/local-authority-eng/HER/BR008
"Birchville Court and adjacent haulage depot, Heathbourne Road, Bushey Heath, WD23 1PB",yes,,2017-12-22,,0.61,17,17,Alt.ref: SADM - H9. NOT STARTED (14/1763/FUL). Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NEK9DHIF1W000,local-authority-eng:HER,not owned by a public authority,2015-07-23,,permissioned,full planning permission,POINT(-0.333321 51.634222),BR009,,2017-12-22,brownfield-land/local-authority-eng/HER/BR009
"Elton House, Bushey Hall Road, Bushey, WD23 2HJ",yes,,2017-12-22,,0.49,102,102,"Alt.ref: SADM - H10. NOT STARTED (15/1972/FUL). Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NXK2J9IFHY700. Demolition of existing office building and erection of a 5 storey, 102 bedroom care home with associated landscaping and car parking.",local-authority-eng:HER,not owned by a public authority,2016-02-22,,permissioned,full planning permission,POINT(-0.362658 51.665001),BR010,,2017-12-22,brownfield-land/local-authority-eng/HER/BR010
