site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Landata House, Station Road, Hook",yes,,2017-12-22,,0.55,78,78,Redevelopment of the site to provide 78 residential flats,local-authority-eng:HAT,not owned by a public authority,2016-03-23,,permissioned,full planning permission,POINT(-0.961103 51.278094),15/01603/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/15-01603-FUL
"Bartley House, Station Road, Hook",yes,,2018-12-20,,0.6,102,102,Change of use from B1(a) to C3,local-authority-eng:HAT,not owned by a public authority,2016-05-31,,permissioned,full planning permission,POINT(-0.96069 51.277317),16/03378/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/16-03378-FUL
"Providence House, 2 Bartley Way, Hook",yes,,2018-12-20,,1.69,109,109,78 dwellings completed at 1 April 2018. Change of use from B1 to C3,local-authority-eng:HAT,not owned by a public authority,2016-05-24,,permissioned,other,POINT(-0.917354 51.28749),16/00883/PRIOR 17/02465/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/16-00883-PRIOR-17-02465-FUL
"Winchfield Lodge, Old Potbridge Road",yes,,2017-12-22,,0.98,16,16,Conversion from B1 (office) to 4 residential dwellings plus the erection of 12 additional dwellings,local-authority-eng:HAT,not owned by a public authority,2013-12-03,,permissioned,full planning permission,POINT(-0.917354 51.28749),13/00720/MAJOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/13-00720-MAJOR
"Lamb Hotel, High Street, Hartley Wintney",yes,,2017-12-22,,0.25,11,11,"Conversion and extension of existing hotel buildings to form offices, retail unit, one 2-bedroom flat, one 4-bedroom house and one 3-bedroom house and the erection of one 3-bedroom house, six 2-bedroom houses and one 1-bedroom flat",local-authority-eng:HAT,not owned by a public authority,2013-09-23,,permissioned,full planning permission,POINT(-0.899212 51.307383),13/01215/MAJOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/13-01215-MAJOR
"Rose Court, Rye Common Lane",yes,,2017-12-22,,0.3,14,14,"Demolition of office building, car parking and hard standing and erection of new building to create 14 x 2 bed apartments",local-authority-eng:HAT,not owned by a public authority,2015-09-10,,permissioned,full planning permission,POINT(-0.878382 51.246721),15/01083/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/15-01083-FUL
"Land rear of 102-108 Fleet Road, Fleet",yes,,2017-12-22,,0.09,12,12,Demolition of existing storage buildings and erection of a single block containing 10 x 1-bed & 2 x 2-bed residential flats,local-authority-eng:HAT,not owned by a public authority,2015-07-01,,permissioned,reserved matters approval,POINT(-0.840724 51.2828),15/00276/REM,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/15-00276-REM
"Pioneer House, Unit 2 Fleetwood Park, Barley Way, Fleet",yes,,2017-12-22,,0.48,33,33,Conversion of the building into 33 residential units,local-authority-eng:HAT,not owned by a public authority,2015-10-14,,permissioned,full planning permission,POINT(-0.831667 51.298456),15/01540/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/15-01540-FUL
"Oak House, Harvest Crescent, Fleet",yes,,2017-12-22,,0.61,14,14,To create 14 new flats on the second floor of Oak House,local-authority-eng:HAT,not owned by a public authority,2016-11-14,,permissioned,full planning permission,POINT(-0.82585 51.298164),16/01441/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/16-01441-FUL
"Oak House, Harvest Crescent, Fleet",yes,,2017-12-22,,0.61,31,31,Change of use from offices (Class B1a) to form 31 apartments,local-authority-eng:HAT,not owned by a public authority,2016-07-26,,permissioned,other,POINT(-0.82585 51.298164),16/01445/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/16-01445-PRIOR
"White Hart House, London Road, Hook",yes,,2017-12-22,,0.16,18,18,Change of use from B1(a) to 18 dwellings,local-authority-eng:HAT,not owned by a public authority,2017-01-19,,permissioned,other,POINT(-0.777384 51.331569),16/03072/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/16-03072-PRIOR
"White Hart House, London Road",yes,,2017-12-22,,0.16,5,5,Construction of 5 apartments,local-authority-eng:HAT,not owned by a public authority,2017-09-07,,permissioned,full planning permission,POINT(-0.777384 51.331569),17/00530/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/17-00530-FUL
"Land to the rear of Acorn House, Elms Road, Hook",yes,,2017-12-22,,0.18,5,5,Erection of 5 dwellings,local-authority-eng:HAT,not owned by a public authority,2017-08-18,,permissioned,full planning permission,POINT(-0.962391 51.283276),17/01111/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/17-01111-FUL
"Fleet Autos, St James Road, Fleet",yes,,2017-12-22,,0.05,5,5,"Residential development to provide five residential units, comprising 1 studio unit, 3 one bed houses and 1 two-bed house",local-authority-eng:HAT,not owned by a public authority,2015-07-06,,permissioned,full planning permission,POINT(-0.845712 51.277732),15/00230/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22,brownfield-land/local-authority-eng/HAT/15-00230-FUL
