site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"14 Bath Road And Land To Rear Of 12-24 Bath Road, Old Town",yes,,2019-12-15,,0.13,12,12,,local-authority-eng:SWD,,2015-02-03,,permissioned,full planning permission,POINT(-1.778704 51.55303),18HMR005,,,brownfield-land/local-authority-eng/SWD/18HMR005
"Abbey Stadium, Lady Lane, Swindon (Residual)",yes,,2019-12-15,,6.4,171,171,,local-authority-eng:SWD,,2015-04-02,,permissioned,outline planning permission,POINT(-1.791156 51.606531),18HMR006,,,brownfield-land/local-authority-eng/SWD/18HMR006
"Land At Lady Lane, Swindon",yes,,2019-12-15,,2.2,52,52,,local-authority-eng:SWD,,2015-07-07,,permissioned,outline planning permission,POINT(-1.79315 51.609397),18HMR007,,,brownfield-land/local-authority-eng/SWD/18HMR007
"Land At Clevedon House, 29 Woodland View, Wroughton",yes,,2019-12-15,,0.6,10,10,,local-authority-eng:SWD,,2015-08-04,,permissioned,outline planning permission,POINT(-1.786437 51.536253),18HMR010,,,brownfield-land/local-authority-eng/SWD/18HMR010
"Land At Nursery Close, Wroughton, Swindon",yes,,2019-12-15,,0.08,5,5,,local-authority-eng:SWD,,2015-11-26,,permissioned,full planning permission,POINT(-1.793776 51.522148),18HMR012,,,brownfield-land/local-authority-eng/SWD/18HMR012
"Abbey Farm Site, Swindon",yes,,2019-12-15,,23.6,350,350,,local-authority-eng:SWD,,2016-02-16,,permissioned,reserved matters approval,POINT(-1.800982 51.609254),18HMR014,,,brownfield-land/local-authority-eng/SWD/18HMR014
"3-5 Lagos Street, Swindon, SN1 2BU",yes,,2019-12-15,,0.12,8,8,,local-authority-eng:SWD,,2016-11-03,,permissioned,full planning permission,POINT(-1.780443 51.564704),18HMR015,,,brownfield-land/local-authority-eng/SWD/18HMR015
44 Victoria Road Old Town Swindon SN1 3AY,yes,,2019-12-15,,0.01,5,5,,local-authority-eng:SWD,,2017-09-12,,permissioned,full planning permission,POINT(-1.778178 51.556112),18HMR016,,,brownfield-land/local-authority-eng/SWD/18HMR016
"Abbeymeads Medical Practice, Elstree Way, Abbey Meads, Swindon",yes,,2019-12-15,,0.19,7,7,,local-authority-eng:SWD,,2016-06-21,,permissioned,full planning permission,POINT(-1.79342 51.597808),18HMR019,,,brownfield-land/local-authority-eng/SWD/18HMR019
"The Quadrant, Stonehill Green, Swindon",yes,,2019-12-15,,0.62,100,100,,local-authority-eng:SWD,,2016-03-11,,permissioned,full planning permission,POINT(-1.819241 51.562092),18HMR023,,,brownfield-land/local-authority-eng/SWD/18HMR023
"Minerva House, Delta 800, Welton Road, Westlea, Swindon",yes,,2019-12-15,,0.42,38,38,,local-authority-eng:SWD,,2016-06-02,,permissioned,other,POINT(-1.816581 51.559986),18HMR024,,,brownfield-land/local-authority-eng/SWD/18HMR024
"Land At Abbey Farm, Tadpole Lane Blunsdon St. Andrew Swindon",yes,,2019-12-15,,0.076,6,6,,local-authority-eng:SWD,,2018-01-10,,permissioned,full planning permission,POINT(-1.800472 51.60946),18HMR025,,,brownfield-land/local-authority-eng/SWD/18HMR025
"Former Hertz Rent A Car, Hyde Road, Stratton St Margaret, Swindon",yes,,2019-12-15,,0.23,12,12,,local-authority-eng:SWD,,2013-12-18,,permissioned,outline planning permission,POINT(-1.756112 51.588008),18HMR027,,,brownfield-land/local-authority-eng/SWD/18HMR027
South Marston Hotel And Spa Old Vicarage Lane South Marston Swindon SN3 4SH,yes,,2019-12-15,,2.49,70,70,,local-authority-eng:SWD,,2017-10-27,,permissioned,full planning permission,POINT(-1.719676 51.587405),18HMR029,,,brownfield-land/local-authority-eng/SWD/18HMR029
"Former Woolworth Distribution Centre, Faraday Road, Dorcan, SN3 5HH Now known as Ignition Park",yes,,2019-12-15,,9.31,165,165,,local-authority-eng:SWD,,2016-02-22,,permissioned,outline planning permission,POINT(-1.726309 51.557048),18HMR030,,,brownfield-land/local-authority-eng/SWD/18HMR030
"Land To The Rear Of 89, 91 & 93 Ermin Street, Blunsdon, Swindon, SN26 8AA",yes,,2019-12-15,,0.62,14,14,,local-authority-eng:SWD,,2017-12-12,,permissioned,full planning permission,POINT(-1.794441 51.611763),18HMR033,,,brownfield-land/local-authority-eng/SWD/18HMR033
"28 & 29 Newport Street, Old Town, Swindon",yes,,2019-12-15,,0.02,6,6,,local-authority-eng:SWD,,2016-05-06,,permissioned,full planning permission,POINT(-1.775882 51.550054),18HMR038,,,brownfield-land/local-authority-eng/SWD/18HMR038
