site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Elms Field & The Paddocks, Elms Rd, Wokingham",yes,,2020-08-08,,6.65,126,126,Full application for the erection of mixed use development for Town Centre uses and 126 residential units,local-authority-eng:WOK,not owned by a public authority,2016-03-30,,permissioned,full planning permission,POINT(-0.837814 51.409471),BR024,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2017-08-18,brownfield-land/local-authority-eng/WOK/BR024
Nigra Building Mulberry Business Park Fishponds Road RG41 2GY,yes,,2020-08-08,,0.55,42,42,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 42no residential apartments (Use Class C3).,local-authority-eng:WOK,not owned by a public authority,2016-07-20,,permissioned,full planning permission,POINT(-0.848241 51.403045),BR063,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2017-08-18,brownfield-land/local-authority-eng/WOK/BR063
Nigra Building (Roof Space) Mulberry Business Park Fishponds Road Wokingham RG41 2GY .,yes,,2020-08-08,,0.62,14,14,Full application for the proposed raising of roof height to create a new second floor extension to create 9no self contained residential apartments including a communal garden and upgraded cycle storage and refuse facilities.,local-authority-eng:WOK,not owned by a public authority,2017-02-27,,permissioned,full planning permission,POINT(-0.848269 51.403081),BR069,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2017-11-29,brownfield-land/local-authority-eng/WOK/BR069
Rosa Building Mulberry Business Park Fishponds Wokingham Berkshire RG41 2GY,yes,,2020-08-08,,0.4,34,34,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 33no residential apartments (Use Class C3).,local-authority-eng:WOK,not owned by a public authority,2019-07-10,,permissioned,full planning permission,POINT(-0.85012 51.402659),BR076,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2017-08-18,brownfield-land/local-authority-eng/WOK/BR076
Ilex House Fishponds Road Wokingham Berkshire RG41 2GY,yes,,2020-08-08,,0.51,57,57,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 45no residential apartments (Use Class C3).,local-authority-eng:WOK,not owned by a public authority,2019-09-03,,permissioned,full planning permission,POINT(-0.849743 51.402197),BR077,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2017-08-18,brownfield-land/local-authority-eng/WOK/BR077
"North Wokingham - Matthewsgreen Farm, Phase 3",yes,,2020-08-08,,5.36,74,74,Reserved Matters application pursuant to Outline planning consent O/2014/2242 for 74 dwellings,local-authority-eng:WOK,not owned by a public authority,2017-07-17,,permissioned,reserved matters approval,POINT(-0.846177 51.425649),BR104,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2017-08-18,brownfield-land/local-authority-eng/WOK/BR104
"Land At The Manor, Brookers Hill Shinfield Reading RG2 9BX",yes,,2020-08-08,,4.46,126,126,"Reserved Matters application pursuant to planning consent VAR/2013/0602 for a development of 126 dwellings, a sports pavilion, public open space, landscaping and associated works. This application comprises details of appearance, landscaping, layout and s cale.",local-authority-eng:WOK,not owned by a public authority,2017-06-30,,permissioned,reserved matters approval,POINT(-0.951463 51.409931),BR175,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2017-08-18,brownfield-land/local-authority-eng/WOK/BR175
"Land At, Arborfield Garrison Biggs Lane Arborfield - (Parcel Q)",yes,,2020-08-08,,2.58,114,114,Application for the Reserved Matters for the erection of 114 dwellings,local-authority-eng:WOK,not owned by a public authority,2018-01-22,,permissioned,reserved matters approval,POINT(-0.898358 51.378475),BR192,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2018-04-01,brownfield-land/local-authority-eng/WOK/BR192
"Land At, Arborfield Garrison Biggs Lane Arborfield -Parcel U2",yes,,2020-08-08,,2.81,79,79,Application for approval of Reserved Matters pursuant to Outline Planning Consent O/2014/2280 for 79 dwellings,local-authority-eng:WOK,not owned by a public authority,2017-08-09,,permissioned,reserved matters approval,POINT(-0.891594 51.386028),BR193,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2018-04-01,brownfield-land/local-authority-eng/WOK/BR193
"Land At, Arborfield Garrison Biggs Lane Arborfield - Parcel H, I and J",yes,,2020-08-08,,8.98,179,179,Reserved Matters application pursuant to Outline Planning Consent O/2014/2280 for the erection of 179 dwellings,local-authority-eng:WOK,not owned by a public authority,2017-07-25,,permissioned,reserved matters approval,POINT(-0.901872 51.378122),BR194,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,2018-04-01,brownfield-land/local-authority-eng/WOK/BR194
