name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
SHLAA Site 3,"Exwick Middle School, Higher Exwick Hill, Exeter",,,2016-07-14,,1.24,47,47,See constraints column for further information.,local-authority-eng:EXE,owned by a public authority,,,Not permissioned,,,SHLAA Site 3,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-3
SHLAA Site 5,"Foxhayes School, Gloucester Road, Exeter",,,2016-07-14,,0.76,10,10,"See constraints column for further information. Part of the site is required for community use, giving a net site area is approx 0.5 ha.",local-authority-eng:EXE,owned by a public authority,,,Not permissioned,,,SHLAA Site 5,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-5
SHLAA Site 14,"8 and 10 Church Road, Alphington, Exeter",,,2016-07-14,,0.14,,,See planning history and constraints columns for further information,local-authority-eng:EXE,not owned by a public authority,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=59870,permissioned,,,SHLAA Site 14,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-14
SHLAA Site 101,"Middlemoor HQ Site A, Greenwood Drive, Exeter",,,2016-07-14,,0.99,34,34,See planning history and constraints columns for further information,local-authority-eng:EXE,owned by a public authority,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=67136,permissioned,,,SHLAA Site 101,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-101
SHLAA Site 102,"Middlemoor HQ Site B, Alderson Drive, Exeter",,,2016-07-14,,1.56,49,49,See planning history and constraints columns for further information,local-authority-eng:EXE,owned by a public authority,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=67136,permissioned,,,SHLAA Site 102,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-102
SHLAA Site 111,"Eagle Yard, Tudor Street",,,2016-07-14,,0.1,10,10,See planning history and constraints columns for further information. Consent relates to purpose built student accommodation.,local-authority-eng:EXE,not owned by a public authority,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=69380,permissioned,,,SHLAA Site 111,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-111
SHLAA Site 118,"Brewers Court, Frickers Yard, Willeys Avenue, Exeter",,,2016-07-14,,0.12,5,5,See planning history and constraints columns for further information,local-authority-eng:EXE,not owned by a public authority,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=70955;http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=72173,permissioned,,,SHLAA Site 118,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-118
SHLAA Site 124,"23 Cathedral Yard and 55-56 High Street, Exeter",,,2016-07-14,,0.04,4,4,See planning history and constraints columns for further information,local-authority-eng:EXE,not owned by a public authority,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=70666,permissioned,,,SHLAA Site 124,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-124
SHLAA Site 131,"91-97 Wonford Street, Exeter",,,2016-07-14,,0.08,,,See constraints column for further information. Part of site is not in public ownership.,local-authority-eng:EXE,owned by a public authority,,"https://exeter.gov.uk/media/1671/shlaa-appendix-4-sites-without-pp-part-3-revised-2015.pdf,pages367-370",Not permissioned,,,SHLAA Site 131,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-131
SHLAA Site 336,"102-104 Fore Street, Exeter",,,2016-07-14,,0.07,7,7,See planning history and constraints columns for further information,local-authority-eng:EXE,not owned by a public authority,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=62308,permissioned,,,SHLAA Site 336,,2016-07-14,/brownfield-land/local-authority-eng/EXE/SHLAA-Site-336
