site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Ground, First and Second Floor, 328-330 High Road, Wembley, HA9 6AZ",,,2018-12-14,,0.03,6,227,,local-authority-eng:BEN,not owned by a public authority,,,not permissioned,,POINT(-0.287414 51.55366),BR00003,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00003
"Heron House, 109-115 Wembley Hill Road, Wembley, HA9 8DA",yes,,2018-12-14,,0.15,40,5,"Demolition of the existing office building (Heron House) and the construction of a new four to seven storey mixed use building comprising 829sqm of commercial office space on the ground floor (Use class B1a), 40 self-contained flats (23 x 1bed, 7 x 2bed and 10 x 3bed) on the upper floors, a basement level for car and cycle parking, bin stores and associated landscaping and amenity space",local-authority-eng:BEN,not owned by a public authority,2018-05-24,https://pa.brent.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=DCAPR_82783&activeTab=summary&previousCaseNumber=05%2F2106&keyVal=PROPLPI_202147784_1,permissioned,full planning permission,POINT(-0.287561 51.557265),BR00004,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00004
"Stonebridge Primary School Annexe, Twybridge Way, London, NW10 0ST",yes,,2017-12-15,,0.6,55,12,"Outline planning permission for the demolition of the Former Day Centre and erection of up to 55 units comprising of 15 x houses up to 3-storeys in height (use class C3), one apartment block comprising 5 x 1bed and 7x 2bed flats up to 5-storeys in height (use class C3) and one apartment block comprising 28x 1bed flats up to 5-storeys in height with an element of care (use class C3b) and a new one-way access loop road and on-street parking bays with all matters reserved (as amended)",local-authority-eng:BEN,owned by a public authority,2016-06-07,https://pa.brent.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_202085054_1,permissioned,full planning permission,POINT(-0.266283 51.542723),BR00005,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00005
"1 Olympic Way, Wembley, HA9 0NP",yes,,2018-12-14,,0.54,227,5,Prior approval for change of use of floors 1-7 and 9-12 from offices (Use class B1) into residential (Use class C3) involving the creation of 68 one-bed flats and 159 studio flats,local-authority-eng:BEN,,2017-12-19,https://pa.brent.gov.uk/online-applications/applicationDetails.do?previousCaseType=Property&previousKeyVal=PROPLPI_202060644_1&activeTab=summary&previousCaseUprn=202060644&previousCaseNumber=PROPLPI_202060644_1&keyVal=DCAPR_128190|https://pa.brent.gov.uk/online-applications/applicationDetails.do?previousCaseType=Property&previousKeyVal=PROPLPI_202060644_1&activeTab=summary&previousCaseUprn=202060644&previousCaseNumber=PROPLPI_202060644_1&keyVal=DCAPR_136864,permissioned,full planning permission,POINT(-0.278971 51.561992),BR00006,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00006
"13, Christchurch Avenue, NW6 7QP",yes,,2018-12-14,,0.041,1,1,Conversion of 3 garages into a detached single storey family dwellinghouse in the rear garden,local-authority-eng:BEN,,2018-07-05,https://pa.brent.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_136622,permissioned,full planning permission,POINT(-0.206306 51.545938),BR00007,,2018-12-14,brownfield-land/local-authority-eng/BEN/BR00007
"Olympic Office Centre, 8 Fulton Road, Wembley, HA9 0NU",yes,,2018-12-14,,0.75,253,5,,local-authority-eng:BEN,,,,not permissioned,,POINT(-0.279098 51.55931),BR00008,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00008
"205, 205A, 205B and Church Road car park and Building rear of 189-203 Church Road, London, NW10 9EP",,,2017-12-15,,0.3,34,5,Demolition of 205 Church Road and proposal of new market square to replace Eric Road. Demolition of 3 storey building to the rear of 203 Church Road and proposal of 34 residential dwellings and ground floor non-residential space (class A1/A3/B1/D1).,local-authority-eng:BEN,not owned by a public authority,2017-02-10,https://pa.brent.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_202114352_1,permissioned,full planning permission,POINT(-0.249061 51.548262),BR00009,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00009
"Wembley Point, 1 Harrow Road, Wembley, HA9 6DE",yes,,2018-12-12,,0.92,382,5,Change of use floors 2nd to 20th (excluding part of 6th and 8th floors) and part of 21st floor from office (Use class B1a) to residential (Use class C3) involving the creation of 382 x studios,local-authority-eng:BEN,not owned by a public authority,2017-01-11,https://pa.brent.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_202152983_1,permissioned,full planning permission,POINT(-0.274157 51.544644),BR00010,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00010
"Land rear of 234-240, Princes Avenue, London, NW9 9QU",yes,,2018-12-12,,0.11,6,5,"Erection of six family dwelling houses including the provision of new access from Princes Close, associated landscaping, car parking spaces, waste and cycle storage",local-authority-eng:BEN,,2018-09-14,https://pa.brent.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_139700,permissioned,full planning permission,POINT(-0.280717 51.589295),BR00011,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00011
"Oman Avenue Garages, Oman Avenue, London",yes,,2017-12-15,,0.42,7,5,"Demolition of existing garages and redevelopment to provide 4 x 2 bedroom bungalows and a 3 storey building adjacent to Midlothian House comprising 3 x 2 bedroom flats, with associated car parking, cycle storage, refuse storage, amenity space and landscaping",local-authority-eng:BEN,,2017-03-30,https://pa.brent.gov.uk/online-applications/applicationDetails.do?previousCaseType=Property&previousKeyVal=PROPLPI_202023029_1&activeTab=summary&previousCaseUprn=202023029&previousCaseNumber=PROPLPI_202023029_1&keyVal=DCAPR_132473,permissioned,full planning permission,POINT(-0.227657 51.555848),BR00012,https://maps.london.gov.uk/brownfield-site-register,2017-12-15,brownfield-land/local-authority-eng/BEN/BR00012
