site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Land rear of 14 to 20 Weymouth Avenue, Parr, WA9 3QY",yes,,2018-12-21,,0.36,14,14,"This is a cleared former housing site which now benefits from full planning consent (Ref: P/2016/0923/FUL) and includes BR002 and BR003.. Residential development consisting of 52 no. dwelling houses, landscaping and related infrastructure.",local-authority-eng:SHN,owned by a public authority,2017-10-06,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJD500DT028,permissioned,full planning permission,POINT(-2.69793 53.443104),BR001,https://www.sthelens.gov.uk/media/7238/br001.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR001
"Land between 8 & 34 Portland Way and 161 & 123 Berry's Lane, Parr, WA9 3QZ",yes,,2018-12-21,,0.28,11,11,"This is a cleared former housing site which now benefits from full planning consent (Ref: P/2016/0923/FUL) and includes BR001 and BR003.. Residential development consisting of 52 no. dwelling houses, landscaping and related infrastructure.",local-authority-eng:SHN,owned by a public authority,2017-10-06,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJDP00DT02T,permissioned,full planning permission,POINT(-2.698849 53.443143),BR002,https://www.sthelens.gov.uk/media/7239/br002.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR002
"Land between Weymouth Avenue & Berry's Lane, Parr, WA9 3QT",yes,,2018-12-21,,0.52,18,18,"This is a cleared former housing site which now benefits from full planning consent (Ref: P/2016/0923/FUL) and includes BR001 and BR002.. Residential development consisting of 52 no. dwelling houses, landscaping and related infrastructure.",local-authority-eng:SHN,not owned by a public authority,2017-10-06,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJDP00DT02T,permissioned,full planning permission,POINT(-2.696751 53.443767),BR003,https://www.sthelens.gov.uk/media/7241/br003.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR003
"Land at Park Road, St. Helens, WA9 1ER",yes,,2018-12-21,,0.78,28,28,"This is a cleared former housing site. Now part of the site benefits from planning consent (ref: P/2017/0672/FUL).. Erection of 26no. Dwellings incorporating 20 x 2 bed houses and 6 x 1 bed apartments, with associated car parking, landscaping and alterations to the existing pedestrian footway.",local-authority-eng:SHN,mixed ownership,2017-12-04,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOILI00DT01S,permissioned,full planning permission,POINT(-2.714808 53.45664),BR004,https://www.sthelens.gov.uk/media/7240/br004.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR004
"Moss Nook Urban Village, Watery Lane, St. Helens, WA9 3EN",yes,,2017-12-19,,26.74,802,802,"Site is identified as an urban village site in the St. Helens Core Strategy.. Demolition of existing buildings, provision of sports and recreational facilities, access roads and associated infrastructure and engineering works, open space, and erection of new residential and retail development on this site.",local-authority-eng:SHN,mixed ownership,2017-05-22,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJDU00DT028,permissioned,outline planning permission,POINT(-2.708953 53.443291),BR005,https://www.sthelens.gov.uk/media/7243/br005.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR005
"Land at junction of Sunbury Street and Fir Street, Thatto Heath, WA10 3RL",yes,,2017-12-19,,0.82,32,32,This cleared former housing site has an expired planning permission on the northern parcel. There are no policy or known physical constraints that would make the site unsuitable for housing.,local-authority-eng:SHN,not owned by a public authority,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJD600DT00H,not permissioned,,POINT(-2.761826 53.437329),BR006,https://www.sthelens.gov.uk/media/7244/br006.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR006
"Land rear of Carnegie Crescent and Goodban Street, Parr, WA9 3LX",yes,,2017-12-19,,0.26,7,7,This cleared former garage site is in Helena Homes ownership who has indicated that they still intend to develop it.,local-authority-eng:SHN,not owned by a public authority,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJD600DT00U,not permissioned,,POINT(-2.702989 53.438616),BR007,https://www.sthelens.gov.uk/media/7242/br007.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR007
"Land at Somerset Street and Sussex Grove, Parr, WA9 1QN",yes,,2017-12-19,,2.21,66,66,There are no known legal or ownership issues and the site is considered to be available immediately.,local-authority-eng:SHN,not owned by a public authority,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJER00DT00X,not permissioned,,POINT(-2.715549 53.448788),BR008,https://www.sthelens.gov.uk/media/7245/br008.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR008
"Land at corner of Fairclough Street and Wargrave Road, Earleston, WA12 9QU",yes,,2017-12-19,,0.41,14,14,This cleared site is subject to some issues with land ownership but this is trying to be addressed with the land registry.,local-authority-eng:SHN,mixed ownership,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOITQ00DT01K,not permissioned,,POINT(-2.636414 53.452193),BR009,https://www.sthelens.gov.uk/media/7246/br009.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR009
"Liverpool Arms and Former Sacred Heart RC Church and School, Borough Road, St. Helens, WA10 3SX",yes,,2017-12-19,,0.83,29,29,This is a part cleared and derelict site with an expired planning permission for apartments.,local-authority-eng:SHN,mixed ownership,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOI3N00DT00R,not permissioned,,POINT(-2.746234 53.450362),BR010,https://www.sthelens.gov.uk/media/7247/br010.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR010
"Former Sutton Arms PH, Elephant Lane, Thatto Heath, WA9 5HH",yes,,2017-12-19,,0.35,18,18,"Former Public House that was demolished following a fire, previously benefitted from planning permission.",local-authority-eng:SHN,not owned by a public authority,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOI9P00DT00G,not permissioned,,POINT(-2.743583 53.432204),BR011,https://www.sthelens.gov.uk/media/7248/br011.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR011
"Land & Premises at Lords Fold, Rainford, St. Helens, WA11 8HN",yes,,2018-11-27,,2.01,45,45,"Partly vacant employment site with current developer interest in site.. Outline application for residential development, all matters reserved except for access, including junction improvements at Lords Fold / Ormskirk Road.",local-authority-eng:SHN,not owned by a public authority,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJ3O00DT02K,pending decision,outline planning permission,POINT(-2.796704 53.507222),BR012,https://www.sthelens.gov.uk/media/7249/br012.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR012
"Land north of Elton Head Road, Thatto Heath, WA9 5GN",yes,,2017-12-19,,7.31,219,219,No longer economically viable employment site with a planning application for housing on a larger site incorporating greenfield land in the process of being prepared.,local-authority-eng:SHN,mixed ownership,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJDB00DT025,not permissioned,,POINT(-2.74311 53.430984),BR013,https://www.sthelens.gov.uk/media/7250/br013.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR013
"Former Central Works, Church Road, Haydock, WA11 0GT",yes,,2017-12-19,,1.81,48,48,This site is a cleared former industrial site which has previously benefitted from planning permission for residential development.,local-authority-eng:SHN,not owned by a public authority,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJDH00DT03C,not permissioned,,POINT(-2.664322 53.464077),BR014,https://www.sthelens.gov.uk/media/7251/br014.pdf,2017-12-19,brownfield-land/local-authority-eng/SHN/BR014
