site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Rolls Royce, Watnall Road, Hucknall",,,2017-07-28,,31.09,517,517,Outline planning consent for 900 dwellings. Reserved Matters consent on part of the site.. Outline pp for residential development (V/2013/0123),local-authority-eng:ASH,not owned by a public authority,2014-11-14,,permissioned,outline planning permission,POINT(-1.225241 53.017905),BFR1,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR1
"Factory site on Bolsover Street, Hucknall",yes,,2017-07-28,,0.22,16,16,Future development will need to consider: A flood risk assessment reflecting greenfield runoff rates anticipated; Desktop survey and potential further investigations if contamination is suspected; A noise impact assessment (in relation to the neighbouring factory); suitable relocation of existing businesses on the site and that the building is a local heritage site. Site can accommodate up to 16 dwellings. Conversion of red brick factory building (on Local Heritage List).,local-authority-eng:ASH,not owned by a public authority,,,not permissioned,,POINT(-1.198469 53.036501),BFR3,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR3
"Land at Daniels Way, Hucknall",yes,,2017-07-28,,1.1,50,50,The site has planning permission subject to conditions. Outline planning permission for 50 dwellings,local-authority-eng:ASH,not owned by a public authority,2015-07-17,,permissioned,outline planning permission,POINT(-1.218531 53.025326),BFR4,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR4
"8a Annesley Road, Hucknall",yes,,2017-07-28,,0.03,9,9,The site has planning permission subject to conditions. Full Planning permission for the conversion into 9 apartments,local-authority-eng:ASH,not owned by a public authority,2016-05-19,,permissioned,full planning permission,POINT(-1.205545 53.04),BFR7,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR7
"Land at Priestsic Road/Northern View, Sutton in Ashfield",yes,,2017-07-28,,0.53,24,24,Potential allocated site in the emerging Local Plan SKA3f. Requirement in relation to the Brownfield site will include Mitigation measures required in relation to any surface water issues; Desktop survey and potential further investigations if contamination is suspected.. Potential for residential development 24 dwellings,local-authority-eng:ASH,not owned by a public authority,,,not permissioned,,POINT(-1.260627 53.129766),BFR8,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR8
"Davies Avenue, Sutton in Ashfield",yes,,2017-07-28,,0.6,19,19,Potential allocated site in the emerging Local Plan SKA3r. Mitigation measures required in relation to any surface water issues. Southern part of the site anticipated to be affordable housing.. Potential for residential development 19 dwellings. Affordable housing to the southern part of the site.,local-authority-eng:ASH,owned by a public authority,,,not permissioned,,POINT(-1.265287 53.131421),BFR9,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR9
"Land at 57 Stoneyford Road, Sutton in Ashfield",yes,,2017-07-28,,0.35,9,9,Potential larger site available proposed allocation in emerging Local Plan allocation SKA3z 50 dwellings. Requirement in relation to the Brownfield site will include Mitigation measures required in relation to any surface water issues; Desktop survey and potential further investigations if contamination if suspected.. Brownfield element of a larger site identified as a proposed allocation in the emerging Local Plan. Larger site has had previous planning permission v/2013/0647.,local-authority-eng:ASH,not owned by a public authority,,,not permissioned,,POINT(-1.260943 53.132689),BFR10,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR10
"Warwick Close, Kirkby in Ashfield",yes,,2017-07-28,,0.83,24,24,Proposed housing allocation in emerging Local Plan allocation SKAaj. Mitigation measures required in relation to any surface water issues.. Potential for residential development 24 dwellings,local-authority-eng:ASH,owned by a public authority,,,not permissioned,,POINT(-1.231811 53.101315),BFR11,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR11
"Land off Southwell Lane, Kirkby in Ashfield",yes,,2017-07-28,,1.45,60,60,"The site has planning permission subject to a number of conditions.. Outline Application with All Matters Reserved (except for Access) for Residential Development, Drainage and Landscaping",local-authority-eng:ASH,not owned by a public authority,2015-05-29,,permissioned,outline planning permission,POINT(-1.249359 53.105745),BFR12,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR12
"Charles Trent Ltd, Sidings Road, Kirkby in Ashfield",yes,,2017-07-28,,3.45,81,81,The site has planning permission subject to a number of conditions.. Outline Application for Residential Development including Access and Layout and Part Retention of Office Space (B1),local-authority-eng:ASH,not owned by a public authority,2015-05-29,,permissioned,outline planning permission,POINT(-1.239026 53.10732),BFR13,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2017-07-28,brownfield-land/local-authority-eng/ASH/BFR13
