site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"2, Plough Lane",yes,,2018-11-30,,0.1,18,18,"Demolition of no.2 Plough Lane. Erection of 1 four storey building with accommodation in roofspace and 1 two storey building comprising 6 one bedroom, 12 two bedroom and 1 three bedroom flats. Formation of vehicular access and provision of associated car parking (12 spaces, 10 standard and 2 disabled spaces), cycle parking (32 spaces) and landscaping.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCS5XWJLHDQ00",local-authority-eng:CRY,not owned by a public authority,2017-03-01,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCS5XWJLHDQ00,permissioned,full planning permission,POINT(-0.122807 51.341171),16/04520/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCS5XWJLHDQ00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-04520-FUL
"45, Enmore Road",yes,,2018-11-30,,0.2,7,7,"Demolition of a single storey garage block. Erection of 2 three bedroom and 1 two bedroom houses and a three storey building comprising 3 one bedroom and 1 two bedroom flats. Construction one new refuse store to the front of the site, and one replacement refuse store to the rear. Associated landscaping works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ODEFDEJLHS700",local-authority-eng:CRY,not owned by a public authority,2016-12-05,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ODEFDEJLHS700,permissioned,full planning permission,POINT(-0.071346 51.39252),16/04727/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ODEFDEJLHS700,2018-11-30,brownfield-land/local-authority-eng/CRY/16-04727-FUL
"10, Croham Valley Road",yes,,2018-11-30,,0.1,7,7,"Demolition of existing dwelling, erection of a building comprising 8 two bedroom flats, formation of vehicular access and provision of parking area with 8 spaces, cycle and refuse stores.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ODW8SQJLI4C00",local-authority-eng:CRY,not owned by a public authority,2017-05-12,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ODW8SQJLI4C00,permissioned,outline planning permission,POINT(-0.076883 51.357458),16/04907/OUT,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ODW8SQJLI4C00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-04907-OUT
"98, Hyde Road",yes,,2018-11-30,,0.1,6,6,"Demolition of existing dwelling. Erection of a building with lower ground floor and accomodation in roofspace comprising 7 two bedroom apartments. formation of revised vehicular access and provision of associated parking spaces, bicycle storages and refuse store.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OE9SD9JLIHN00",local-authority-eng:CRY,not owned by a public authority,2017-02-14,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OE9SD9JLIHN00,permissioned,full planning permission,POINT(-0.093012 51.331193),16/05057/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OE9SD9JLIHN00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05057-FUL
"2 Willis Court, Dunheved Road North",yes,,2018-11-30,,0.03,7,7,"Alterations to roof ; Construction of third floor to provide 1 one bed room, 4 two bedroom and 2 studio flats, alterations to street facade South elevation ; alterations to parking layout and provision of associated parking ; provision of refuse and cycle storage (amended description). http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEMHBAJLIQU00",local-authority-eng:CRY,not owned by a public authority,2017-01-11,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEMHBAJLIQU00,permissioned,full planning permission,POINT(-0.114041 51.391021),16/05198/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEMHBAJLIQU00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05198-FUL
"32a, Reedham Drive",yes,,2018-11-30,,0.1,7,7,"Demolition of existing building and erection of four storey building comprising 4 two bedroom and 3 three bedroom flats, associated parking and refuse store. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEXPJDJLIXH00",local-authority-eng:CRY,not owned by a public authority,2017-03-24,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEXPJDJLIXH00,permissioned,full planning permission,POINT(-0.118773 51.328885),16/05287/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEXPJDJLIXH00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05287-FUL
"759, London Road",yes,,2018-11-30,,0.03,6,6,Erection of three storey building in car park comprising 6 one bedroom flats. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFALDTJLJ5J00,local-authority-eng:CRY,not owned by a public authority,2017-01-09,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFALDTJLJ5J00,permissioned,full planning permission,POINT(-0.115298 51.394018),16/05397/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFALDTJLJ5J00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05397-FUL
"37a, Smitham Bottoms Lane",yes,,2018-11-30,,0.032,5,5,"Alterations and erection of a two storey rear extension with extension to the existing roof to provide 2 one bedroom and 3 two bedroom flats. Provision of associated parking, cycle and refuse storage. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFLQSCJLJCN00",local-authority-eng:CRY,not owned by a public authority,2017-01-20,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFLQSCJLJCN00,permissioned,full planning permission,POINT(-0.13934 51.334267),16/05498/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFLQSCJLJCN00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05498-FUL
"36, Beulah Road",yes,,2018-11-30,,0.096,9,9,"Demolition of existing buildings ; Erection of a three storey building comprising 6 one bedroom, and 3 two bedroom flats; provision of associated parking, provision of refuse and cycle storage. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFNWKZJLJEJ00",local-authority-eng:CRY,not owned by a public authority,2017-01-25,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFNWKZJLJEJ00,permissioned,full planning permission,POINT(-0.101195 51.400993),16/05522/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFNWKZJLJEJ00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05522-FUL
"745, London Road",yes,,2018-11-30,,0.069,20,20,"Demolition of existing public house and erection of four / five storey mixed use development comprising use within A1 (retail) or B1 (business) on part ground floor and 4 one bedroom, 8 two bedroom, 8 three bedroom flats in remainder of building, formation of part basement storage / plant room and associated parking. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGSRIKJLK4P00",local-authority-eng:CRY,not owned by a public authority,2017-03-09,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGSRIKJLK4P00,permissioned,full planning permission,POINT(-0.114883 51.393625),16/05856/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGSRIKJLK4P00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05856-FUL
"The Horseshoe Public House, 745, London Road",yes,,2018-11-30,,0.068,20,20,"Demolition of existing public house and erection of four / five storey mixed use development comprising use within A1 (retail) or B1 (business) on part ground floor and 4 one bedroom, 8 two bedroom, 8 three bedroom flats in remainder of building, formation of part basement storage / plant room and associated parking. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGSRIKJLK4P00",local-authority-eng:CRY,not owned by a public authority,2017-05-18,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGSRIKJLK4P00,permissioned,full planning permission,POINT(-0.114883 51.393625),16/05856/P,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGSRIKJLK4P00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05856-P
"83, 85 & 113, Hermitage Road",yes,,2018-11-30,,0.128,9,9,"Erection of a part three part four storey building comprising no. 6 two bedroom and 1 one bedroom flats and 1 two storey two bedroom and 1 three storey three bedroom house together with car parking, landscaping and associated works. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGZXRKJLK8E00",local-authority-eng:CRY,not owned by a public authority,2017-04-27,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGZXRKJLK8E00,permissioned,full planning permission,POINT(-0.094842 51.420323),16/05891/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGZXRKJLK8E00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05891-FUL
"226, Whitehorse Road",yes,,2018-11-30,,0.56,38,38,"Demolition of existing buildings. Erection of two and four storey buildings comprising a total of 12 one bedroom, 9 two bedroom and 11 three bedroom flats and 5 two bedroom and 1 one bedroom houses, provision of ancillary car parking, hard and soft landscaping. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OQD4N0JLJ3J00",local-authority-eng:CRY,not owned by a public authority,2017-02-17,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OQD4N0JLJ3J00,permissioned,full planning permission,POINT(-0.093978 51.390265),16/05972/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OQD4N0JLJ3J00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05972-FUL
"20-20c, Oxford Road",yes,,2018-11-30,,0.13,5,5,"Demolition of existing demountable houses and erection of 4 two storey buildings comprising 5 two bedroom and 3 one bedroom flats and 1 three bedroom house with provision of associated car parking, landscaping and associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH6UCDJLKEF00",local-authority-eng:CRY,not owned by a public authority,2017-03-17,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH6UCDJLKEF00,permissioned,full planning permission,POINT(-0.092074 51.420827),16/05976/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH6UCDJLKEF00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05976-FUL
"122-124, Chertsey Crescent",yes,,2018-11-30,,0.09,7,7,Demolition of garages and erection of 4 two bedroom and 3 three bedroom houses with provision of landscaping and associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7DV5JLKFD00,local-authority-eng:CRY,owned by a public authority,2017-04-11,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7DV5JLKFD00,permissioned,full planning permission,POINT(-0.014734 51.339812),16/05998/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7DV5JLKFD00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-05998-FUL
"485-487, King Henry's Drive",yes,,2018-11-30,,0.07,7,7,"Demolition of garages and erection of four two/three storey buildings comprising 4 one bedroom, 1 two bedroom flats and 2 three bedroom houses, provision of car parking, landscaping and associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7I3LJLKFK00",local-authority-eng:CRY,owned by a public authority,2017-04-07,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7I3LJLKFK00,permissioned,full planning permission,POINT(0.000023 51.334751),16/06000/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7I3LJLKFK00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-06000-FUL
"89 - 157, Regina Road",yes,,2018-11-30,,0.34,19,19,"Demolition of garages. Erection of four storey building comprising 5 one bedroom and 6 two bedroom flats. Erection of 1 three bedroom and 2 one bedroom single storey houses and 5 two storey one bedroom houses with provision of car parking, landscaping and associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCTSVJLKI000",local-authority-eng:CRY,owned by a public authority,2017-04-20,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCTSVJLKI000,permissioned,full planning permission,POINT(-0.069319 51.401722),16/06023/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCTSVJLKI000,2018-11-30,brownfield-land/local-authority-eng/CRY/16-06023-FUL
"Malton House, 193, Selhurst Road",yes,,2018-11-30,,0.05,9,9,"Demolition of garages. erection of single/three storey building comprising 4 two bedroom and 5 one bedroom flats .provision of associated car parking, landscaping and associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWOEJLKIE00",local-authority-eng:CRY,owned by a public authority,2017-04-07,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWOEJLKIE00,permissioned,full planning permission,POINT(-0.083037 51.396516),16/06029/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWOEJLKIE00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-06029-FUL
"94-96, Uvedale Crescent",yes,,2018-11-30,,0.08,6,6,"Demolition of garages and erection of 4 part single part two storey buildings comprising 2 houses and 4 flats with provision of car parking, landscaping and associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWU2JLKIG00",local-authority-eng:CRY,owned by a public authority,2017-04-13,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWU2JLKIG00,permissioned,full planning permission,POINT(-0.003363 51.336787),16/06030/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWU2JLKIG00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-06030-FUL
"15, South End",yes,,2018-11-30,,0.04,9,9,"Alterations and refurbishment for use of ground floor for the purposes within class A3 (restaurant), new shopfront, erection of first floor extension and construction of second and third floors. use of rear ground floor and upper floors as 6 one bedroom, 2 studio and 1 two bedroom flats.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHIHTMJLKN000",local-authority-eng:CRY,not owned by a public authority,2017-01-25,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHIHTMJLKN000,permissioned,full planning permission,POINT(-0.098758 51.367177),16/06103/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHIHTMJLKN000,2018-11-30,brownfield-land/local-authority-eng/CRY/16-06103-FUL
"25-39, Drovers Road",yes,,2018-11-30,,0.15,9,9,"Erection of a three-storey building comprising 9 one bedroom flats together with provision of car parking, landscaping and other associated works. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI327DJLL0G00",local-authority-eng:CRY,not owned by a public authority,2017-06-23,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI327DJLL0G00,permissioned,full planning permission,POINT(-0.096691 51.361244),16/06276/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI327DJLL0G00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-06276-FUL
"38-40, Thorneloe Gardens",yes,,2018-11-30,,0.1,10,10,"Demolition of garages and erection of a two to three-storey building comprising 6 one bedroom and 4 two bedroom flats together with car parking, landscaping and other associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI8I4SJLL4K00",local-authority-eng:CRY,not owned by a public authority,2017-06-22,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI8I4SJLL4K00,permissioned,full planning permission,POINT(-0.111495 51.361052),16/06337/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI8I4SJLL4K00,2018-11-30,brownfield-land/local-authority-eng/CRY/16-06337-FUL
