site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Convent School, Anstey Lane, Alton, GU34 2NG",,,2017-05-01,,0.41,12,6,,local-authority-eng:EHA,not owned by a public authority,,https://planningpublicaccess.easthants.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=_EHANT_PROPLPI_41550_2,Not permissioned,,POINT(-0.96696 51.15936),BFL/001,,2017-05-01,brownfield-land/local-authority-eng/EHA/BFL-001
"Keydell Nurseries, Havant Road, Horndean",,,2017-05-01,,7.46,135,68,,local-authority-eng:EHA,not owned by a public authority,,https://planningpublicaccess.easthants.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=_EHANT_PROPLPI_13667_2,Not Permissioned,,POINT(-0.99614 50.909805),BFL/002,,2017-05-01,brownfield-land/local-authority-eng/EHA/BFL-002
"Land rear of 8-10 London Road, Liphook",,,2017-05-01,,0.37,11,5,,local-authority-eng:EHA,not owned by a public authority,,https://planningpublicaccess.easthants.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=_EHANT_PROPLPI_87185_1,Not Permissioned,,POINT(-0.801819 51.77664),BFL/003,,2017-05-01,brownfield-land/local-authority-eng/EHA/BFL-003
