site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"JD Hotchkiss Ltd, London Road, West Kingsdown",,,2018-12-01,,0.55,31,31,"Potential contamination issues to be resolved. As the site is in existing employment use it would need to be demonstrated that the use is no longer suitable, feasible or viable and that there is no reasonable prospect of the continued business use in the longer term.",local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.256548 51.347068),BFR139,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR139
"Middle Farm Nursery, Cray Road, Crockenhill",,,2018-12-01,,0.74,30,30,"Additional information on site layout and massing is required alongside an assessment of the impact on the listed buildings. Site reduced to previously developed land and locally defined brownfield land only. As the site is in existing employment use it would need to be demonstrated that the use is no longer suitable, feasible or viable and that there is no reasonable prospect of the continued business use in the longer term.",local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.155657 51.382318),BFR127,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR127
"College Road Nurseries, College Road, Hextable",yes,,2018-12-01,,0.27,9,9,It is important to retain the gap between Hextable and Swanley and to avoid encroachment here. Overall the southern portion of the site containing permanent buildings and glasshouses is considered able to accommodate development. Site reduced to previously developed land only.,local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.171689 51.408239),BFR133,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR133
"Highways Depot, Tonbridge Road, Chiddingstone Causeway",yes,,2018-12-01,,0.21,8,8,Consideration should be given to any potential noise impact from the railway line.,local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.17208 51.197682),BFR126,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR126
"Wested Farm, Eynsford Road, Crockenhill",yes,,2018-12-01,,0.66,10,10,Additional information on site layout and massing is required alongside an assessment of the impact on the listed buildings.,local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.17891 51.379967),BFR128,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR128
"Gills Farm, Gills Road, South Darenth",yes,,2018-12-01,,0.92,16,16,"Support retention of the existing tourist accommodation and commercial workshops as part of the wider scheme. If a wholly residential scheme is proposed, as part of the site is in existing employment and tourist accommodation use, it would need to be demonstrated that the use is no longer suitable, feasible or viable and that there is no reasonable prospect of the continued business use in the longer term.",local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.263865 51.405405),BFR135,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR135
"Terrys Lodge Farm, Terrys Lodge Road, Wrotham",yes,,2018-12-01,,0.45,5,5,Part of the site has been granted permission for conversion of existing grain store to 3 residential dwellings. Additional information on site layout and massing of the proposal is required alongside an assessment of the impact on the listed building.,local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.280679 51.323023),BFR140,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR140
"Kent & Surrey Driving Range, Crouch House Road, Edenbridge",yes,,2018-12-01,,0.14,5,5,The loss of sports facility buildings need to be addressed. Site has been reduced to previously developed land.,local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.050794 51.204111),BFR120,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR120
"Grange Park Farm, Manor Lane, Fawkham",yes,,2018-12-01,,0.83,32,32,"Site reduced to previously developed land and locally defined brownfield land only. Ancient woodland adjacent to the site, a buffer zone would be required.",local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.2829 51.375136),BFR130,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR130
"Fort Halstead, Crow Drive, Halstead",,,2018-12-01,,62.66,300,300,"Scheduled Ancient Monument on site. Site has outline planning permission for 450 residential units, 27,000m2 of employment floorspace, an 80 bed hotel and a village centre.",local-authority-eng:SEV,not owned by a public authority,,,Not Permissioned,,POINT(0.14678 51.312699),BFR132,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR132
