site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Norcot Community Centre, Lyndhurst Road, Reading",yes,,2017-12-15,,0.13,20,13,Proposed allocation WR3q in Draft Local Plan. Development for residential and replacement community use.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,owned by a public authority,,,not permissioned,,,BL4018,http://www.reading.gov.uk/media/8108/Brownfield-Register-Maps-BL4001-4023/pdf/Brownfield_Register_Maps_BL4001-4023.pdf,2017-12-15,
"816 Oxford Road, Reading",,,2017-12-15,,0.23,20,13,Proposed allocation WR3l in Draft Local Plan.. Development for residential. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,,,not permissioned,,,BL4019,http://www.reading.gov.uk/media/8108/Brownfield-Register-Maps-BL4001-4023/pdf/Brownfield_Register_Maps_BL4001-4023.pdf,2017-12-15,
"784-794 Oxford Road, Reading",,,2017-12-15,,0.22,22,14,Proposed allocation WR3k in Draft Local Plan.. Development for residential. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,,,not permissioned,,,BL4020,http://www.reading.gov.uk/media/8108/Brownfield-Register-Maps-BL4001-4023/pdf/Brownfield_Register_Maps_BL4001-4023.pdf,2017-12-15,
"750 & 752 Oxford Road, Tilehurst, Reading",yes,,2017-12-15,,0.07,8,8,"Permission 160938. COU from ground floor betting shop (sui generis) and shop/showroom (A1) with first floor office (B1) changing to 8 no. residential flats (C3). Construction of an additional roof storey, and provision of parking, bin and cycle storage.",,not owned by a public authority,2017-02-21,,permissioned,full planning permission,,BL4021,http://www.reading.gov.uk/media/8108/Brownfield-Register-Maps-BL4001-4023/pdf/Brownfield_Register_Maps_BL4001-4023.pdf,2017-12-15,
"St George's Hall, St George's Road, Reading",yes,,2017-12-15,,0.31,12,12,"Permission 152301. Church extension of 88sqm with dedicated parking area, core access road and construction of 12 affordable housing units with associated parking and amenity space",,not owned by a public authority,2017-03-23,,permissioned,full planning permission,,BL4022,http://www.reading.gov.uk/media/8108/Brownfield-Register-Maps-BL4001-4023/pdf/Brownfield_Register_Maps_BL4001-4023.pdf,2017-12-15,
"Land at Moulsford Mews, Reading",,,2017-12-15,,0.16,16,10,"Proposed allocation WR3j in Draft Local Plan. Originally permitted as health clinic as part of Battle Hospital development, but this part of the development was not delivered.. Development for residential.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,owned by a public authority,,,not permissioned,,,BL5001,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"Part of Former Battle Hospital, Portman Road, Reading",,,2017-12-15,,2.77,240,160,"Proposed allocation WR3i in Draft Local Plan.. Development for residential, including appropriate open space provision to complement the existing Battle Square.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,owned by a public authority,,,not permissioned,,,BL5002,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"Reading University Boat Club, Thames Promenade, Caversham, Reading",yes,,2017-12-15,,0.56,25,16,"Proposed allocation CA1a in Draft Local Plan. Development for residential, subject to relocation of the boat club.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL5003,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"St Martin's Precinct, Church Street, Caversham, Reading",,,2017-12-15,,1.71,40,40,"Permission 140997. Erection of new and extended retail floorspace, new restaurant, new leisure floorspace, residential apartments, car park works and associated landscaping, surfacing, public realm and shopfront improvement works.",,not owned by a public authority,2015-03-31,,permissioned,full planning permission,,BL5004,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"The Old Bakehouse, Wellington House, Caversham, Reading",yes,,2017-12-15,,0.05,7,7,Permission 110796. Under construction at 31/03/2017. Demolition of existing industrial building and erection of 7 no. 1 bed dwellings.,,not owned by a public authority,2013-01-24,,permissioned,full planning permission,,BL5005,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"458-478 Oxford Road and 1-3 Chester Street, Reading",,,2017-12-15,,0.1,5,5,Undetermined application for a retail unit and nine dwellings (162355).. Development for residential,,not owned by a public authority,,,not permissioned,,,BL5006,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"361-363 Oxford Road, Reading",yes,,2017-12-15,,0.27,6,6,Permission 170530. Permission 151847 was an earlier proposal for retail and four flats. Proposed roof extension and alterations to form an A1 retail unit and four residential flats at ground and first floor level and two residential flats at 2nd floor level.,,not owned by a public authority,2017-07-19,,permissioned,full planning permission,,BL5007,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"Rear of 303-315 Oxford Road, Reading",,,2017-12-15,,0.22,20,14,Proposed allocation WR3h in Draft Local Plan.. Development for residential.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,,,not permissioned,,,BL5008,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"307-311 Gosbrook Road, Caversham, Reading",yes,,2017-12-15,,0.05,5,5,Permission 060683. Under construction at 31/03/2017.. Demolition of existing printing works and erection of 4 apartments and 1 garden flat.,,not owned by a public authority,2006-12-07,,permissioned,full planning permission,,BL5009,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"Land at Lowfield Road, Caversham, Reading",,,2017-12-15,,0.93,36,24,Proposed allocation CA1c in Draft Local Plan. Current temporary planning permission for temporary accommodation.. Development for residential. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,owned by a public authority,,,not permissioned,,,BL5010,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
"Caversham Park House, Caversham, Reading",,,2017-12-15,,0.74,45,40,Proposed allocation CA2 in Draft Local Plan. Potential conversion of the listed house only from offices to residential. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,owned by a public authority,,,not permissioned,,,BL5011,http://www.reading.gov.uk/media/8110/Brownfield-Register-Maps-BL5001-5011/pdf/Brownfield_Register_Maps_BL5001-5011.pdf,2017-12-15,
