site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Imex Business Park,yes,,2019-09-30,,2.21,144,144,Site historically a SHLAA site - Site now being demolished. Resolution to approve 16/07/2019. Outline application for residential development for up to 144 dwellings,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,pending decision,outline planning permission,POINT(-1.646053 52.804764),ESBC-BR12,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Mead Works 137-139 Horninglow Street,yes,,2018-09-30,,0.26,8,8,"Site now included in the Housing Permissions - Not yet commenced. Site historically a SHLAA site - Site vacant, Extention to time limit application for dwellings never implemented (Full Application approved 19/01/2010 - PA/00560/068/CLF). Demolition of No.'s 137-139 Horninglow Street and the warehouse building to the north end of the site to facilitate the erection of 10 townhouses and 4 flats, formation of vehicular access with associated car parking, hard and soft landscaping and boundar",local-authority-eng:EST,not owned by a public authority,2018-07-16,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.631766 52.808559),ESBC-BR13,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Goat Maltings,,,2017-09-29,,0.19,60,60,"Site historically a SHLAA site - Site vacant (PA/07932/027 - 2006 Application for the conversion of the Goat Maltings to 60 apartments , never implemented). Conversion of the Goat Maltings building to form 60 apartments",local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.643232 52.799658),ESBC-BR14,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Burton Beer Mats,,,2017-09-29,,0.28,8,8,Site historically a SHLAA site - Site vacant,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.642164 52.803323),ESBC-BR15,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Derby Street Auction Rooms,,,2017-09-29,,0.22,6,6,"Site historically a SHLAA site - Site vacant (P/2011/00272/MB - 2011 Application for the erection of a 61 bedroomed residential nursing home (Class C2) , never implemented)",local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.636711 52.813347),ESBC-BR16,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Uttoxeter Highways Depot,,,2019-09-30,,0.87,30,30,"Site historically a SHLAA site - Site could become vacant as new recycling centre now open (P/2010/01298/JPM - 2010 Application for the erection of upto 30 dwellings, never implemented). New Full application for 39 dwellings valid - 26/07/2019, awaiting determination. Outline application for the erection of up to 30 dwellings",local-authority-eng:EST,owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.86979 52.89443),ESBC-BR18,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
132 Derby Street Burton,,,2018-09-30,,0.13,8,8,Site included in the Housing Permissions previously but has since expired due to non commencement. Conversion of existing buildings to form 8 dwellings,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.637114 52.81307),ESBC-BR19,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
36 Derby Road Burton,,,2019-09-30,,0.10,10,10,Site included in the Housing Permissions previously but has since expired due to non commencement. New application approved after the September 2019 cut off (amend next time). Erection of 7 dwellings and conversion and extension of existing building to form 3 flats,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.633023 52.816168),ESBC-BR20,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
43 High Street Burton,yes,,2017-09-29,,0.02,8,8,Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Raising of roof by 1 metre to facilitate the conversion of first and second floors into 8 apartments and installation of new shop front,local-authority-eng:EST,not owned by a public authority,2012-08-21,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.62951 52.80349),ESBC-BR22,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
The Refinery,yes,,2017-09-29,,0.04,10,10,"Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Change of use of nightclub (Sui Generis) to Class A1 (Shops), Class A2 (Financial and Professional Services), Class A3 (Restaurants and Cafes) and Class B1 (Offices) uses, with 7 apartments on the first and second floors and erection of a two and half storey building and glazed link extension for Class A1, A2, A3 and B1 uses, with 3 apartments on the first and second floors",local-authority-eng:EST,not owned by a public authority,2011-03-08,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.629313 52.802294),ESBC-BR23,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Britannia House,yes,,2019-09-30,,0.09,7,7,Site included in the Housing Permissions - Under Construction but no residential completions on site yet (New application approved for the conversion of the 1st floor Approved). Prior Approval for the conversion of first floor offices (Class B1(a)) to form 7 flats (Class C3),local-authority-eng:EST,not owned by a public authority,2019-05-23,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,other,POINT(-1.634105 52.8039),ESBC-BR24,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
146 and 146A Horninglow Street,,,2018-09-30,,0.04,5,5,Site included in the Housing Permissions previously but has since expired due to non commencement. Conversion of existing building to 2 self contained flats and the erection of 3 self contained flats,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.631208 52.807991),ESBC-BR25,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
The Appleby Burton,yes,,2018-09-30,,0.10,9,9,Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Demolition of part of existing public house to facilitate the conversion to form 6 self contained flats and erection of a detached building to form 3 self contained flats to rear,local-authority-eng:EST,not owned by a public authority,2015-01-14,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.631746 52.798697),ESBC-BR26,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
126 New Street Burton,yes,,2017-09-29,,0.14,7,7,"Site included in the Housing Permissions - Not yet commenced. Conversion of the first, second and third floors to form seven self contained apartments",local-authority-eng:EST,not owned by a public authority,2016-08-01,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.634981 52.801961),ESBC-BR27,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Rear of 143 Horninglow Street,yes,,2018-09-30,,0.38,32,32,Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Conversion and alterations to the Plough Maltings to form 32 apartments,local-authority-eng:EST,not owned by a public authority,2016-12-08,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.631055 52.808494),ESBC-BR29,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Rear of 38-54 Bridge Street,yes,,2018-09-30,,0.20,14,14,"Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Erection of 2 detached buildings to form 14 one-bedroomed apartments, including the formation of two new access and details of landscaping",local-authority-eng:EST,not owned by a public authority,2013-09-06,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.862094 52.897981),ESBC-BR30,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Wellington Inn,,,2018-09-30,,0.15,5,5,Site included in the Housing Permissions previously but has since expired due to non commencement. Erection of four detached bungalows and one detached dwelling,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.865384 52.901482),ESBC-BR31,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Uttoxeter Household Waste Site,yes,,2019-09-30,,1.45,49,49,Site included in the Housing Permissions previously but has since expired due to non commencement. Erection of 49 dwellings,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.86423 52.904465),ESBC-BR32,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Tutbury Mill Mews,yes,,2018-09-30,,0.01,5,5,Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Conversion of existing first floor retail space and existing second/third floor apartment to form five self contained apartments,local-authority-eng:EST,not owned by a public authority,2014-07-07,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.684646 52.858764),ESBC-BR33,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Howards Transport,yes,,2018-09-30,,2.56,86,86,Site included in the Housing Permissions - Not yet commenced (Reserved Mattes application for 84 units received 07/08/2018 - awaiting determination). Outline application for residential purposes (up to 86 dwellings),local-authority-eng:EST,not owned by a public authority,2016-11-29,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,outline planning permission,POINT(-1.665783 52.789143),ESBC-BR34,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Proposed Residential Development Phase 1 Rose Cottage Gardens,,,2018-09-30,,0.09,5,5,Site included in the Housing Permissions previously but has since expired due to non commencement. Demolition of existing garages to facilitate the erection of 5 dwellings,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.637192 52.796475),ESBC-BR35,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Land adjacent to Eastfield Uttoxeter,,,2018-09-30,,0.17,25,25,Site included in the Housing Permissions previously but has since expired due to non commencement. Erection of a detached building to form 24 sheltered accommodation apartments for the elderly with 1 apartment for warden accommodation,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.861792 52.89941),ESBC-BR37,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2017-09-29
Sovereign House Bond Street,yes,,2018-09-30,,0.07,8,8,Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Prior Approval for the change of use from office use (Class B1) to form 8 apartments (Class C3),local-authority-eng:EST,not owned by a public authority,2017-04-12,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,other,POINT(-1.632339 52.798699),ESBC-BR39,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-09-30
70 Guild Street Burton upon Trent,yes,,2018-09-30,,0.06,7,7,"Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Demolition of existing outbuildings to facilitate the conversion of existing Class A1 (shop), Class B1 (Business) and dwelling house on first floor to form 7 dwellings comprising 5 No. two bedroom units and 2 No. one bedroom units.",local-authority-eng:EST,not owned by a public authority,2017-09-01,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.632801 52.805523),ESBC-BR40,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-09-30
67-69 Main Street Stapenhill,yes,,2019-09-30,,0.11,6,6,Site included in the Housing Permissions - Not yet commenced. Erection of a terrace of 6 dwellings,local-authority-eng:EST,not owned by a public authority,2019-04-29,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.623607 52.793116),ESBC-BR41,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-09-30
Land Adjacent To Grange Close Burton upon Trent,yes,,2018-09-30,,0.18,8,8,Site included in the Housing Permissions - Not yet commenced. Demolition of existing garages to facilitate the erection of 8 dwellings comprising of four pairs of semi detached dwellings with associated car parking,local-authority-eng:EST,not owned by a public authority,2017-10-10,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.645382 52.810776),ESBC-BR44,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-09-30
Burton Enterprise Centre,yes,,2019-09-30,,0.25,25,25,Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Prior Approval for the change of use from office use (Class B1a) to form 25 dwellings (Class C3),local-authority-eng:EST,not owned by a public authority,2017-10-31,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,other,POINT(-1.643003 52.809618),ESBC-BR45,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-09-30
The Maltings Wetmore Road,yes,,2018-09-30,,3.60,90,90,"Site included in the Housing Permissions - Not yet commenced. Conversion and alterations of existing Transport Office to form two flats, conversion of existing Security Office to form one flat, conversion of storage/office building to provide 87 flatsr",local-authority-eng:EST,not owned by a public authority,2017-12-22,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.627455 52.809687),ESBC-BR47,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-09-30
63 New Street Burton upon Trent,yes,,2018-09-30,,0.08,6,6,"Site included in the Housing Permissions - Not yet commenced. Change of use of public house and flats to two retail units, five apartments and erection of a dwelling",local-authority-eng:EST,not owned by a public authority,2018-03-23,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.636733 52.801823),ESBC-BR49,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-09-30
11-12 Tutbury Road Burton upon Trent,yes,,2018-09-30,,0.08,10,10,"Site included in the Housing Permissions - Under Construction but no residential completions on site yet. Demolition of existing building to facilitate an outline application for erection of two buildings to form 10 apartments including details of access, appearance, layout and scale",local-authority-eng:EST,not owned by a public authority,2018-06-15,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,outline planning permission,POINT(-1.648531 52.825006),ESBC-BR50,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-09-30
Molson Coors South Brewery,yes,,2018-12-01,,2.37,100,100,,local-authority-eng:EST,not owned by a public authority,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,POINT(-1.63704 52.804089),ESBC-BR52,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2018-12-01
The Old Sunday School (front & middle) 3 George Street,yes,,2019-09-30,,0.07,6,6,Site included in the Housing Permissions - Not yet commenced. Conversion of former Sunday School Hall into 6 apartments (Class C3),local-authority-eng:EST,not owned by a public authority,2018-10-17,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,POINT(-1.63399 52.805167),ESBC-BR53,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2019-09-30
Plough Inn 7 Ford Street Stapenhill,yes,,2019-09-30,,0.14,8,8,Site included in the Housing Permissions - Not yet commenced. Outline application for the erection of up to 8 dwellings and demolition of existing public house,local-authority-eng:EST,not owned by a public authority,2018-10-19,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,outline planning permission,POINT(-1.626082 52.789852),ESBC-BR54,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2019-09-30
1 Victoria Street Burton Upon Trent,yes,,2019-09-30,,0.06,5,5,Site included in the Housing Permissions - Not yet commenced. Outline application for a detached building comprising 5 apartments,local-authority-eng:EST,not owned by a public authority,2019-04-29,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,outline planning permission,POINT(-1.6416 52.810629),ESBC-BR55,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2019-09-30
2 - 3 St Pauls Square Burton Upon Trent,yes,,2019-09-30,,0.12,8,8,Site included in the Housing Permissions - Not yet commenced. Prior Approval for the conversion of offices (Class B1) to form 8 residential flats,local-authority-eng:EST,not owned by a public authority,2019-05-16,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,other,POINT(-1.6416 52.807769),ESBC-BR56,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2019-09-30
