site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Victoria Mills, Macclesfield Road, Holmes Chapel",yes,,2017-10-19,,4.18,160,160,"08/0492/OUT 16/3724C - Reserved Matters application on outline application 08/0492/OUT for access, appearance, landscaping, layout and scale with respect to 136 dwellings. This was registered on the 29 July 2016 and is currently pending decision.. Outline application for residential development including means of access",local-authority-eng:CHE,,2012-08-30,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=08/0492/OUT&query=7e096956-f6a3-4b6a-b5d3-a7caa9a966b8,permissioned,outline planning permission,POINT(-2.350279 53.201728),406,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Clarence Mill, Clarence Brow, Bollington",yes,,2017-10-19,,0.48,19,19,14/5063M. Change of use of part of the first floor from B2 to 19 apartments,local-authority-eng:CHE,not owned by a public authority,2015-02-17,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=14/5063M&query=a43e005b-faf4-40dc-8c9e-046ddc0e0bf8,permissioned,full planning permission,POINT(-2.100568 53.300664),742,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Woodend, Homestead Road, Disley",yes,,2017-10-19,,0.34,11,11,13/4530M. Outline Application for 11 Apartments,local-authority-eng:CHE,not owned by a public authority,2014-08-08,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=13/4530M&query=abb82b90-12fc-434d-ae8e-cdcb3c7168a6,permissioned,outline planning permission,POINT(-2.044165 53.359007),749,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"The Old Workshops, Kettle Lane, Audlem",yes,,2017-10-19,,0.53,6,6,15/4241N. Demolition of existing buildings and erection of 6 dwellings and access works,local-authority-eng:CHE,not owned by a public authority,2016-02-11,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/4241N&query=65f27f22-beb9-43eb-a777-9463c6f89f34,permissioned,full planning permission,POINT(-2.488794 52.983892),978,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Ivy House Farm, Longhill Lane, Hankelow",yes,,2017-10-19,,0.22,5,5,"16/3456N. Demolition of existing dwelling and commercial building and erection of five detached dwelling, access and associated works",local-authority-eng:CHE,not owned by a public authority,2016-10-31,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/3456N&query=4fe1ffd1-f7ce-4767-82c3-25b6dad56ca9,permissioned,outline planning permission,POINT(-2.474024 52.999386),993,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"The Hollies, Wesley Avenue, Sandbach",yes,,2017-10-19,,0.11,26,26,16/0866C. Construction of apartments and associated landscaping,local-authority-eng:CHE,not owned by a public authority,2016-10-27,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/0866C&query=ef2adad9-ead2-4dfd-90c5-9999c28bb63d,permissioned,full planning permission,POINT(-2.365709 53.144952),2327,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"9 Old Middlewich Road, Sandbach",yes,,2017-10-19,,0.09,13,13,15/3379C. Construction of 13 one and two bedroom apartments,local-authority-eng:CHE,not owned by a public authority,2016-04-11,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/3379C&query=744c1af9-7d8d-45d5-838c-52e4face093e,permissioned,full planning permission,POINT(-2.366487 53.144931),2340,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Haulage depot rear of 13 Congleton Road, Sandbach",,,2017-10-19,,0.41,14,14,15/2134C. Demolition of workshop and haulage yard and erection of 14 dwellings,local-authority-eng:CHE,not owned by a public authority,2016-08-12,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/2134C&query=f4ed61d7-12e7-497e-a433-624a9e9b7639,permissioned,full planning permission,POINT(-2.360474 53.146406),2355,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Land between 10 and 12 Waterloo Street, Macclesfield",yes,,2017-10-19,,0.02,5,5,14/1824M. Construction of a two storey building for 5 two bedroom residential apartments,local-authority-eng:CHE,not owned by a public authority,2014-08-11,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=14/1824M&query=a4575ec0-2c59-4f12-b98e-11df44e5280e,permissioned,outline planning permission,POINT(-2.130314 53.258424),2414,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Former Massive Dyeworks, Loney Street, Macclesfield",yes,,2017-10-19,,0.09,8,8,16/4296M. Erection of 8 terraced houses,local-authority-eng:CHE,not owned by a public authority,2016-12-02,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/4296M&query=bcec0825-2eba-4b61-acae-7e843fc2f570,permissioned,full planning permission,POINT(-2.134459 53.256325),2418,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Dunwood, Homestead Road, Disley",yes,,2017-10-19,,0.24,6,6,15/3617M. Demolition of existing dwelling and erection of 6 apartments,local-authority-eng:CHE,not owned by a public authority,2015-11-12,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/3617M&query=b97203e1-3001-4a81-8b1e-598e9c447ee3,permissioned,full planning permission,POINT(-2.044751 53.358827),2421,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
"Paces Garage and Fairfields, Newcastle Road, Arclid",yes,,2017-10-19,,0.85,18,18,"11/2394C. Redevelopment of industrial/commercial premises and two detached garages and erection of 18 dwellings (13market/5 affordable), provision of public open space and formation of replacement access for the dwelling Fairfield",local-authority-eng:CHE,not owned by a public authority,2015-09-07,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=11/2394C&query=77ea9b74-1158-42a0-99e3-37834e044e79,permissioned,full planning permission,POINT(-2.318894 53.154318),2728,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2017-10-19
