site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"“Thomas St phases 3 & 4, Thomas St, Woolwich New Rd & Wellington St Woolwich“",yes,,2019-12-17,,1.82,488,488,Previous permission 06/1751/O included in 2018 Brownfield Register. Dwellings range as per Woolwich Urban Design Strategy.,local-authority-eng:GRE,not owned by a public authority,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Not Permissioned,,RBG-01,,2017-12-22
"64 Plumstead High Street, Plumstead",yes,,2019-12-17,,0.09,7,7,17/1285/F. Started. Previous permission 07/2002/F included in 2017 Brownfield Register.,local-authority-eng:GRE,not owned by a public authority,2007-10-29,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-02,,2017-12-22
"“Former Greenwich District Hospital site, Vanbrugh Hill Greenwich“",yes,,2019-12-17,,2.20,686,686,"“Started. Permission 16/2591/F for 41 additional residential units increased total residential units on site to 686, up from the 645 units included in 2018 Brownfield Register and permitted by 08/0688/F.",local-authority-eng:GRE,not owned by a public authority,2009-03-31,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-03,,2017-12-22
"“The Academy (former Royal Military Academy), Academy Rd Woolwich“",yes,2018-12-17,2018-12-17,,4.41,328,328,“08/1972/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2009-07-10,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-04,,2017-12-22
"“Kidbrooke Village Phase 2, Kidbrooke Park Rd Kidbrooke“",yes,2019-12-17,2019-12-17,,5.04,595,595,“09/2269/R. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2010-03-24,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,reserved matters approval,RBG-05,,2017-12-22
“92-94 Shooters Hill Rd Charlton“,yes,,2019-12-17,,0.07,3,3,“10/0032/F. Started,local-authority-eng:GRE,not owned by a public authority,2010-08-02,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-06,,2017-12-22
“83-87 Greenwich High Rd Greenwich“,yes,,2019-12-17,,0.03,14,14,18/2389/F. Previous permission 11/0848/F included in 2017 Brownfield Register lapsed.,local-authority-eng:GRE,not owned by a public authority,2019-02-14,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-07,,2017-12-22
"Enderby Wharf (former Alcatel Site), Christchurch Way",yes,,2019-12-17,,3.60,677,677,“13/3025/MA. Started. Minimum net dwellings figure excludes the northern part of the site (Enderby Place) which has a separate residential permission.,local-authority-eng:GRE,not owned by a public authority,2014-11-10,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-08,,2017-12-22
"“Hilton's Wharf, 30-52 Norman Rd Greenwich“",yes,,2019-12-17,,0.13,85,85,“10/2354/F. Started,local-authority-eng:GRE,not owned by a public authority,2012-03-27,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-09,,2017-12-22
"“Mast Quay Phase 2, Woolwich Church St Woolwich“",yes,,2019-12-17,,0.76,218,218,“10/0161/F. Started.,local-authority-eng:GRE,not owned by a public authority,2012-03-29,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-10,,2017-12-22
"“Greenwich Millennium Village, Peartree Way & West Parkside Greenwich“",yes,,2019-12-17,,8.01,1746,1746,“12/0022/O and subsequent reserved matters applications. Started.,local-authority-eng:GRE,not owned by a public authority,2012-03-30,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,outline planning permission,RBG-11,,2017-12-22
"“South East London Aquatic Centre, Europe Rd Woolwich (King Henry's Dock)“",yes,,2019-12-17,,0.13,100,100,“11/1584/F. Started.,local-authority-eng:GRE,not owned by a public authority,2012-03-30,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-12,,2017-12-22
"“Former Westcombe Park police station, 11 Combedale Rd Westcombe Park“",yes,,2019-12-17,,0.10,9,9,“12/1668/F. Started.,local-authority-eng:GRE,not owned by a public authority,2012-09-03,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-13,,2017-12-22
"“Warren Masterplan, Beresford St Woolwich“",yes,,2019-12-17,,14.98,2032,2032,“13/0117/O and subsequent full and reserved matters applicatios. Started.,local-authority-eng:GRE,not owned by a public authority,2013-06-19,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,outline planning permission,RBG-14,,2017-12-22
“Land adjacent to 106-116 McLeod Rd & Dahlia Rd Abbey Wood“,yes,,2019-12-17,,0.11,9,9,Permission 13/2193/O included in previous Register now lapsed,local-authority-eng:GRE,not owned by a public authority,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Not Permissioned,,RBG-15,,2017-12-22
“139 Greenwich High Rd Greenwich“,yes,2019-12-17,2019-12-17,,0.03,9,9,“14/2868/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2015-01-14,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-16,,2017-12-22
“Plot M0103 (land east of Barge Walk) Peninsula Riverside Greenwich“,yes,2018-12-17,2018-12-17,,0.43,224,224,“13/2874/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2014-03-31,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-17,,2017-12-22
"“St Joseph's Community Hall, Pelton Rd Greenwich“",yes,2018-12-17,2018-12-17,,0.09,8,8,“14/0336/F. Completed 2018.,local-authority-eng:GRE,not owned by a public authority,2014-04-11,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-18,,2017-12-22
“Grove Market Place & 60 Eltham High St Eltham“,yes,2019-12-17,2019-12-17,,0.43,144,144,“13/2407/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2014-05-15,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-19,,2017-12-22
"“Former Woolwich Congregational Church, Rectory Place Woolwich“",yes,2019-12-17,2019-12-17,,0.09,9,9,“14/1324/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2014-07-30,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-20,,2017-12-22
"“Callis Yard, Bunton St Woolwich“",yes,2019-12-17,2019-12-17,,0.43,152,152,“14/1355/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2014-12-05,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-21,,2017-12-22
“76 Eltham Rd Eltham“,yes,2019-12-17,2019-12-17,,0.07,4,4,“14/2778/F. Completed in 2019.,local-authority-eng:GRE,not owned by a public authority,2014-12-16,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,permissioned,full planning permission,RBG-22,,2017-12-22
