site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Egginton Street Car Park, Egginton Street, Hull Local Plan Housing Allocation H2, HU2 8BT",,,2017-12-20,,0.12,24,24,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 24 flats/dwellings. 04/01171/OUT Erection of a three storey apartment block for 18 two bedroom and 6 one bedroom apartments,local-authority-eng:KHL,owned by a public authority,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,Not Permissioned,,BLR002,http://hullcc.limehouse.co.uk/file/4808511,2017-12-20
"Upper Floors 41 - 65 George Street (Upper Floors), Hull Local Plan Housing Allocation H7, HU1 3BA",,,2017-12-20,,0.07,6,6,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 6 (net) flats. Change of use of floors 1, 2 and 3 from existing single apartment per floor to 3 apartments per floor.",local-authority-eng:KHL,not owned by a public authority,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,Not Permissioned,,BLR007,http://hullcc.limehouse.co.uk/file/4808525,2017-12-20
"25 - 27 Dock Street, Hull Local Plan Housing Allocation H8, HU1 3DL",yes,,2017-12-20,,0.02,9,9,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 9 flats/dwellings. 14/01212/FULL (implemented) & 11/01161/FULL Erection of 7 storey building, offices on the first floor / self contained flats on floors 2 - 6 (total of 9).",local-authority-eng:KHL,not owned by a public authority,2014-12-05,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR008,http://hullcc.limehouse.co.uk/file/4808530,2017-12-20
"177 Sharp Street (West End), Hull Local Plan Housing Allocation H27, HU5 2AD",yes,,2017-12-20,,0.35,15,15,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 15 dwellings. Erection of 15 dwellings.,local-authority-eng:KHL,not owned by a public authority,2016-07-25,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR027,http://hullcc.limehouse.co.uk/file/4808528,2017-12-20
"United Reformed Church and Car Park Holderness Road, Kingston Upon Hull, HU9 3DW",yes,,2017-12-20,,0.2,13,13,"Erection of three storey building comprising 4 units on ground floor for use within classes A1, A2, A3 and A5 with 4 flats on the first and second floors and erection of 5 two storey dwellings.",local-authority-eng:KHL,not owned by a public authority,2016-04-27,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR029,http://hullcc.limehouse.co.uk/file/4808529,2017-12-20
"Former Newland Primary School, Newland Avenue, Hull Local Plan Housing Allocation H30, HU5 3BG",yes,,2017-12-20,,0.41,34,34,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 34 flats/dwellings. 16/01286/FULL Convert former school buildings to provide 24 residential flats and 2 dwelling. Erection of 8 new dwellings in two terraces of fur dwellings.,local-authority-eng:KHL,not owned by a public authority,2016-11-15,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR030,http://hullcc.limehouse.co.uk/file/4808527,2017-12-20
"Former Tower Grange Police Station, Holderness Road,Hull Local Plan Housing Allocation H31, HU8 9HP",yes,,2017-12-20,,0.24,20,20,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 18 flats/dwellings. 16/00647/FULL 1) Change of use of police station to 3 shops, 3 offices and 18 x 2 bedroom apartments",local-authority-eng:KHL,not owned by a public authority,2016-07-06,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR031,http://hullcc.limehouse.co.uk/file/4808535,2017-12-20
"121 - 123 Sharp Street, Kingston Upon Hull, HU5 2AE",yes,,2017-12-20,,0.05,5,5,Erection of two storey building 3 self contained flats. Erection of 2 dwellings at the rear,local-authority-eng:KHL,not owned by a public authority,2015-01-29,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR035,http://hullcc.limehouse.co.uk/file/4808537,2017-12-20
"Land at former David Lister School, Hull Local Plan Housing Allocation H36, HU9 2PR",yes,,2017-12-20,,3.5,82,82,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 82 flats/dwellings. 16/01165/FULL - Erection of 82 new dwellings with associated parking, landscaping, and highways works, and provision of open green space",local-authority-eng:KHL,not owned by a public authority,2017-01-27,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR036,http://hullcc.limehouse.co.uk/file/4808532,2017-12-20
"48 Pearson Park, Hull Local Plan Housing Allocation H43, HU5 2TG,",yes,,2017-12-20,,0.05,6,6,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 6 dwellings. 13/01025/PCOU Change of use from offices to 6 flats,local-authority-eng:KHL,owned by a public authority,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,Not Permissioned,,BLR043,http://hullcc.limehouse.co.uk/file/4808531,2017-12-20
