site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Adj Mill Hill Phase 2, Mill Hill, Cleator Moor",yes,,2017-12-22,,0.58,10,10,Reserved Matters Application For Phase 2 (10 Dwellings) Including Associated Infrastructure,local-authority-eng:COP,not owned by a public authority,2013-10-09,,permissioned,full planning permission,CBR001,https://www.copeland.gov.uk/attachments/cbr001-adj-mill-hill-phase-2,2017-12-22
"Colliers Way, Whitehaven.",yes,,2017-12-22,,0.47,74,74,"Erection Of 74 Dwellings, Comprising 31 Self Build Plots 21 Dwellings For Sale 22 Dwellings For Rent Or Shared Ownership",local-authority-eng:COP,not owned by a public authority,2010-10-20,,permissioned,full planning permission,CBR002,https://www.copeland.gov.uk/attachments/cbr002-colliers-way-whitehaven,2017-12-22
County Highways Depot Holborn Hill,yes,,2017-12-22,,0.35,10,10,Outline Application for The Erection Of 8 Detached Dwellings And One Detached Garage,local-authority-eng:COP,not owned by a public authority,2014-09-10,,permissioned,reserved matters approval,CBR003,https://www.copeland.gov.uk/attachments/cbr003-former-county-highways-depot,2017-12-22
Former Ashburners Compound Millom Road,yes,,2017-12-22,,0.16,10,9,Demolition Of Existing Commercial Building & Erection Of Nine Dwellings (Resubmission Of 4/08/2146/0),local-authority-eng:COP,not owned by a public authority,2012-02-09,,permissioned,full planning permission,CBR004,https://www.copeland.gov.uk/attachments/cbr004-former-ashburners-compound,2017-12-22
Former Cinema Buildings Bookwell Street,,,2017-12-22,,0.14,8,8,Reserved Matters For Full Development Details (8 Dwellings),local-authority-eng:COP,not owned by a public authority,,,pending decision,,CBR005,https://www.copeland.gov.uk/attachments/cbr005-former-cinema-egremont,2017-12-22
Former Lakeland Laundry,yes,,2017-12-22,,1.31,34,28,48 Dwellings,local-authority-eng:COP,not owned by a public authority,2007-02-07,,permissioned,full planning permission,CBR006,https://www.copeland.gov.uk/attachments/cbr006-former-lakeland-laundary,2017-12-22
Former Nightclub Meadow Road,yes,,2017-12-22,,0.24,12,10,Outline Application for Four Individual Residential Building Plots,local-authority-eng:COP,not owned by a public authority,2014-05-01,,permissioned,outline planning permission,CBR007,https://www.copeland.gov.uk/attachments/cbr007-former-nightclub-meadow-road-whitehaven,2017-12-22
Former Outbuildings Seacote Hotel,yes,,2017-12-22,,0.46,8,8,"Improved Vehicle Access & Proposed Alterations To Car Park, Plus Construction Of 8 New Houses",local-authority-eng:COP,not owned by a public authority,2013-09-23,,permissioned,full planning permission,CBR008,https://www.copeland.gov.uk/attachments/cbr008-former-outbuildings-seacote-hotel,2017-12-22
Former Sekers Factory Main Street,yes,,2017-12-22,,1.28,35,25,,local-authority-eng:COP,not owned by a public authority,2017-03-31,,permissioned,full planning permission,CBR009,https://www.copeland.gov.uk/attachments/cbr009-former-sekers-factory-site,2017-12-22
"Land at East Road, Egremont",,,2018-01-31,,0.46,40,25,ERECTION OF 28 NO. APARTMENTS OVER 3.5 STOREYS AND 13 NO. DWELLINGS OVER 2.5 STOREYS WITH ASSOCIATED LANDSCAPING AND CAR PARKING,local-authority-eng:COP,not owned by a public authority,,,pending decision,,CBR010,https://www.copeland.gov.uk/attachments/cbr010-land-east-road-egremont,2018-01-31
