site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Former depot Bingham Road,,,2017-12-04,,0.08,7,7,Redevelop for 2 storey block 4 flats and 3 houses.,local-authority-eng:CHC,not owned by a public authority,,,not permissioned,,BR8/02/0214,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-04
Ambulance Station and community centre Bingham Road,,,2017-12-04,,0.21,5,5,Retain community use. Redevelop ambulance station for terrace of 5 houses,local-authority-eng:CHC,mixed ownership,,,not permissioned,,BR8/02/0215,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-04
129 Somerford Road,,,2017-12-04,,0.08,12,12,"Isolated commercial use suitable for housing. Redevelop to form 2.5 storey block of 12 flats with parking. Somerford Road, outside site, is in flood zone 2, so there is an issue re safe access to the site.",local-authority-eng:CHC,not owned by a public authority,,,not permissioned,,BR8/02/0200,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-04
Cookes Furniture Shop 105-107 Somerford Road,,,2017-12-04,,0.26,14,14,"Site has same area as site next door, which has permission for 14 units, so estimate residential potential as 14 units.",local-authority-eng:CHC,not owned by a public authority,,,not permissioned,,BR8/02/0245,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-04
Highcliffe Social Club 387 Lymington Road,,,2017-12-04,,0.09,9,9,"Building unsuitable for conversion. Redevelop 2.5 storey mixed use commercial/community/residential, 9 flats @ 1 parking space each. Higher density through all flats, 100% residential or less parking.",local-authority-eng:CHC,not owned by a public authority,,,not permissioned,,BR8/03/0220,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-04
Brandon Tool Hire 2 Jumpers Avenue,,,2017-12-04,,0.16,10,10,2 storey flats with parking. 2nd Brandon Tool Hire on Somerford Road so assume only one premises required in long term,local-authority-eng:CHC,not owned by a public authority,,,not permissioned,,BR8/04/0022,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-04
63a-77 Somerford Road,,,2017-12-06,,0.98,20,20,"Planning permission only for part of the site, but potential of site considered as a whole. Assumed suitable and achievable as 63 somerford Rd PP granted 30/12/2016 app 8/16/2157F for construction of 3rd storey- 6 flats (potential unaltered).. If site developed comprehensively may be potential for 20 units if areas of flood risk avoided and safe access obtained.",local-authority-eng:CHC,not owned by a public authority,2016-12-30,http://planning.christchurchandeastdorset.gov.uk/plandisp.aspx?recno=105090,permissioned,full planning permission,BR8/02/0281,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-06
Yard east of Malvern Court Dorset Road,,,2017-12-06,,0.04,5,5,Redevelop for 3 storey block of 5 flats with parking to rear,local-authority-eng:CHC,not owned by a public authority,,,not permissioned,,BR8/02/0389,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-06
415-417c Lymington Road,,,2017-12-06,,0.17,6,6,"Redevelop rear storage building to pair semi-detached bungalows. Redevelop 415-415c to create 2.5 storey development, 2 or 3 commercial ground floor units with 5 flats above and parking to front",local-authority-eng:CHC,not owned by a public authority,,,not permissioned,,BR8/03/0103,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-06
The Hinton Oak Lymington Road,,,2017-12-06,,0.24,7,7,"Retain pub use but redevelop whole site for pub and 8 flats at 2.5 storey, residential and pub parking, garden. Avoid TPOs.",local-authority-eng:CHC,not owned by a public authority,,,not permissioned,,BR8/03/0223,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,2017-12-06
