site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former Worsley Inn, High Stret, Wroxall, PO38 3HB",,,2017-12-22,,0.31,5,5,Residential led development,local-authority-eng:IOW,not owned by a public authority,,,not permissioned,,BFR008,https://www.iwight.com/brownfieldlandregister,2017-12-22
"Former Somerton Reservoir, Newport Road, Cowes, PO31 7ER",,,2017-12-22,,1.89,5,5,Residential led development,local-authority-eng:IOW,not owned by a public authority,,,not permissioned,,BFR026,https://www.iwight.com/brownfieldlandregister,2017-12-22
"9-11 George Street, Ryde, PO33 2EB",,,2017-12-22,,0.09,5,5,Residential led development,local-authority-eng:IOW,not owned by a public authority,,,not permissioned,,BFR038a,https://www.iwight.com/brownfieldlandregister,2017-12-22
"6-8 Georges Street, Ryde, PO33 2EB",,,2017-12-22,,0.03,5,5,Residential led development,local-authority-eng:IOW,not owned by a public authority,,,not permissioned,,BFR038b,https://www.iwight.com/brownfieldlandregister,2017-12-22
"SPA site, Shanklin Esplanade",,,2017-12-22,,0.37,5,5,Residential led development,local-authority-eng:IOW,owned by a public authority,,,not permissioned,,BFR047,https://www.iwight.com/brownfieldlandregister,2017-12-22
"23, Carter Street, Sandown, PO36 8DG",,,2017-12-22,,0.19,5,5,Residential led development,local-authority-eng:IOW,not owned by a public authority,,,not permissioned,,BFR050,https://www.iwight.com/brownfieldlandregister,2017-12-22
"Car sales area, Havenstreet Garage, Main Road, Havenstreet, PO33 4DR",,,2017-12-22,,0.28,5,5,Residential led development,local-authority-eng:IOW,not owned by a public authority,,,not permissioned,,BFR053,https://www.iwight.com/brownfieldlandregister,2017-12-22
"Cheeks Farm, Merstone Lane, Merstone, Newport, PO30 3DE",,,2017-12-22,,0.6,5,5,Residential led development,local-authority-eng:IOW,not owned by a public authority,,,not permissioned,,BFR073,https://www.iwight.com/brownfieldlandregister,2017-12-22
"Berkeley Court Hotel, 2 Culver Road, Shanklin, PO376ER",yes,,2017-12-22,,0.17,9,9,"Permission was for 14, 5 have been built to date. P/01675/10&P/01194/12& P/00164/16. Demolition of hotel, residential development comprising 14 flats",local-authority-eng:IOW,not owned by a public authority,2016-04-07,,permissioned,full planning permission,BFR080,https://www.iwight.com/brownfieldlandregister,2017-12-22
"Site of Former Rozelle Hotel, 22 Atherley Road, Shanklin, PO377AT",yes,,2017-12-22,,0.08,1,1,P/00689/15. 4 Storey block of 11 Flats with associated parking,local-authority-eng:IOW,not owned by a public authority,2015-09-03,,permissioned,full planning permission,BFR081,https://www.iwight.com/brownfieldlandregister,2017-12-22
