site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Windrush House, Bourne End",yes,,2017-12-14,,0.15,8,8,,local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.710374 51.5825),SBE0050,http://mywycombe.wycombe.gov.uk,2017-12-14
"Dashwood Avenue, High Wycombe",,,2017-12-14,,0.89,70,70,,local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.771823 51.6338),SHW0020,http://mywycombe.wycombe.gov.uk,2017-12-14
Thame House Castle Street High Wycombe Buckinghamshire HP13 6LH,,,2017-12-14,,0.25,120,120,16/08188/PNP3O,local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.75028 51.6305),SHW0050,http://mywycombe.wycombe.gov.uk,2017-12-14
46 West Wycombe Road High Wycombe Buckinghamshire HP11 2LW,yes,,2017-12-14,,0.08,12,12,15/06043/FUL,local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.760696 51.634),SHW0067,http://mywycombe.wycombe.gov.uk,2017-12-14
207 Hughenden Road High Wycombe Buckinghamshire HP13 5PL,yes,,2017-12-14,,0.11,5,5,10/07474/FUL. Conversion of existing dwelling into 2 x 2 bed flats and erection of two storey attached unit comprising 4 x 1 bed flats with associated parking,local-authority-eng:WYO,not owned by a public authority,2013-09-07,,permissioned,full planning permission,POINT(-0.750474 51.6406),SHW0121,http://mywycombe.wycombe.gov.uk,2017-12-14
"Ruskin Works, Oakridge Road, High Wycombe, Buckinghamshire",yes,,2017-12-14,,0.3,14,14,"14/08128/FUL, 16/05752/IN.. Employment led mixed use development including demolition of two single storey blocks, erection of 12 x 2-bed flats in one block with associated car parking & landscaping",local-authority-eng:WYO,not owned by a public authority,2017-10-30,,permissioned,full planning permission,POINT(-0.765707 51.6346),SHW0207,http://mywycombe.wycombe.gov.uk,2017-12-14
34 Dashwood Avenue High Wycombe Buckinghamshire HP12 3DX,,,2017-12-14,,0.02,5,5,,local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.769934 51.6335),SHW0210,http://mywycombe.wycombe.gov.uk,2017-12-14
209-211 West Wycombe Road High Wycombe Buckinghamshire HP12 3AW,yes,,2017-12-14,,0.14,10,10,"16/07637/FUL, 14/05432/FUL. Construction of two storey rear extension including lower ground level to both properties and conversion of existing pair of semi detached dwellings to form 12 x 1 bed flats",local-authority-eng:WYO,not owned by a public authority,2014-05-23,,permissioned,full planning permission,POINT(-0.773306 51.6372),SHW0262,http://mywycombe.wycombe.gov.uk,2017-12-14
193-197 West Wycombe Road High Wycombe Buckinghamshire HP12 3AW,yes,,2017-12-14,,0.19,9,9,"16/08277/MINAMD, 16/05324/FUL",local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.771874 51.6368),SHW0263,http://mywycombe.wycombe.gov.uk,2017-12-14
Edie Pusey House 9A Amersham Road High Wycombe Buckinghamshire HP13 6PN,yes,,2017-12-14,,0.18,8,8,"16/07320/FUL, 08/07080/FUL",local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.742128 51.6362),SHW0281,http://mywycombe.wycombe.gov.uk,2017-12-14
"Easton Street / Eastern Quarter, High Wycombe",yes,,2017-12-14,,3.37,50,50,Allocated in the Delivery and Site Allocations document.,local-authority-eng:WYO,owned by a public authority,,,not permissioned,,POINT(-0.744881 51.6283),SHW0322,http://mywycombe.wycombe.gov.uk,2017-12-14
Lilys Walk Gas Works,yes,,2017-12-14,,1.39,239,239,15/08002/FULEA. Allocated in the Delivery and Site Allocations document.,local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.756082 51.6286),SHW0323,http://mywycombe.wycombe.gov.uk,2017-12-14
"Buckingham House and Castle House,West End Road, High Wycombe",yes,,2017-12-14,,0.55,117,117,"16/08306/FUL,16/07548/PNP3O, 16/05055/PNP3O. Allocated in the Delivery and Site Allocations document.",local-authority-eng:WYO,not owned by a public authority,,,not permissioned,,POINT(-0.757424 51.6295),SHW0325,http://mywycombe.wycombe.gov.uk,2017-12-14
