site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Site of Box Trees Mill, Boy Lane, Wheatley, Halifax",yes,,2018-12-31,,0.99,87,87,,local-authority-eng:CLD,not owned by a public authority,2013-11-06,,permissioned,full planning permission,BLR001,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR001,2017-12-20
"The Ranch, New Road, Holywell Green, Elland",yes,,2018-12-31,,0.42,2,2,,local-authority-eng:CLD,not owned by a public authority,2016-12-05,,permissioned,full planning permission,BLR004,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR004,2017-12-20
"467-475 Elland Road, Elland",yes,,2018-12-31,,0.23,10,10,Amendment approved 15/01439/FUL 2016,local-authority-eng:CLD,not owned by a public authority,2014-08-19,,permissioned,full planning permission,BLR006,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR006,2017-12-20
"Land At Whitehouse Farm, Holmfield, Halifax",yes,,2018-12-31,,0.67,23,23,pursuant to 14/00058/OUT,local-authority-eng:CLD,not owned by a public authority,2017-06-29,,permissioned,reserved matters approval,BLR008,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR008,2017-12-20
"Jubilee Works, Jubilee Street North, Ovenden, Halifax",yes,,2018-12-31,,0.08,6,6,,local-authority-eng:CLD,not owned by a public authority,2015-11-09,,permissioned,full planning permission,BLR009,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR009,2017-12-20
"Site of Scar Bottom Mill, Scar Bottom Lane, Greetland, Elland",,,2018-12-31,,0.17,6,6,,local-authority-eng:CLD,not owned by a public authority,2011-07-20,,permissioned,full planning permission,BLR014,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR014,2017-12-20
"Victoria Works, Dean Street, West Vale, Elland",yes,,2018-12-31,,0.07,7,7,,local-authority-eng:CLD,not owned by a public authority,2015-11-18,,permissioned,full planning permission,BLR015,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR015,2017-12-20
"Baxter Lane Works, Baxter Lane, Northowram, Halifax",yes,,2018-12-31,,0.05,5,5,,local-authority-eng:CLD,not owned by a public authority,2014-03-04,,permissioned,full planning permission,BLR017,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR017,2017-12-20
"Wheatley Wells Inn, 106-112 Wheatley Road, Wheatley, Halifax",yes,,2018-12-31,,0.02,5,5,,local-authority-eng:CLD,not owned by a public authority,2013-06-28,,permissioned,full planning permission,BLR018,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR018,2017-12-20
"8-12 Cross Hills, Halifax",yes,,2018-12-31,,0.02,27,27,,local-authority-eng:CLD,not owned by a public authority,2014-01-28,,permissioned,full planning permission,BLR019,https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR019,2017-12-20
