site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Landata House, Station Road, Hook",yes,,2017-12-22,,0.55,78,78,Redevelopment of the site to provide 78 residential flats,local-authority-eng:HAT,not owned by a public authority,2016-03-23,,permissioned,full planning permission,15/01603/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Bartley House, Station Road, Hook",yes,,2017-12-22,,0.6,53,53,Change of use from B1(a) to C3,local-authority-eng:HAT,not owned by a public authority,2016-05-31,,permissioned,other,16/00571/PRIOR 16/03378/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Providence House, 2 Bartley Way, Hook",yes,,2017-12-22,,1.69,107,107,Change of use from B1 to C3,local-authority-eng:HAT,not owned by a public authority,2016-05-24,,permissioned,other,16/00883/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Winchfield Lodge, Old Potbridge Road",yes,,2017-12-22,,0.98,16,16,Conversion from B1 (office) to 4 residential dwellings plus the erection of 12 additional dwellings,local-authority-eng:HAT,not owned by a public authority,2013-12-03,,permissioned,full planning permission,13/00720/MAJOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Lamb Hotel, High Street, Hartley Wintney",yes,,2017-12-22,,0.25,11,11,"Conversion and extension of existing hotel buildings to form offices, retail unit, one 2-bedroom flat, one 4-bedroom house and one 3-bedroom house and the erection of one 3-bedroom house, six 2-bedroom houses and one 1-bedroom flat",local-authority-eng:HAT,not owned by a public authority,2013-09-23,,permissioned,full planning permission,13/01215/MAJOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Rose Court, Rye Common Lane, Crondall",yes,,2017-12-22,,0.3,14,14,"Demolition of office building, car parking and hard standing and erection of new building to create 14 x 2 bed apartments",local-authority-eng:HAT,not owned by a public authority,2015-09-10,,permissioned,full planning permission,15/01083/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Land rear of 102-108 Fleet Road, Fleet",yes,,2017-12-22,,0.09,12,12,Reserved Matters (Appearance and Landscaping): Demolition of existing storage buildings and erection of a single block containing 10 x 1 & 2 x 2-bed residential flats. Outline application: 14/00106/MAJOR,local-authority-eng:HAT,not owned by a public authority,2015-07-01,,permissioned,REM,15/00276/REM,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"18 Church Road, Fleet",yes,,2017-12-22,,0.08,10,10,Demolition of existing office block at 18 Church Road and erection of 10 apartments,local-authority-eng:HAT,not owned by a public authority,2015-06-19,,permissioned,full planning permission,15/00275/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Consort House, 46-48 Albert Street, Fleet",yes,,2017-12-22,,0.04,6,6,Change of use from B1 to C3,local-authority-eng:HAT,not owned by a public authority,2016-03-15,,permissioned,other,16/00032/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Consort House, 46-48 Albert Street, Fleet",yes,,2017-12-22,,0.04,7,7,Change of use from B1 to C3,local-authority-eng:HAT,not owned by a public authority,2016-05-26,,permissioned,other,16/00796/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"115-123 Fleet Road, Fleet",yes,,2017-12-22,,0.14,6,6,Change of use of B1a offices to 6 flats,local-authority-eng:HAT,not owned by a public authority,2017-05-30,,permissioned,other,17/00828/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"115-123 Fleet Road, Fleet",yes,,2017-12-22,,0.14,12,12,"Change of use of ground floor (part), 1st floor (part) and 2nd floor (part) from Use Class B1a offices to 12 flats (8 x 1 bedroom and 4 x 2 bedroom)",local-authority-eng:HAT,not owned by a public authority,2017-02-02,,permissioned,other,16/03413/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"111-113 Fleet Road, Fleet",yes,,2017-12-22,,0.1,12,12,Change of use of 1st and 2nd floors from Use Class B1a offices to 12 flats (10 x 1 bedroom and 2 x 2 bedroom),local-authority-eng:HAT,not owned by a public authority,2017-02-02,,permissioned,other,16/03411/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
93 Fleet Road,yes,,2017-12-22,,0.17,10,10,"Conversion of existing office to form eight two-bedroom flats, and erection of new detached three storey building to the rear to form two one-bedroom flats",local-authority-eng:HAT,not owned by a public authority,2014-11-20,,permissioned,full planning permission,14/02101/MAJOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Pioneer House, Unit 2 Fleetwood Park, Barley Way, Fleet",yes,,2017-12-22,,0.48,33,33,Conversion of the building into 33 residential units,local-authority-eng:HAT,not owned by a public authority,2015-10-14,,permissioned,full planning permission,15/01540/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Former Auxiliary Stores Unit, Former Queen Elizabeth Barracks, Naishes Lane, Fleet",yes,,2017-12-22,,0.75,16,16,Redevelopment of the site to provide 16 Dwellings,local-authority-eng:HAT,not owned by a public authority,2015-07-31,,permissioned,full planning permission,15/00828/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Oak House, Harvest Crescent, Fleet",yes,,2017-12-22,,0.61,14,14,To create 14 new flats on the second floor of Oak House,local-authority-eng:HAT,not owned by a public authority,2016-11-14,,permissioned,full planning permission,16/01441/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Oak House, Harvest Crescent, Fleet",yes,,2017-12-22,,0.61,31,31,Change of use from offices (Class B1a) to form 31 apartments,local-authority-eng:HAT,not owned by a public authority,2016-07-26,,permissioned,other,16/01445/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Guillemont Park, Minley Road, Blackwater",yes,,2017-12-22,,3.4,102,102,Demolition of the existing part-built steel framed structures. Redevelopment of the site for the construction of 150 dwellings,local-authority-eng:HAT,not owned by a public authority,2014-11-21,,permissioned,full planning permission,13/02633/MAJOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"White Hart House, London Road, Blackwater",yes,,2017-12-22,,0.16,18,18,Change of use from B1(a) to 18 dwellings: 17 1-bed and 1 2-bed,local-authority-eng:HAT,not owned by a public authority,2017-01-19,,permissioned,other,16/03072/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Land to the rear of Acorn House, Elms Road, Hook",yes,,2017-12-22,,0.18,5,5,Erection of 5 dwellings,local-authority-eng:HAT,not owned by a public authority,2017-08-18,,permissioned,full planning permission,17/01111/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Winkworth Business Park, Hartley Wintney",yes,,2017-12-22,,0.5,5,5,Reserved Matters for 14/01093/OUT erection of 5 dwellings,local-authority-eng:HAT,not owned by a public authority,2016-01-08,,permissioned,REM,15/02201/REM,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Land to the rear of Chantryland, New Road, Eversley",yes,,2017-12-22,,0.36,6,6,"Demolition of Chantryland and erection of one 5 bedroom, two 4 bedroom and three 2 bedroom houses",local-authority-eng:HAT,not owned by a public authority,2015-02-24,,permissioned,full planning permission,14/02942/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Fleet Autos, St James Road, Fleet",yes,,2017-12-22,,0.05,5,5,"Residential development to provide five residential units, comprising one x studio unit, three x one bed houses and one x two-bed house",local-authority-eng:HAT,not owned by a public authority,2015-07-06,,permissioned,full planning permission,15/00230/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Clare Park Private Retirement Residences Ltd, Clare Park",yes,,2017-12-22,,2.15,6,6,Extension of original General Managers Cottage to form additional cottage for residents. Construction of five new residents cottages,local-authority-eng:HAT,not owned by a public authority,2016-04-22,,permissioned,full planning permission,15/02977/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"32 Reading Road, Fleet",yes,,2017-12-22,,0.03,6,6,Conversion of existing B2 premises to 6 apartments,local-authority-eng:HAT,not owned by a public authority,2016-01-12,,permissioned,full planning permission,15/02225/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Branksome Chambers, Branksomewood Road, Fleet",yes,,2017-12-22,,0.08,5,5,Change of use from office under Class B1(a) to dwelling under Class C3- 5 x 2-bed flats,local-authority-eng:HAT,not owned by a public authority,2014-12-03,,permissioned,other,14/02454/PNDW,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Silvergate Redfields Industrial Park, Feet",,,2017-12-22,,0.45,44,44,Scheme has no SANG mitigation and therefore can not be considered deliverable. Change of use from office (B1a) to dwellings (C3) for 44 dwellings,local-authority-eng:HAT,not owned by a public authority,2017-04-12,,permissioned,other,17/00244/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"144 Clarence Road, Fleet",yes,,2017-12-22,,0.05,5,5,Demolition of existing building and erection of a new building to house 5 2-bedroom apartments,local-authority-eng:HAT,not owned by a public authority,2017-09-07,,permissioned,full planning permission,17/01039/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Victoria House, 18-22 Albert Street, Fleet",yes,,2017-12-22,,0.1,5,5,Change of use of ground floor from B1a offices to 5 1-bed flats,local-authority-eng:HAT,not owned by a public authority,2017-10-05,,permissioned,other,17/02008/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Victoria House, 18-22 Albert Street, Fleet",yes,,2017-12-22,,0.1,5,5,Change of use of first floor from B1a offices to 5 1-bed flats,local-authority-eng:HAT,not owned by a public authority,2017-10-05,,permissioned,other,17/02010/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Lorica House, Lorica Consulting Ltd, Minley Road, Fleet",yes,,2017-12-22,,0.32,18,18,Change of use from B1a offices to 18 apartments,local-authority-eng:HAT,not owned by a public authority,2017-04-26,,permissioned,other,17/00477/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Infineon House, Fleet Mill, Minley Road, Fleet",yes,,2017-12-22,,0.43,20,20,Change of use from B1a office to form 20 apartments,local-authority-eng:HAT,not owned by a public authority,2017-04-26,,permissioned,other,17/00475/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Zenith House, 3 Rye Close, Fleet",,,2017-12-22,,0.29,20,20,Scheme has no SANG mitigation and therefore can not be considered deliverable. Change of use from B1a offices to 20 dwellings,local-authority-eng:HAT,not owned by a public authority,2017-05-25,,permissioned,other,17/00947/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"White Hart House, London Road, Blackwater",yes,,2017-12-22,,0.16,5,5,Construction of 5 apartments,local-authority-eng:HAT,not owned by a public authority,2017-09-07,,permissioned,full planning permission,17/00530/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Vantage House, Meridian Office, Osborn Way, Hook",,,2017-12-22,,0.15,15,15,Scheme has no SANG mitigation and therefore can not be considered deliverable. Change of use of offices (B1a) on first and second floors to form 15 apartments,local-authority-eng:HAT,not owned by a public authority,2017-04-27,,permissioned,other,17/00525/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
