site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Building 260-270 Bartley Wood, Bartley Wood Business Park, Bartley Way, Hook",,,2017-12-22,,2.15,116,116,Scheme has no SANG mitigation and therefore can not be considered deliverable. Change of use of offices (B1a) to dwellinghouse (C3),local-authority-eng:HAT,not owned by a public authority,2017-05-30,,permissioned,other,17/00814/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Sun Park, Guillemont Park North",yes,,2017-12-22,,12,323,323,Demolition of the existing office buildings. Construction of 313 residential dwellings,local-authority-eng:HAT,not owned by a public authority,,,pending decision,,SHL100 17/00771/FUL,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Hartland Park, Farnborough",yes,,2017-12-22,,56,1500,1500,1500 units,local-authority-eng:HAT,not owned by a public authority,,,permissioned,permission in principle,SHL197 17/00471/OUT,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"Wimpey Homes Holdings Ltd, Stratfield House, Station Road, Hook",yes,,2017-12-22,,0.19,22,22,,local-authority-eng:HAT,not owned by a public authority,,,pending decision,,17/02644/PRIOR,https://publicaccess.hart.gov.uk/online-applications/,2017-12-22
"125-147 Fleet Road, Fleet",yes,,2017-12-22,,0.59,40,40,Erection of 40 residential apartments following the demolition of 2 office blocks,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL320 17/01710/FUL,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Imac Systems, Fleet",yes,,2017-12-22,,0.05,6,6,,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL041,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
Land at Elvetham Heath,yes,,2017-12-22,,0.84,40,40,Part of SHLAA site SHL104. The southern part of the whole site is not brownfield land,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL104,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Thurlston House, Fleet",yes,,2017-12-22,,0.68,16,16,,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL113,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"140-150 Fleet Road, Fleet",yes,,2017-12-22,,0.21,12,12,,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL192,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Lismoyne Hotel, 45 Church Road, Fleet",yes,,2017-12-22,,0.98,40,40,Potential for 40-unit residential (C3 use) or a 70-unit care home (C2 use),local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL195,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Admiral House, Fleet",yes,,2017-12-22,,0.46,20,20,,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL208,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Rawlings, Hook",yes,,2017-12-22,,1.13,50,50,Either 50 residential units including extra care assisted living development (C2 use) or 110 residential units plus 400m2 of retail space,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL038,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Scrapyard, Totters Lane, Potbridge",yes,,2017-12-22,,0.29,5,5,"There are a number of enforcement cases on site which would need to be resolved prior to submission of a planning application, therefore the site os not considered deliverable",local-authority-eng:HAT,mixed ownership,,,not permissioned,,SHL200,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Fermoy, Farnham Road",yes,,2017-12-22,,1.29,9,9,Part of SHLAA site SHL039. The eastern part of the whole site is not brownfield land,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL039,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Rose Court, Crondall",yes,,2017-12-22,,0.92,15,15,Part of SHLAA site SHL128. The eastern part of the whole site is not brownfield land,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL128,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
"Land at Sankey Lane, Fleet",yes,,2017-12-22,,0.89,20,20,,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL357,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
Land adjoining Winchfield Court,yes,,2017-12-22,,0.29,6,6,Part of SHLAA site SHL034. The southern and northern parts of the whole site are not brownfield land,local-authority-eng:HAT,not owned by a public authority,,,not permissioned,,SHL034,https://www.hart.gov.uk/Evidence-base#SHLAADocs,2017-12-22
