site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Edwin Tucker & Sons Site,yes,,2017-08-07,,0.76,23,23,,national-park-authority:Q5225646,not owned by a public authority,,,pending decision,,DNP08/011,https://maps.dartmoor.gov.uk/brownfield_register/,2017-08-07
"Outdoor Experience, Chuley Road",yes,,2017-08-07,,0.59,18,10,,national-park-authority:Q5225646,not owned by a public authority,,,not permissioned,,DNP08/014,https://maps.dartmoor.gov.uk/brownfield_register/,2017-08-07
"Land on the north and south of Station Rd, Moretonhampstead",yes,,2017-08-07,,2.88,23,15,,national-park-authority:Q5225646,not owned by a public authority,,,not permissioned,,DNP08/017,https://maps.dartmoor.gov.uk/brownfield_register/,2017-08-07
"Former Axminster Carpets Site, Buckfast Mill, Buckfast",yes,,2017-08-07,,4.19,48,32,,national-park-authority:Q5225646,not owned by a public authority,,,not permissioned,,DNP14/076,https://maps.dartmoor.gov.uk/brownfield_register/,2017-08-07
"Kenwyn, Western Road",yes,,2017-08-07,,1.27,20,15,,national-park-authority:Q5225646,owned by a public authority,,,not permissioned,,DNP14/112,https://maps.dartmoor.gov.uk/brownfield_register/,2017-08-07
"Land at Manor Mills, South Brent",yes,,2017-08-07,,0.56,,,Erection of residential care home on existing brownfield site,national-park-authority:Q5225646,not owned by a public authority,2012-09-12,http://www.dartmoor.gov.uk/living-and-working/planning/search-for-an-application/db-links/detailed-application-result?AppNo=0354%2F12,permissioned,full planning permission,0354/12,https://maps.dartmoor.gov.uk/brownfield_register/,2017-08-07
"Blackdown Garage, Mary Tavy",yes,,2017-08-07,,0.64,19,19,Residential development of 19 dwellings and associated works,national-park-authority:Q5225646,not owned by a public authority,2015-05-14,http://www.dartmoor.gov.uk/living-and-working/planning/search-for-an-application/db-links/detailed-application-result?AppNo=0853%2F07,permissioned,full planning permission,0853/07,https://maps.dartmoor.gov.uk/brownfield_register/,2017-08-07
