site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
York Barbican Paragon Street,yes,,2017-12-21,,0.96,0,0,"13/02135/FULM. Erection of 1 no. part 4/part 5 storey building comprising 175no. apartments and 1 no. 3 storey building comprising 12no. apartments with associated access, parking and landscaping",local-authority-eng:YOR,not owned by a public authority,2017-08-24,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-022,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
Garage Court Site at Challoner Road,yes,,2017-12-21,,0.12,0,0,14/01191/FUL. Residential development to include 6no. apartments and 2no. houses with associated parking and landscaping,local-authority-eng:YOR,owned by a public authority,2014-08-08,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-013,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
1-12 Kensal Rise,yes,,2017-12-21,,0.15,0,0,"14/01857/FUL. Additional floor to accommodate 6no. roof top apartments with three new staircase pods and associated cycle stores, bin stores and parking to 1-12 Kensal Rise",local-authority-eng:YOR,not owned by a public authority,2015-01-09,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-014,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
"Hungate Development Site (Blocks D, F, G & H)",yes,,2017-12-21,,4.1,0,0,"15/01709/OUTM. Outline application for Blocks G and H comprising either use class C3 or C2 and flexible commercial uses. Full application for Block D (186 residential units); and Block F (101 residential units), community centre (use class D1) and multi-storey car park",local-authority-eng:YOR,not owned by a public authority,2006-07-18,https://www.york.gov.uk/SearchPlanningApplications,permissioned,outline planning permission,BR-025,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
Car Parking Area Holgate Road,yes,,2017-12-21,,0.03,0,0,15/02295/FUL. Erection of 3 storey block of 6 no. Apartments,local-authority-eng:YOR,not owned by a public authority,2016-03-01,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-003,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
26-30 Swinegate,yes,,2017-12-21,,0.06,0,0,"16/01532/FUL. Conversion of upper floors of 4-6 Church Street and 26-30 Swinegate (use Class B1a) to form 8no. apartments, bin/recycling storage at ground floor and alterations to ground floor shop front",local-authority-eng:YOR,not owned by a public authority,2016-10-07,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-009,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
Mack & Lawler Builders Ltd 2a Low Ousegate,yes,,2017-12-21,,0.02,0,0,16/02710/ORC. Proposed change of use from offices to flats (use class C3) under Class J Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 (resubmission),local-authority-eng:YOR,not owned by a public authority,2017-03-06,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,BR-001,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
The Cocoa Works Haxby Road,yes,,2017-12-21,,2.35,0,0,17/00284/FULM. Conversion and extension of the former Confectionery blocks to 258no. apartments; demolition of buildings and extension to accommodate concierge and community room; erection of convenience store,local-authority-eng:YOR,not owned by a public authority,2017-09-14,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-024,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
The Fleeting Arms 54 Gillygate,yes,,2020-02-19,,0.07,0,0,17/00580/FULM. Conversion of ground floor public house (use class A4) to retail (use class A1) with new shop front and change of use of first and second floors to student residential accommodation (18no. studio apartments) with first floor rear extension,local-authority-eng:YOR,not owned by a public authority,2017-10-06,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-010,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
Ryedale House 58-60 Piccadilly,yes,,2020-02-19,,0.24,0,0,16/02022/ORC. Proposed change of use from offices to 73 apartments (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015,local-authority-eng:YOR,not owned by a public authority,2016-12-23,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,BR-017,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
Hudson House Toft Green,yes,,2020-02-19,,0.55,0,0,"17/00576/FULM. Erection of 4 no. buildings comprising 127no. flats (C3), office (B1a) use and office or restaurant (B1 or A3) uses following the demolition of existing office building (B1a)",local-authority-eng:YOR,not owned by a public authority,2017-08-23,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-021,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
Coal Yard 11 Mansfield Street,yes,,2020-02-19,,0.16,0,0,15/01571/FULM. Erection of four storey block for student accommodation (84 units) following demolition of existing building,local-authority-eng:YOR,not owned by a public authority,2016-11-23,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-015,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
Land Registry James House James Street,yes,,2020-02-19,,0.48,0,0,17/00474/ORC. Proposed change of use from offices (use class B1a) to 60no. apartments (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 (previously approved app: 16/02631/ORC),local-authority-eng:YOR,not owned by a public authority,2017-04-12,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,BR-019,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
Buildmark House George cayley Drive,yes,,2020-02-19,,0.11,0,0,17/00732/FUL. Erection of three storey building comprising 8no. Apartments,local-authority-eng:YOR,not owned by a public authority,2017-06-09,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-011,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
Former Saxon House 71-73 Fulford Road,yes,,2020-02-19,,0.05,0,0,15/02888/FUL. Conversion of guesthouse (use Class C1) to 10no. flats (use class C3),local-authority-eng:YOR,not owned by a public authority,2017-11-15,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-008,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
The Falcon Tap 94 Micklegate,yes,,2017-12-21,,0.04,0,0,"17/01468/FULM. External alterations relating to retained ground floor public house and renovation of upper floors to form two flats, and demolition of extensions and construction of two residential blocks to rear forming 9no flats",local-authority-eng:YOR,not owned by a public authority,2017-11-13,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-005,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
Smiths Gore 48 Bootham,yes,,2017-12-21,,0.12,0,0,17/01541/ORC. Proposed change of use of 46-48 Bootham from offices (use class B1a) to 11no. dwellings (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 as amended,local-authority-eng:YOR,not owned by a public authority,2017-08-17,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,BR-012,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
Simons Auto Services 17 Mansfield Street,yes,,2020-02-19,,0.02,0,0,17/02991/FULM. Erection of 4-storey residential block with 10no. flats and associated parking following demolition of car repair garage,local-authority-eng:YOR,not owned by a public authority,2018-09-12,https://www.york.gov.uk/SearchPlanningApplications,,full planning permission,BR-026,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
Hungate Development Site (Block G),yes,,2017-12-21,,0.25,0,0,17/03032/REMM. Reserved matters application for Block G comprising 196 residential units with commercial floorspace at ground floor (retail/leisure uses),local-authority-eng:YOR,not owned by a public authority,2018-02-19,https://www.york.gov.uk/SearchPlanningApplications,,reserved matters approval,BR-025a,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,2017-12-21
Bank of Scotland 6 Nessgate,yes,,2020-02-19,,0.04,0,0,"17/02451/ORC. Proposed change of use of first, second and third floor offices (use class B1) to 16no. residential units (use class C3), under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 as amended",local-authority-eng:YOR,not owned by a public authority,2017-12-11,https://www.york.gov.uk/SearchPlanningApplications,,other,BR-028,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
23 Piccadilly,yes,,2020-02-19,,0.11,0,0,17/02624/ORC. Proposed change of use of office (use class B1) to 24no. residential units (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 as amended,local-authority-eng:YOR,not owned by a public authority,2017-12-28,https://www.york.gov.uk/SearchPlanningApplications,,other,BR-031,https://www.york.gov.uk/downloads/download/150/brownfield-land-register,
