site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Old Station Yard Oxford Road,yes,,2017-12-08,,0.9,27,27,Erection of 27No. Dwellings,local-authority-eng:WIN,not owned by a public authority,2016-12-21,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR17/01,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
63 Andover Road,yes,,2017-12-08,,0.29,10,10,Demolition of existing dwelling and erection of 10No. dwellings (6No. 2 Bed Flats and 4No. 3 Bed Houses),local-authority-eng:WIN,not owned by a public authority,2017-01-23,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR17/02,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
Trafalgar House Trafalgar Street,yes,,2017-12-08,,0.06,26,26,Change Of Use from B1 to 26 1 Bed Flats,local-authority-eng:WIN,not owned by a public authority,2017-03-29,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,other,BLR17/03,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
12-13 Capitol House Bridge Street,yes,,2017-12-08,,0.05,5,5,(Prior Approval) Change Of Use for First Floor Ofices (B1 Use) to 5 No. Residential Units,local-authority-eng:WIN,not owned by a public authority,2016-09-09,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,other,BLR17/04,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
12-13 Capitol House Bridge Street,yes,,2017-12-08,,0.05,11,11,"(Prior Approval) Change Of Use of the basement, second and third floors and roof spaces from Offices (B1 Use) to 11 Dwellings.",local-authority-eng:WIN,not owned by a public authority,2016-09-09,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,other,BLR17/05,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
Co-Operative Group Ember House Moorside Road,yes,,2017-12-08,,0.11,12,12,(Prior Approval) Change Of Use from B1(A) Office to 12 x Studio Flats.,local-authority-eng:WIN,not owned by a public authority,2015-10-30,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,other,BLR17/06,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
The Brook Clewers Hill,yes,,2017-12-08,,0.33,9,9,Demolition of Exisitng Dwelling and Erection of 10 x Dwellings,local-authority-eng:WIN,not owned by a public authority,2017-03-27,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR17/07,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
51 Denmead Baptist Church Anmore Road,yes,,2017-12-08,,0.16,10,10,Erection of 10 x dwellings following demolition of the existing Denmead Baptist Church.,local-authority-eng:WIN,not owned by a public authority,2015-06-08,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR17/08,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
15 Chilbolton Avenue,yes,,2017-12-08,,0.5,5,5,Demolition of exisitng buildings and erection of 6 x Houses.,local-authority-eng:WIN,not owned by a public authority,2017-01-09,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR17/09,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
Garage Court Bailey Close,yes,,2017-12-08,,0.06,5,5,Erection of 5 x 1 Bed affordable housing units.,local-authority-eng:WIN,owned by a public authority,2017-05-09,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,BLR17/10,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,2017-12-01
