site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Haulage Depot, St Thomas's Road",yes,,2017-12-01,,0.4,15,15,Haulage Depot,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,UT019,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Churnet Works, Macclesfield Road",,,2017-12-01,,9.9,0,0,Has planning permission for mixed use development,local-authority-eng:STF,not owned by a public authority,,,permissioned,reserved matters approval,LE060,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Former reservoirs off, Land at Bridge End, Macclesfield Road",yes,,2017-12-01,,1.1,11,11,Has outline planning permission for 11 dwellings granted at appeal 5/11/2014,local-authority-eng:STF,not owned by a public authority,,,permissioned,outline planning permission,LE071A,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Kniveden Hall and Springhill, Mount Road",,,2017-12-01,,3.5,50,50,Care home in wooded grounds,local-authority-eng:STF,owned by a public authority,,,not permissioned,,LE066,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Portland Mill, Portland Street",yes,,2017-12-01,,0.46,35,35,Conv of mill into 18 townhouses and apartments plus erection of 17 new houses.,local-authority-eng:STF,not owned by a public authority,,,permissioned,full planning permission,LE073,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Site of former, Meadows School, Tunstall Road",,,2017-12-01,,0.66,20,20,Former school now derelict,local-authority-eng:STF,owned by a public authority,,,not permissioned,,BD055,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Uplands Mill, The Uplands",yes,,2017-12-01,,6.55,107,107,Residential redevelopment under construction,local-authority-eng:STF,not owned by a public authority,,,permissioned,outline planning permission,BD056,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Forge Colour Works, Congleton Road",,,2017-12-01,,1.76,19,19,Has permission,local-authority-eng:STF,,,,permissioned,full planning permission,BD070,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Land adjacent to The Orchard, �, Springfield Drive",yes,,2017-12-01,,0.38,7,7,Has planning permission for residential development,local-authority-eng:STF,,,,permissioned,full planning permission,LE089,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Former, Anzio Camp, Buxton Road",,,2017-12-01,,9.67,250,250,Former MOD training camp,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,OC050,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Minster Mill, Walley Street",,,2017-12-01,,0.28,42,42,Underused retail & employment site,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,BD102,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Hurst Yard, Meadow Drive / Bank Street",yes,,2017-12-01,,0.95,42,42,Has permission for 42 residential units - all social rented,local-authority-eng:STF,not owned by a public authority,,,permissioned,full planning permission,CH014,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Stoddards Depot, Leek Road",,,2017-12-01,,0.8,32,32,Coach Depot and Oil Depot Yard,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,CH015,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Land north of, The Green",,,2017-12-01,,1.2,42,42,Mixed Use Site,local-authority-eng:STF,not owned by a public authority,,,not permissioned,,CH020,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Compton Mill, Compton Street",yes,,2017-12-01,,0.36,66,66,Planning permission for C2 residential institution,local-authority-eng:STF,not owned by a public authority,,,permissioned,full planning permission,LE151,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Big Mill, Big Mill, Mill Street",yes,,2017-12-01,,0.63,44,44,Has planning permission for conversion to residential. Shade and Davenport Mill now complete,local-authority-eng:STF,,,,permissioned,full planning permission,LE088,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
London Mill Leek,yes,,2017-12-01,,0.37,93,93,"Demolition of mill and re-build of 93 apartments (33 sheltered, 40 retirement & 20 apartments)",local-authority-eng:STF,not owned by a public authority,,,permissioned,outline planning permission,LE079,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
Hughes concrete Leek,yes,,2017-12-01,,6.59,175,175,"Resi up to 175 dwellings, open space, play area, live work units, marina (inc LE261)",local-authority-eng:STF,not owned by a public authority,,,permissioned,outline planning permission,LE260,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"46B, Station Road",yes,,2017-12-01,,0.49,4,4,Conversion of chapel Sunday school to 4no. Flats,local-authority-eng:STF,,,,permissioned,full planning permission,BD075?,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Land off Gold Place, Randles Lane W Rocks",yes,,2017-12-01,,0.34,1,1,Demolition of agricultural buildings and erection of dwelling,local-authority-eng:STF,,,,permissioned,full planning permission,WR036,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Land and Buildings at, Endon Riding School, Stanley Moss Road",,,2017-12-01,,1.46,12,12,"Operating Equestrian business including indoor arena, ancillary buildings, manege, and landscaping",local-authority-eng:STF,,,,not permissioned,,EN135,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Land at, Caverswall Park Farm, Caverswall Lane",yes,,2017-12-01,,4.2,7,7,Change of Use of existing Offices to 4 dwellings - prior determination and 2 further dwellings,local-authority-eng:STF,not owned by a public authority,,,permissioned,full planning permission,OC067,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Highwayman Inn, Alton Road",yes,,2017-12-01,,0.84,4,4,Conversion to form 9 dwellings,local-authority-eng:STF,not owned by a public authority,,,permissioned,full planning permission,OC036,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
"Lightwood, Well Street, not highwayman.",yes,,2017-12-01,,0.48,18,18,Has planning permission,local-authority-eng:STF,,,,permissioned,full planning permission,CH012,https://www.staffsmoorlands.gov.uk/article/1366/Housing-strategies,2017-12-01
