site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Bishop's Stortford High School Site, London Road, Bishop's Stortford, CM23 3LU",,,2017-12-31,,2.69,150,150,"The Bishop’s Stortford High School site has been allocated in the emerging East Herts District Plan, under Policy BISH6. This site will only be released for development if sufficient secondary school capacity is provided within the Bishop’s Stortford South site (BISH5), also allocated in the East Herts District Plan. Only part of the whole site is brownfield.",local-authority-eng:EHE,not owned by a public authority,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,BR/01,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"The Goods Yard, Station Road, Bishop's Stortford, CM23 3BL",yes,,2017-12-31,,6.64,600,600,"The Goods Yard site has been allocated in the emerging East Herts District Plan, under Policy BISH7.. Mixed-Use Development",local-authority-eng:STV,not owned by a public authority,,https://www.eastherts.gov.uk/brownfieldregister,pending decision,outline planning permission,BR/02,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Old River Lane, The Causeway, Bishop's Stortford, CM23 2EN",yes,,2017-12-31,,1.68,100,100,"The Old River Lane site has been allocated in the emerging East Herts District Plan, under Policy BISH8.",local-authority-eng:ESK,owned by a public authority,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,BR/03,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"The Mill Site, Dane Street, Bishop's Stortford, CM23 3XZ",,,2017-12-31,,1.48,,,"The Mill Site has been allocated in the emerging East Herts District Plan, under Policy BISH10. A housing allocation has not been given for this site, as currently the site is still in employment use. The site will remain a designated employment area, until such time that the land becomes available for redevelopment.",local-authority-eng:WSK,not owned by a public authority,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,BR/04,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"8 & 10 Rye Street, Bishop's Stortford, CM23 2HG",yes,,2017-12-31,,0.11,7,7,"Demolition of existing buildings and closure of vehicular access to Rye Street, erection of a terrace of 7 dwellings with car parking, accessed from Bryan Road and pedestrian access only to Rye Street.",local-authority-eng:SWT,not owned by a public authority,2015-07-23,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/05,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Millars One, Southmill Road, Bishop's Stortford, CM23 3DH",yes,,2017-12-31,,0.04,6,6,Change of use of first floor gymnasium (D2) to residential (C3) to create 6no. 1 bed dwellings.,,not owned by a public authority,2017-07-06,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/06,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Thorley Place, Thorley Lane East, Bishop's Stortford, CM23 4BH",yes,,2017-12-31,,0.04,5,5,Only part of the whole site is brownfield.. Subdivision of existing dwelling into 5 dwellings and new garages,,not owned by a public authority,2016-04-08,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/07,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"First and Second Floors, 42 North Street, Bishop's Stortford, CM23 2LR",yes,,2017-12-31,,0.02,5,5,"Extensions and alterations to building to facilitate change of use of Hairdresser/Beautician Salon into 4no 1 bedroomed flats and 1no 2 bedroomed flat, formation of new ground floor retail unit.",,not owned by a public authority,2016-11-09,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/08,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Mead Lane Area, Mead Lane, Hertford, SG13 7AJ",yes,,2017-12-31,,4.18,200,200,"The Mead Lane Area has been allocated in the emerging East Herts District Plan, under HERT2.. Mixed-Use Development",,not owned by a public authority,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,BR/09,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Land North of Hertford (Nursery Site), Sacombe Road, Hertford, SG14 3DX",yes,,2017-12-31,,1.13,50,50,The Bengeo Nursery Site has been allocated as part of the site allocation policy HERT4 in the emerging East Herts District Plan. This part of the allocation will deliver 50 homes. Only part of the whole site is brownfield.,,not owned by a public authority,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,BR/10,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"26 Ware Road, Hertford, SG13 7HH",yes,,2017-12-31,,0.07,10,10,Demolition of existing buildings and the erection of a ground floor retail unit 5no. 2-bedroom and 5 no. 1-bedroom residential units with underground parking.,,not owned by a public authority,2014-12-10,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/11,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"17 - 19 Castle Street, Hertford, Sg14 1ER",yes,,2017-12-31,,0.03,8,8,Only part of the whole site is brownfield.. Change of use and alterations of restaurant/bar/wedding venue/ (sui generis) to Class C3 (dwellinghouses) consisting of 3no. two bedroom and 5no. one bedroom flats incorporating first floor side extension.,,not owned by a public authority,2016-04-22,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/12,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"First, Second and Third Floors, 24, 26,28 Maidenhead Street and 4, 6, 8 The Wash, Hertford, SG14 1DR",yes,,2017-12-31,,0.02,7,7,"Conversion of existing upper floor offices on first, second and third floors above ground floor level shops to provide 7no. residential self-contained flats.",,not owned by a public authority,2014-12-19,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/13,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"8 - 12 Railway Street, Hertford, SG14 1BG",yes,,2017-12-31,,0.02,7,7,The alteration and extension of retail units and the conversion and extension of the upper floors to form 7no. apartments.,,not owned by a public authority,2015-06-01,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/14,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"8 – 12 Bull Plain, Hertford, SG14 1DT",yes,,2017-12-31,,0.02,6,6,Change of use of first and second floors from B1(a) offices to 6 class C3 residential apartments (4no. 1 bed and 2no. 2 bed).,,not owned by a public authority,2014-09-10,https://www.eastherts.gov.uk/brownfieldregister,permissioned,Other,BR/15,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Suite 2, Plymouth House, The Square, Sawbridgeworth, CM21 9AE",yes,,2017-12-31,,0.01,5,5,Extension to roof to enable conversion of office building to 4no. one bed and 1no. two bed apartments. Alterations to fenestration and insertion of 3no. rooflights in rear roof.,,not owned by a public authority,2015-01-12,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/16,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Land at Crane Mead, Crane Mead, Ware, SG12 9PY",yes,,2017-12-31,,0.84,101,101,"Demolition of the existing building and erection of a mixed use development comprising 101 residential (C3) apartments and employment (B1) space, along with associated highway and landscape works.",,not owned by a public authority,2014-11-14,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/17,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Former Sun and Harrow Public House, Fanhams Road, Ware, SG12 7DQ",yes,,2017-12-31,,0.11,8,8,Development of eight dwellings with associated parking and landscaping.,,not owned by a public authority,2016-11-24,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/18,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"2b Star Street, Ware, SG12 7AA",yes,,2017-12-31,,0.05,5,5,Mixed-use Development,,owned by a public authority,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,BR/19,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Steelcraft Works, Hare Street, Buntingford, SG9 0DX",yes,,2017-12-31,,0.54,5,5,Demolition of existing buildings and removal of hard standing. Erection of five detached dwellings with parking and landscaping.,,not owned by a public authority,2016-12-20,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/20,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Builders Yard, High Wych Lane, High Wych, Sawbridgeworth, CM21 0JS",yes,,2017-12-31,,0.22,3,3,"The site is only part brownfield. The site area of the whole site is over 0.25ha.. Demolition of existing industrial units; Erection of 3no. 5 bedroom detached dwellings, 2 No. single storey (B1) office buildings, creation of associated parking areas and ancillary works. (Resubmission of application 3/14/0553/FP)",,not owned by a public authority,2015-02-25,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/21,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"The Well House and Dixon’s Yard, Acorn Street, Hunsdon, SG12 8PF",yes,,2017-12-31,,0.78,12,12,"Demolition of the existing dwelling and industrial buildings and erection of 12no dwellings, garages and landscaping.",,not owned by a public authority,2017-06-08,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/22,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
"Spellbrook Farm, London Road, Spellbrook, Bishop’s Stortford, CM23 4AX",yes,,2017-12-31,,0.26,3,3,Demolition of existing storage building. Construction of 3no. 4 bedroom single storey homes and 3no. stand-alone double garages.,,not owned by a public authority,2017-01-03,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,BR/23,https://www.eastherts.gov.uk/brownfieldregister,2017-12-31
