site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Alderholt Surplus Stores,yes,,2020-01-04,,3.31,89,89,,local-authority-eng:DST,not owned by a public authority,2015-03-24,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,permissioned,reserved matters approval,LA/ALDE/017,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Flood Lane,,,2020-01-04,,0.59,24,24,,local-authority-eng:DST,owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/BRID/001,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Dorset Soldier PH,,,2020-01-04,,0.27,14,14,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/CMUL/020,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Damers School Site,,,2020-01-04,,1.5,50,50,,local-authority-eng:DST,owned by a public authority,2018-01-10,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,permissioned,full planning permission,LA/DORC/004,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Peveril House 382 - 388,yes,,2020-01-04,,0.17,8,8,,local-authority-eng:DST,not owned by a public authority,2019-10-15,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,permissioned,full planning permission,LA/FERN/001,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
The Post Office and 124 Ringwood Road,,,2020-01-04,,0.35,7,7,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/FERN/030,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Timber Vale Caravan Park,,,2020-01-04,,4.23,72,72,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/LYME/004,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Adult Learning Centre and St Martins Residential Home,yes,,2020-01-04,,0.64,16,16,,local-authority-eng:DST,owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/GILL/015,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
"Churchbury House, Queen Street",yes,,2020-01-04,,0.04,8,8,,local-authority-eng:DST,not owned by a public authority,2018-09-24,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,permissioned,full planning permission,LA/GILL/016,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
"Hambro Car Park, Fortuneswell",yes,,2020-01-04,,0.31,10,10,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/PORT/004,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Islanders Club for young people,,,2020-01-04,,0.21,25,25,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/PORT/005,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Hammonds Yard,yes,,2020-01-04,,0.14,5,5,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/SNEW/007,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
"Cauldron Barn, Caravan Site",,,2020-01-04,,0.39,11,11,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/SWAN/007,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Former grammar school,yes,,2020-01-04,,0.93,27,27,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/SWAN/008,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Verwood Industrial Estate,,,2020-01-04,,2.3,83,83,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/VERW/011,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Brewers Quay,yes,,2020-01-04,,0.44,35,35,,local-authority-eng:DST,not owned by a public authority,2016-11-15,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,permissioned,full planning permission,LA/WEYM/001,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Swannary Car Park,,,2020-01-04,,2.16,67,67,,local-authority-eng:DST,owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/WEYM/002,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
"Dorset Vehicle Rentals, Dorchester Road",,,2020-01-04,,0.19,6,6,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/WEYM/025,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
"Former QinetiQ Site, Bincelaves",yes,,2020-01-04,,4.8,195,195,,local-authority-eng:DST,not owned by a public authority,2016-08-01,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,permissioned,full planning permission,LA/WEYM/026,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Land adjoining Southill shopping centre,yes,,2020-01-04,,0.4,15,15,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/WEYM/027,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
30 New Borough,,,2020-01-04,,0.23,11,11,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/WIMI/008,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Wimborne First School,,,2020-01-04,,0.52,13,13,,local-authority-eng:DST,owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/WIMI/010,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Land at Old Manor Farmhouse,,,2020-01-04,,0.36,13,13,,local-authority-eng:DST,not owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/WIMI/011,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
Old Road Car Park and Old Dairy,,,2020-01-04,,0.23,12,8,,local-authority-eng:DST,owned by a public authority,,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning/planning-application-search-and-comment.aspx,not permissioned,,LA/WIMI/012,https://www.dorsetcouncil.gov.uk/planning-buildings-land/planning-policy/brownfield-land-register.aspx,2020-01-04
