site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Charlton Hayes Northfield Filton Airfield Patchway,yes,,2018-12-31,,81.22,207,207,"Major mixed-use development across 81.25 hectares of land including 2,200 new dwellings Figure shows remaining homes (Net) to be completed",local-authority-eng:SGC,not owned by a public authority,2008-03-15,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTQSOKXT810,permissioned,outline planning permission,POINT(-2.580663 51.525853),1,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTQSOKXT810,2016-06-30
Charlton Hayes Northfield Patchway BS34 5AG,yes,,2018-12-31,,1.19,56,56,Permission Lapsed. Erection of 56 dwellings Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2014-05-22,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MW3V4UOK7T000,permissioned,reserved matters approval,POINT(-2.57844 51.529038),4,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MW3V4UOK7T000,2016-06-30
Charlton Hayes Northfield Patchway,yes,,2018-12-31,,2.33,127,127,50 completions since last update. Erection of 205 dwellings Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2016-05-27,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2QE7FOKHFS00,permissioned,reserved matters approval,POINT(-2.580488 51.527913),7,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2QE7FOKHFS00,2016-06-30
Former Douglas Motorcycle Works Douglas Road Kingswood BS15 8NL,yes,,2018-12-31,,4.81,316,316,18 completions since last update. Demolition of existing buildings on site and redevelopment of the land for housing,local-authority-eng:SGC,not owned by a public authority,2014-12-18,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,permissioned,full planning permission,POINT(-2.510444 51.457007),13,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,2016-06-30
Bristol Water Depot Soundwell Road Kingswood BS16 4QQ,yes,,2018-12-31,,1.30,75,75,Residential development,local-authority-eng:SGC,not owned by a public authority,2008-12-17,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTQQOKXT248,permissioned,outline planning permission,POINT(-2.511495 51.469888),14,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTQQOKXT248,2016-06-30
Frenchay Hospital Frenchay Park Road Frenchay BS16 1LE,yes,,2018-12-31,,29.15,234,234,Redevelopment of hospital site to facilitate the construction of up to 490 residential units Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2014-12-05,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MFZRODOK02R00,permissioned,outline planning permission,POINT(-2.528863 51.496462),20,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MFZRODOK02R00,2016-06-30
Cedar Lodge Charlton Common Brentry BS10 6LB,yes,,2018-12-31,,0.32,13,13,Outline Application PT13/0404/O. Erection of 13 dwellings,local-authority-eng:SGC,not owned by a public authority,2017-07-03,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MHUH58OK7T000,permissioned,reserved matters approval,POINT(-2.595451 51.516877),23,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OI9T3AOKJEG00,2016-06-30
Eastwood Park Training and Conference Centre Falfield GL12 8DA,yes,,2018-12-31,,2.08,10,10,Erection of 20 dwellings Figure shows remaining homes (Net) to be completed,local-authority-eng:SGC,not owned by a public authority,2012-11-21,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MD4KKMOK7T000,permissioned,outline planning permission,POINT(-2.472101 51.629561),24,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MD4KKMOK7T000,2016-06-30
3 Alexandra Way Thornbury BS35 1LA,yes,,2018-12-31,,0.94,30,30,Permission Lapsed. Demolition of existing buildings and the erection of up to 30 homes,local-authority-eng:SGC,not owned by a public authority,2014-08-29,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MJK626OK7T000,permissioned,outline planning permission,POINT(-2.524242 51.617148),25,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MJK626OK7T000,2016-06-30
Concrete Batching Plant Quarry Road Chipping Sodbury BS37 6AY,yes,,2018-12-31,,0.50,11,11,Erection of 11 dwellings,local-authority-eng:SGC,not owned by a public authority,2015-12-04,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MNPA4GOK7T000,permissioned,full planning permission,POINT(-2.400336 51.540337),30,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NPQHUUOKHVW00,2016-06-30
