site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land rear of Nuffield Hospital, Hatherley Lane",yes,,2017-12-31,,0.48,27,27,"Site has planning permission, construction not started April 2017. Residential development of up to 27 dwellings",local-authority-eng:CHT,not owned by a public authority,2016-11-08,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NPZGHEELJUU00,permissioned,outline planning permission,BFR011,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=011&scale=1024,2017-12-31
"Rivershill House, St Georges Road",yes,,2017-12-31,,0.41,45,45,"Flat site with vacant office building in a central urban location, predominantly surrounded by residential. The site is within the Core Commercial Area and Central Conservation Area.. Erection of apartment building to comprise 45 dwellings and associated semi-basement car parking, access and landscaping following demolition and clearance of the existing building 'Rivershill House'",local-authority-eng:CHT,not owned by a public authority,2017-03-07,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OSNNZ3ELIC800,permissioned,full planning permission,BFR012,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=012&scale=1024,2017-12-31
Land at Whaddon Road,yes,,2017-12-31,,1.2,7,7,"The site is a flat, car park site associated wioth Cheltenham Town Football Club. developed, site within the urban area containing pre-fabricated bungalows. The surrounding area is predominantly residential with commercial / employment uses to the west and Cheltenham Town Football Club east.",local-authority-eng:CHT,not owned by a public authority,,,not permissioned,,BFR013,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=013&scale=1024,2017-12-31
"Ellerslie Care Home, Albert Road",yes,,2017-12-31,,0.28,14,14,"This is a flat, developed, site is within a predominantly residential area and adjacent to Pittville Park and within the Central Conservation area.. Alterations to facilitate conversion of existing building and associated stable block to 14no. residential units (2no. one bedroom apartments, 9no. two bedroom apartments, 2no. three bedroom apartments and 1no. three bedroom dwelling)",local-authority-eng:CHT,not owned by a public authority,2014-03-20,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MV9IJLELD5000,permissioned,full planning permission,BFR014,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=014&scale=1024,2017-12-31
"Rowanfield Exchange, Devon Avenue",yes,,2017-12-31,,0.37,16,16,"This site includes a neighbourhood centre, residential and associated garages. Only part of site permissioned. Erection of 3no. dwellings and associated hard and soft landscaping",local-authority-eng:CHT,not owned by a public authority,2016-02-18,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NYOHVEELL4700,permissioned,full planning permission,BFR015,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=015&scale=1024,2017-12-31
83 Hewlett Road,yes,,2017-12-31,,0.02,7,7,"Site has planning permission, construction not started April 2017. Alterations and extensions to the building and conversion to provide 7 additional flats and ground floor retail unit",local-authority-eng:CHT,not owned by a public authority,2016-12-15,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OCTOH2ELFMC00,permissioned,full planning permission,BFR016,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=016&scale=1024,2017-12-31
33 - 35 Albion Street,yes,,2017-12-31,,0.1,14,14,"Site has planning permission, construction not started April 2017. Change of use of former nightclub to fourteen residential units involving demolition of part of existing buiding/structures and associated external works.",local-authority-eng:CHT,not owned by a public authority,2015-11-30,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NW5V1VEL08300,permissioned,full planning permission,BFR017,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=017&scale=1024,2017-12-31
"Former Post Office Vehicle Depot, Carlton Street",yes,,2017-12-31,,0.11,6,6,"Site has planning permission, construction not started April 2017. Erection of 6no dwellings and 2no offices (following demolition of existing building on site) (application in effect to renew Planning Permissions ref 06/01919/FUL approved 02.03.2007 and 10/00748/TIME approved 06.07.2010)",local-authority-eng:CHT,not owned by a public authority,2012-09-20,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=JAKIRDEL59000,permissioned,full planning permission,BFR018,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=018&scale=1024,2017-12-31
"Upper Floors and Part Lower Ground Floor, Heyford House Care Home, 64 Hales Road",yes,,2017-12-31,,0.09,8,8,"Site has planning permission, construction not started April 2017. Change of Use of Upper Floors and Part of Lower Ground Floor from Care Home (C2) Use Class to Residential (C3) Use Class to form 8No. new residential Units.",local-authority-eng:CHT,not owned by a public authority,2016-01-14,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NYZLW9ELL5X00,permissioned,full planning permission,BFR019,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=019&scale=1024,2017-12-31
"Russell Arms, 1 Hales Road",yes,,2017-12-31,,0.03,8,8,"Site has planning permission, construction not started April 2017. Refurbishment and alterations to existing public house, removal of existing roof, construction of new attic storey, raising of parapet wall and addition of new stairwell to create 3 no. self contained flats (including demolition of existing outbuildings). Erection of two storey extension to 3 Hales Road, removal of existing roof, construction of new attic story and raising of parapet walls and addition of new stairwell to create 5 no. self contained flats.",local-authority-eng:CHT,not owned by a public authority,2017-03-09,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OSAPERELI9900|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OKDW04EL08300,permissioned,full planning permission,BFR020,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=020&scale=1024,2017-12-31
Land at Newton Road,yes,,2017-12-31,,0.06,6,6,"Site has planning permission, construction not started April 2017. Construction of 2no. two bedroom flats and 4no. one bedroom flats and provision of 8no. parking spaces with associated hard and soft landscaping",local-authority-eng:CHT,not owned by a public authority,2016-07-21,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=O7VIPDELMJI00,permissioned,full planning permission,BFR021,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=021&scale=1024,2017-12-31
First to Third Floors 22 Clarence Street,yes,,2017-12-31,,0.23,5,5,"Site has planning permission, construction not started April 2017. Change of use of the upper floors at 22/24 Clarence Street from Class B1(a) (offices) to Class C3 (residential) to provide 5no. Flats",local-authority-eng:CHT,not owned by a public authority,2016-04-13,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=O1LO1BELLIY00,permissioned,full planning permission,BFR022,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=022&scale=1024,2017-12-31
"Victoria House, St James Square",yes,,2017-12-31,,0.13,8,8,"Site has planning permission, construction not started April 2017. Change of use and conversion of grade II listed building into 8 dwellings.",local-authority-eng:CHT,not owned by a public authority,2015-09-17,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NP3L7HELJPZ00,permissioned,full planning permission,BFR023,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=023&scale=1024,2017-12-31
Land On South Side Of Jessop Avenue,yes,,2017-12-31,,0.34,7,7,"Allocated in Pre-Submission Cheltenham Plan. Mixed use development comprising office, retail, residential and ancillary use",local-authority-eng:CHT,not owned by a public authority,2011-07-21,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OBFO1REL08301,permissioned,full planning permission,BFR024,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=024&scale=1024,2017-12-31
Former Upd House Knapp Road,yes,,2017-12-31,,0.06,5,5,"Site has planning permission, construction not started April 2017. Change of use from Class D1 to 5no. one bedroom apartments, with associated external alterations",local-authority-eng:CHT,not owned by a public authority,2012-12-20,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OYBRFYELJCA00,permissioned,full planning permission,BFR025,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=025&scale=1024,2017-12-31
13/14 Suffolk Street,yes,,2017-12-31,,0.02,5,5,"Site has planning permission, construction not started April 2017. Application to extend time limit for implementation of planning permission 10/00869/OUT (erection of 5 apartments following demolition of existing building)",local-authority-eng:CHT,not owned by a public authority,2015-10-22,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NRA15TEL08300|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=L34JNMEL0E100|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=ITAB9KEL51000,permissioned,full planning permission,BFR026,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=026&scale=1024,2017-12-31
24 - 28 Sherborne Street,yes,,2017-12-31,,0.03,6,6,"Site has planning permission, construction not started April 2017. Erection of 2no. ground floor office units with 6 no. residential apartments above ( resubmission of previously approved application ref 07/00378/OUT). Demolition of existing building on site",local-authority-eng:CHT,not owned by a public authority,2013-02-21,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=JEY1TDEL59000,permissioned,outline planning permission,BFR027,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=027&scale=1024,2017-12-31
"Car Park, Portland Street",yes,,2017-12-31,,0.67,143,143,"Allocated in Pre-Submission Cheltenham Plan. Erection of a mixed use development comprising; 5,792sqm (gross external floor space) of class A1 food store, 739sqm (gross) of class A1 shops and 19sqm (gross) of class A2 within atrium space and 336sqm (gross) of class A3 (customer restaurant); multi-storey car park providing 634 spaces over 5 floors (300 spaces for public use and 334 spaces for food store customers); 143 no. residential units within a mix of 1, 2, 3, and 4 bedroom houses and flats, (57 units to be affordable) with associated 143 car parking spaces at ground and basement level; creation of new public open spaces; provision of new parking bays for buses and erection of a passenger information kiosk and waiting room; associated other operations to facilitate the mixed use development including alterations to and from the existing highway for vehicular, pedestrian and cycle access. All following the demolition of existing buildings and other built structures on the site.",local-authority-eng:CHT,,2013-02-21,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MC4UZOEL0B100,permissioned,full planning permission,BFR028,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=028&scale=1024,2017-12-31
391 High Street,yes,,2017-12-31,,0.08,14,14,"Site has planning permission, construction not started April 2017. Demolition of existing building and the construction of a four storey building for residential use together with three town houses and associated parking",local-authority-eng:CHT,not owned by a public authority,2015-03-19,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=N9XU1HELHGW00,permissioned,full planning permission,BFR029,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=029&scale=1024,2017-12-31
379 - 383 High Street,yes,,2017-12-31,,0.06,12,12,"Site has planning permission, construction not started April 2017. Demolition of existing building and construction of a new mixed use building to provide a ground floor retail unit and 12 no. residential units (comprising 5no. one bed and 7no. two bed apartments)",local-authority-eng:CHT,not owned by a public authority,2016-12-12,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OENYMVELFX200|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=LJMZ42EL0A300,permissioned,full planning permission,BFR030,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=030&scale=1024,2017-12-31
385 - 387 High Street,yes,,2017-12-31,,0.03,5,5,"Site has planning permission, construction not started April 2017. Erection of a building comprising shop unit and 2 bed flat at ground floor level, 2no x 2bed apartments on first and second floors, 2no x1 bed apartments on third floor. Provision of car parking facilities and a single storey building for storage of waste and bicycles",local-authority-eng:CHT,not owned by a public authority,2012-08-23,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OOYPUBELHKV00|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=M1UMRXEL0E100,permissioned,full planning permission,BFR031,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=031&scale=1024,2017-12-31
"St Pauls Church Centre, St Pauls Road",yes,,2017-12-31,,0.01,5,5,"Site has planning permission, construction not started April 2017. Part conversion and erection of a three storey rear extension to provide 5 no. flats, offices and meeting rooms (associated with the existing D1 use)",local-authority-eng:CHT,not owned by a public authority,2014-06-19,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=ONOF86ELHE100|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MV3YIVELD5000,permissioned,full planning permission,BFR032,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=032&scale=1024,2017-12-31
"Pate Court, St Margarets Road",yes,,2017-12-31,,0.31,40,40,"Site has planning permission, construction not started April 2017. Notification of proposed change of use from B1A (Offices) to C3 (Dwellings) to provide 40 flats",local-authority-eng:CHT,not owned by a public authority,2014-07-03,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NT417TELKB700|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=N6JEJTEL08300,permissioned,full planning permission,BFR033,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=033&scale=1024,2017-12-31
"Travis Perkins, Gloucester Road",yes,,2017-12-31,,2.46,107,107,"Site has planning permission, construction not started April 2017. Erection of 107 dwellings (class C3) including access and servicing arrangements, car parking, landscaping and associated works",local-authority-eng:CHT,not owned by a public authority,2013-06-20,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MH6C90EL0E300,permissioned,full planning permission,BFR034,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=034&scale=1024,2017-12-31
"Best Mate Inn, 258 Swindon Road",yes,,2017-12-31,,0.04,8,8,"Site has planning permission, construction not started April 2017. Construction of a building to accommodate 8 number, two bedroom apartments and associated works (revised scheme to that approved ref. 16/00637/FUL)",local-authority-eng:CHT,not owned by a public authority,2016-08-31,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OKDRLYEL0G100|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OA1AJWELMUZ00|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=O5CRXGELM4T00|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=K32GYNEL0C500|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=JR1K8IEL0BC00,permissioned,full planning permission,BFR035,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=035&scale=1024,2017-12-31
"One Stop Shop, 62 Alma Road",yes,,2017-12-31,,0.13,8,8,"Site has planning permission, construction not started April 2017. Application to extend the time limit for implementation of planning permission ref. 07/01502/FUL for residential development consisting of 4 houses and 4 flats, demolition of existing shop and lock up garages",local-authority-eng:CHT,not owned by a public authority,2012-07-19,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=ON5LHEELH9R00|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=JQRUVTEL08300,permissioned,full planning permission,BFR036,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=036&scale=1024,2017-12-31
