site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Normoss Farm, Normoss Road, Poulton",yes,,2017-12-14,,0.61,,,,local-authority-eng:WYR,not owned by a public authority,2017-04-24,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR001,https://arcg.is/0nuG4n,2017-12-14
"South of Kepple Lane, Garstang",yes,,2017-12-14,,2.87,,,,local-authority-eng:WYR,not owned by a public authority,,https://publicaccess.wyre.gov.uk/online-applications/,pending decision,reserved matters approval,BR002,https://arcg.is/0nuG4n,2017-12-14
"52-60 Poulton Road, Fleetwood",yes,,2017-12-14,,0.05,,,,local-authority-eng:WYR,not owned by a public authority,2015-04-20,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR003,https://arcg.is/0nuG4n,2017-12-14
"Land north and east of Bourne Road, Thornton.",yes,,2017-12-14,,5.16,,,,local-authority-eng:WYR,not owned by a public authority,2012-10-10,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR004,https://arcg.is/0nuG4n,2017-12-14
"Royal Oak, 64 Breck Road, Poulton",yes,,2017-12-14,,0.12,,,,local-authority-eng:WYR,not owned by a public authority,2017-06-08,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR005,https://arcg.is/0nuG4n,2017-12-14
"Preesall Service Station, Sandy Lane, Preesall",yes,,2017-12-14,,0.12,,,,local-authority-eng:WYR,not owned by a public authority,2016-01-22,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,reserved matters approval,BR006,https://arcg.is/0nuG4n,2017-12-14
"Brimelows Garage, 54 Hardhorn Road, Poulton",yes,,2017-12-14,,0.14,,,,local-authority-eng:WYR,not owned by a public authority,2016-01-14,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,reserved matters approval,BR007,https://arcg.is/0nuG4n,2017-12-14
"Fairfield Nurseries, Puddle House Lane, Poulton",yes,,2017-12-14,,1.18,,,,local-authority-eng:WYR,not owned by a public authority,2017-09-27,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,reserved matters approval,BR008,https://arcg.is/0nuG4n,2017-12-14
"West of Nightingale Way, Catterall",yes,,2017-12-14,,0.6,,,,local-authority-eng:WYR,not owned by a public authority,2014-06-11,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,outline planning permission,BR009,https://arcg.is/0nuG4n,2017-12-14
"Lincluden, Wallace Lane, Forton",yes,,2017-12-14,,0.43,,,,local-authority-eng:WYR,not owned by a public authority,,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR010,https://arcg.is/0nuG4n,2017-12-14
"North of Garstang Road, Pilling",yes,,2017-12-14,,1.69,,,,local-authority-eng:WYR,not owned by a public authority,2015-05-01,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,outline planning permission,BR011,https://arcg.is/0nuG4n,2017-12-14
"Throstles Nest, Whinney Brow Lane, Forton",yes,,2017-12-14,,0.27,,,,local-authority-eng:WYR,not owned by a public authority,2015-08-11,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR012,https://arcg.is/0nuG4n,2017-12-14
"Prospect Farm, Skippool Road, Thornton",yes,,2017-12-14,,0.61,,,,local-authority-eng:WYR,not owned by a public authority,2016-05-25,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR013,https://arcg.is/0nuG4n,2017-12-14
"Rear The Steamer, Victoria Street, Fleetwood",yes,,2017-12-14,,0.05,,,,local-authority-eng:WYR,not owned by a public authority,2016-06-25,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR014,https://arcg.is/0nuG4n,2017-12-14
"5 Lockwood Avenue, Poulton",yes,,2017-12-14,,0.07,,,,local-authority-eng:WYR,not owned by a public authority,2016-12-16,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR015,https://arcg.is/0nuG4n,2017-12-14
"Barneys Bingo Club, Poulton Road, Fleetwood",yes,,2017-12-14,,0.14,,,,local-authority-eng:WYR,not owned by a public authority,2017-01-03,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR016,https://arcg.is/0nuG4n,2017-12-14
"Garstang Business & Community Centre, 96 High Street, Garstang",,,2017-12-14,,0.07,,,,local-authority-eng:WYR,owned by a public authority,,https://publicaccess.wyre.gov.uk/online-applications/,pending decision,full planning permission,BR017,https://arcg.is/0nuG4n,2017-12-14
"Fleetwood Pier, The Esplanade, Fleetwood",,,2017-12-14,,0.22,,,,local-authority-eng:WYR,not owned by a public authority,,https://publicaccess.wyre.gov.uk/online-applications/,pending decision,outline planning permission,BR018,https://arcg.is/0nuG4n,2017-12-14
"Carleton Court, 155-161 Lord Street, Fleetwood",yes,,2017-12-14,,0.07,,,,local-authority-eng:WYR,not owned by a public authority,2017-07-27,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,full planning permission,BR019,https://arcg.is/0nuG4n,2017-12-14
"North of Norcross Lane, Thornton Cleveleys",yes,,2017-12-15,,13.61,338,220,,local-authority-eng:WYR,not owned by a public authority,2015-12-08,https://publicaccess.wyre.gov.uk/online-applications/,permissioned,outline planning permission,BR020,https://arcg.is/0nuG4n,2017-12-15
"South of Fleetwood Dock, Fleetwood",,,2017-12-15,,10.32,120,120,,local-authority-eng:WYR,not owned by a public authority,,https://publicaccess.wyre.gov.uk/online-applications/,,,BR021,https://arcg.is/0nuG4n,2017-12-15
