site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"High Town Block C, Midland Road Passage",,,2019-11-18,,0.16,7,6,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,SHLAA138,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/138-and-139.pdf,2017-12-01
Station Quarter,,,2019-11-18,,1.48,413,375,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,SHLAA148,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/148-and-149.pdf,2017-12-01
Marsh Farm Central Area,yes,,2019-11-18,,3.91,103,94,,local-authority-eng:LUT,,2018-12-09,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029QGKGLI000,permissioned,full planning permission,SHLAA149,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/148-and-149.pdf,2017-12-01
Power Court,,,2019-11-18,,7.21,605,550,Temporary permission for use as car parking exists (17/00976/TEMP),local-authority-eng:LUT,,2019-09-30,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IHI6YZKGM5018,permissioned,full planning permission,SHLAA150,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/150-and-151.pdf,2017-12-01
Moreton Park Estate,yes,,2019-11-18,,0.83,45,41,,local-authority-eng:LUT,,2018-07-27,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0020XNKGLI000,permissioned,full planning permission,SHLAA160,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/160-and-161.pdf,2017-12-01
"Oxen Industrial Estate, Oxen Road",,,2019-11-18,,0.6,53,48,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001UOTKGLI000,not permissioned,,SHLAA161,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/160-and-161.pdf,2017-12-01
Land at Caleb Close,yes,,2019-11-18,,2.5,229,208,The site also has extant permission (15/01507/OUT),local-authority-eng:LUT,,2018-03-09,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MDFDW6KG09800,permissioned,full planning permission,SHLAA174,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/174-and-175.pdf,2017-12-01
Car Parks on Dunstable Place,,,2019-11-18,,0.29,45,41,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,SHLAA175,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/174-and-175.pdf,2017-12-01
Dalroad Industrial Estate,,,2019-11-18,,0.79,35,32,No planning history provided as site covers part of wider employment estate,local-authority-eng:LUT,,,,pending decision,,SHLAA180,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/180-and-181.pdf,2017-12-01
"The Windsor Castle, 12 Albert Road",yes,,2019-11-18,,0.08,131,119,The permission applies across this site and site reference SHLAA222,local-authority-eng:LUT,,2017-06-16,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=M8UM6IKG09600,permissioned,full planning permission,SHLAA183,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/182-and-183.pdf,2017-12-01
142-144 Midland Road,yes,,2019-11-18,,0.08,52,47,"The site also benefits for other, extant permissions (17/02167/FUL)",local-authority-eng:LUT,,2018-12-18,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001P6MKGLI000,permissioned,full planning permission,SHLAA188,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/187-and-188.pdf,2017-12-01
Extension to Mall,,,2019-11-18,,2.4,39,35,No planning history provided as site covers multiple plots with multiple histories,local-authority-eng:LUT,,,,not permissioned,,SHLAA190,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/189-and-190.pdf,2017-12-01
"Napier Park, Kimpton Road",yes,,2019-11-18,,24.44,1395,1268,Other parts of the site also have extant permission (16/01340/REM and 17/00283/FUL,local-authority-eng:LUT,,2017-08-11,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MDFQB2KG09600,permissioned,full planning permission,SHLAA191,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/191-and-192.pdf,2017-12-01
Rear of 66-76 Castle Street,,,2019-11-18,,0.21,12,11,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JDRB9ZKG47000,not permissioned,,SHLAA198,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/197-and-198.pdf,2017-12-01
27-37 Chapel Street,yes,,2019-11-18,,0.14,20,18,,local-authority-eng:LUT,,2017-03-30,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IGS8MXKGM5000,permissioned,full planning permission,SHLAA199,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/199-and-200.pdf,2017-12-01
37-47 Cheapside,,,2019-11-18,,0.11,65,59,,local-authority-eng:LUT,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=HDFKADKGD0000,not permissioned,,SHLAA202,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/201-and-202.pdf,2017-12-01
