site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Land rear of 24 Great North Road London N6 4LU,yes,,2019-12-31,,0.02,1,1,"Demolition of existing outbuilding, and construction of single storey one bedroom dwelling with basement. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274687",local-authority-eng:HRY,not owned by a public authority,2014-09-18,,permissioned,full planning permission,HGY/2014/1977,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274687,2017-12-31
"Land at rear of 41, Mount View Road London N4 4SS",yes,,2019-12-31,,0.04,2,2,Provision of 2 new semi-detached dwellings. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275596,local-authority-eng:HRY,not owned by a public authority,2014-10-20,,permissioned,full planning permission,HGY/2014/2342,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275596,2017-12-31
159 Tottenham Lane London N8 9BT,yes,,2019-12-31,,0.16,18,18,Erection of a part 4 / part 5 storey building to contain retail development on the ground floor consisting of 422sq.m of A1 use and 218sq.m of A3 use with 18 residential units on the upper floors. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272263,local-authority-eng:HRY,not owned by a public authority,2014-10-31,,permissioned,full planning permission,HGY/2014/0484,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272263,2017-12-31
Land Between 41-43 Rectory Gardens London N8 7PJ,yes,,2019-12-31,,0.02,1,1,Demolition of existing garages and erection of part single/part two storey two bedroom single dwelling house. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274015,local-authority-eng:HRY,not owned by a public authority,2014-09-15,,permissioned,full planning permission,HGY/2014/1591,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274015,2017-12-31
191-201 Archway Road London N6 5BN,yes,,2019-12-31,,0.14,25,25,"Erection of building behind retained Archway Road facade and fronting Causton Road to provide 25 residential dwellings (Class C3) at basement, ground, first, second, third floor level, including retention of existing facade fronting Archway Road and side return wall on Causton Road. Demolition of all existing buildings to the rear. Retention of retail floor space unit at ground floor level (Class A1). Change of use or part ground floor and part basement from retail (Class A1) to Class B1 use. Provision of associated residential amenity space, landscaping and car parking.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283951",local-authority-eng:HRY,not owned by a public authority,2016-03-31,,permissioned,full planning permission,HGY/2015/2517,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283951,2017-12-31
Rear of 74A Manor Road London N17 0JJ,yes,,2019-12-31,,0.01,2,2,Erection of 2 x 2 bed houses. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=280788,local-authority-eng:HRY,not owned by a public authority,2015-12-14,,permissioned,full planning permission,HGY/2015/1071,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=280788,2017-12-31
320 High Road London N22 8JR,yes,,2019-12-31,,0.03,1,1,"The creation of a new dwelling, (C3 residential) following the demolition of six garages.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278532",local-authority-eng:HRY,not owned by a public authority,2015-08-04,,permissioned,full planning permission,HGY/2015/0075,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278532,2017-12-31
Land to the rear of 11-13 Stanhope Gardens London N6 5TT London,yes,,2019-12-31,,0.14,1,1,"Demolition of existing derelict garages and erection of a 3-storey, part basement single family dwelling. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275893",local-authority-eng:HRY,not owned by a public authority,2015-08-07,,permissioned,full planning permission,HGY/2014/2547,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275893,2017-12-31
62 Shepherds Hill London N6 5RN London,yes,,2019-12-31,,0.15,1,1,Demolition of the existing storage lock up garages and development of new two storey house (partially cut into site) with integral garage. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284030,local-authority-eng:HRY,not owned by a public authority,2015-11-11,,permissioned,full planning permission,HGY/2015/2513,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284030,2017-12-31
Rear of 2 Birchington Road (in Coleridge Road) London N8 8HR,yes,,2019-12-31,,0.01,1,1,"Demolition of the existing, derelict double garages and the construction of a three bedroom double-storey house with one storey being on the lower ground floor.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282908",local-authority-eng:HRY,not owned by a public authority,2015-10-02,,permissioned,full planning permission,HGY/2015/1975,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282908,2017-12-31
38 Stapleton Hall Road London N4 3QD,yes,,2019-12-31,,0.01,1,1,Proposals for a new-build two storey ground floor and semi-basement lower ground floor Upside Down House.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284419,local-authority-eng:HRY,not owned by a public authority,2016-01-28,,permissioned,full planning permission,HGY/2015/2972,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284419,2017-12-31
Land rear of 6-8 Brownlow Road London N11 2DE London,yes,,2019-12-31,,0.04,3,3,Erection of a 2 storey terrace of three 2 bedroom starter homes with landscaping to front and rear. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282219,local-authority-eng:HRY,not owned by a public authority,2016-06-22,,permissioned,full planning permission,HGY/2015/1643,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282219,2017-12-31
Apex House 820 Seven Sisters Road London N15 5PQ,yes,,2019-12-31,,0.4,63,63,"Demolition of existing building and construction of one 23 storey building (22 storeys above ground, previous description omitted ground floor) with single basement, one 7 storey building and 4no. 3 storey townhouses comprising residential (private and affordable) use, with 879 sqm of market (sui generis) or A2, A3, B1 flexible commercial floorspace at ground floor, servicing yard and associated plant and landscaping (amended description and revised floor plans and elevations due to minor design alterations). http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284795",local-authority-eng:HRY,mixed ownership,2016-06-29,,permissioned,full planning permission,HGY/2015/2915,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284795,2017-12-31
Garages to rear of Embassy Court Bounds Green Road London N11 2EU London,yes,,2019-12-31,,0.11,2,2,Demolition of lock-up garages and erection of two single-family dwelling houses.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287444,local-authority-eng:HRY,not owned by a public authority,2016-05-23,,permissioned,full planning permission,HGY/2016/0323,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287444,2017-12-31
Land Adjacent To 8 Elmcroft London N8 7ES London,yes,,2019-12-31,,0.01,2,2,Erection of two storey building to create 2 x 2 bed flats. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287916,local-authority-eng:HRY,not owned by a public authority,2016-05-25,,permissioned,full planning permission,HGY/2016/0475,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287916,2017-12-31
The partial ground floor of 2a Westerfield Road and 687F Seven Sisters Road London N15 5LD,yes,,2019-12-31,,0.01,3,3,Construction of new residential block comprising 2 x 2 bed flats and 1 x 1 bed flat to replace the existing commercial units. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285365,local-authority-eng:HRY,not owned by a public authority,2016-07-12,,permissioned,full planning permission,HGY/2015/3578,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285365,2017-12-31
Site adjoining 87A Rathcoole Gardens London N8 9PH,yes,,2019-12-31,,0.03,4,4,"Construction of a building for four residential dwellings comprising 2 x 3 bed and 2 x 1 bed, with access, landscaping and associated works.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289010",local-authority-eng:HRY,not owned by a public authority,2016-07-20,,permissioned,full planning permission,HGY/2016/1007,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289010,2017-12-31
255 Lordship Lane London N17 6AA,yes,,2019-12-31,,0.12,31,31,"Demolition of existing building, construction of new road and construction of a lower ground, first, second and set back third storey building comprising of 31 new residential flats and new office space (amended plans showing revised design). http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283648",local-authority-eng:HRY,not owned by a public authority,2016-08-01,,permissioned,full planning permission,HGY/2015/2321,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283648,2017-12-31
Land adjoining The Beehive Stoneleigh Road London N17 9BQ,yes,,2019-12-31,,0.01,3,3,"Demolition of existing garages and redevelopment to provide three studio flats (Class C3 Residential); new matching balustrade and access over existing single storey structure; together with associated amenity space, cycle storage, and refuse provision.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287887",local-authority-eng:HRY,not owned by a public authority,2016-07-08,,permissioned,full planning permission,HGY/2016/0444,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287887,2017-12-31
316 High Road London N15 4BP,yes,,2019-12-31,,0.03,6,6,"Demolition of existing building and erection of a four storey building comprising two ground floor retail units (in flexible Class A1/A2 use) 2 x 1 bed flats, 3 x 2 bed flats and 1 x 3 bed flat (Class C3 use) with a communal roof terrace.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285779",local-authority-eng:HRY,not owned by a public authority,2016-07-11,,permissioned,full planning permission,HGY/2015/3504,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285779,2017-12-31
Land to The Rear 418 High Road London N17 9JB,yes,,2019-12-31,,0.02,7,7,"Demolition of garages and erection of a four storey residential building comprising a total of seven flats. The proposed residential mix is 1 x 3 bed flats, 4 x 2 bed flats and 2 x 1 bed flats. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=277876",local-authority-eng:HRY,not owned by a public authority,2016-08-05,,permissioned,full planning permission,HGY/2014/3174,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=277876,2017-12-31
Cleopatra House Pembroke Road London N8 7RQ,yes,,2019-12-31,,0.03,9,9,"Erection of part 3 storey, part 4 storey building to accommodate 9 residential units with private and communal amenity and basement car parking for 4 vehicles. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=290127",local-authority-eng:HRY,not owned by a public authority,2016-08-18,,permissioned,full planning permission,HGY/2016/1677,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=290127,2017-12-31
109 Fortis Green London N2 9HR,yes,,2019-12-31,,0.08,9,9,"Demolition of existing structures and redevelopment of the site to provide 9 residential units (Use Class C3) comprising 5 x residential flats and 4 mews houses, and 200sqm of flexible retail / office unit (Use Class A1 / A3 / B1) including basement car. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=286502",local-authority-eng:HRY,not owned by a public authority,2016-09-20,,permissioned,full planning permission,HGY/2015/3813,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=286502,2017-12-31
