site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land to rear of 21-33 Western Avenue, Blacon",,,2017-12-21,,0.29,16,16,Residential development,local-authority-eng:CHW,not owned by a public authority,,,not permissioned,,POINT(-2.9272 53.203847),BLA/0039(a),http://consult.cheshirewestandchester.gov.uk/file/4828177,2017-12-21
"Former Highfield Hotel, 99 Saughall Road, Blacon",yes,,2017-12-21,,0.4,21,21,"16/01384/OUT 17/00253/REM (pending). Demolition of the existing building and construction of up to 21no residential dwellings with associated amenity, landscape and parking",local-authority-eng:CHW,not owned by a public authority,2016-11-14,,permissioned,outline planning permission,POINT(-2.926228 53.205302),BLA/0041,http://consult.cheshirewestandchester.gov.uk/file/4828178,2017-12-21
"27 Blacon Point Road, Blacon, Chester. CH1 5LD",yes,,2017-12-21,,0.17,6,6,11/01876/FUL 12/02648/FUL. Two storey side extension to provide four (4) new flats. Addition of two (2) more flats - total of six (6),local-authority-eng:CHW,not owned by a public authority,2012-09-11,,permissioned,full planning permission,POINT(-2.920795 53.20191),BLA/0070,http://consult.cheshirewestandchester.gov.uk/file/4828179,2017-12-21
"King Edward Buildings/ Bensons site and surrounding land, Christleton",,,2017-12-21,,0.34,11,11,Residential development,local-authority-eng:CHW,mixed ownership,,,not permissioned,,POINT(-2.864868 53.189457),BOU/0010,http://consult.cheshirewestandchester.gov.uk/file/4828180,2017-12-21
"Former Deva Service Station, Whitchurch Road, Boughton, Chester",yes,,2017-12-21,,0.16,12,12,13/00343/FUL 14/02356/FUL 16/01706/S73. Erection of residential care home for people with learning difficulties (8 bedrooms and six (6) self contained apartments). Revised application approved for redevelopment of site for 12 dwellings (C3),local-authority-eng:CHW,not owned by a public authority,,,permissioned,full planning permission,POINT(-2.860104 53.189222),BOU/0011,http://consult.cheshirewestandchester.gov.uk/file/4828181,2017-12-21
"Site of former Boughton St Pauls Infant School, adjacent to superstore, Boughton, Chester",,,2017-12-21,,0.58,15,15,Residential development,local-authority-eng:CHW,not owned by a public authority,,,not permissioned,,POINT(-2.878384 53.193179),BOU/0017,http://consult.cheshirewestandchester.gov.uk/file/4828182,2017-12-21
"City House, 36 City Road, Chester",yes,,2017-12-21,,0.32,23,23,14/03412/FUL (pending). Application pending for mixed use development including 72 bed care home and 23 one and two bed extra care units,local-authority-eng:CHW,not owned by a public authority,,,pending decision,full planning permission,POINT(-2.880963 53.19413),BOU/0020,http://consult.cheshirewestandchester.gov.uk/file/4828183,2017-12-21
"Lead Shot Tower, former Calder Indutsrial Estates, Leadworks Lane, Chester",yes,,2017-12-21,,0.38,65,65,"04/01548/FUL 07/01274/FUL 12/01543/ful 16/00880/FUL. Partial demolition, refurbishment, alteration and 5 storey extensions to existing structures to create 65 residential apartments, a heritage interpretation centre at ground floor, a freestanding substation, hard and soft landscaping, car parking provision, installation of plant, lighting, refuse and cycle storage. ",local-authority-eng:CHW,not owned by a public authority,,,permissioned,full planning permission,POINT(-2.878057 53.194035),BOU/0021,http://consult.cheshirewestandchester.gov.uk/file/4828184,2017-12-21
"Land at Premier House, Chaterhall Drive, Chester",,,2017-12-21,,2.48,200,200,"12/04895/FUL 14/03317/REM 14/01799/NMA. Full permission for first office building and outline permission for mixed use development comprising office buildings, dwellings, shops, financial and professional services, restaurants and cafes, drinking establishments, hot food takeaways, non residential institutions, assembly and leisure, access, car parking, servicing and landscaping",local-authority-eng:CHW,not owned by a public authority,,,permissioned,reserved matters approval,POINT(-2.876752 53.194638),BOU/0045,http://consult.cheshirewestandchester.gov.uk/file/4828185,2017-12-21
125-127 Boughton Chester Cheshire CH3 5BH ,yes,,2017-12-21,,0.22,14,14,"16/01011/FUL. Change of use of a listed building to residential (8 apartments), demolition of out-building and erection of 2 storey building for 6 apartments ",local-authority-eng:CHW,not owned by a public authority,2017-01-30,,permissioned,full planning permission,POINT(-2.8733 53.192713),BOU/0074,http://consult.cheshirewestandchester.gov.uk/file/4828186,2017-12-21
