site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land at Somerset Close, Catterick Garrison",yes,,2017-11-09,,0.85,40,40,Outline Permission (14/00109/OUT) granted Sept 2014 for up to 40 dwellings now expired. Full application refused (15/00587/FULL) due to lack of affordable housing. Appeal dismissed March 2016.. Redevelopment for up to 40 dwellings,local-authority-eng:RIH,not owned by a public authority,,,not permissioned,,POINT(-1.73146 54.375864),SHLAA120,http://www.richmondshire.gov.uk/images/files/planning/Brownfield_Register/120_-_Land_at_Somerset_Close_Catterick_Garrison.pdf,2017-11-09
"Colburndale (Phase 2), Former Colburn Pipeworks, Colburn, Catterick Garrison",yes,,2017-11-09,,6.78,250,250,Outline Permission granted. Developer in process of acquiring site and pre-app underway on reserved matters application.. Residential development of 250 dwellings,local-authority-eng:RIH,not owned by a public authority,2015-06-02,,permissioned,outline planning permission,POINT(-1.68285 54.377247),SHLAA157,http://www.richmondshire.gov.uk/images/files/planning/Brownfield_Register/157_-_Colburndale_Phase_2_Catterick_Garrison.pdf,2017-11-09
"Land adjacent Lidl, Colburn, Catterick Garrison",,,2017-11-09,,0.9,25,20,Extensive planning history inc mixed use development (07/00282/FULL). The site could be redeveloped for housing for between 20 and 25 dwellings,local-authority-eng:RIH,,,,not permissioned,,POINT(-1.680673 54.380117),SHLAA185,http://www.richmondshire.gov.uk/images/files/planning/Brownfield_Register/185_-_Land_adj_Lidl_Catterick_Garrison.pdf,2017-11-09
"Richmond Park, Colburn, Catterick Garrison",,,2017-11-09,,0.56,20,15,"Certificate of Lawfulness for the Implementation of Planning Permission ref: 12/00515/FULL for Full Planning Permission for Development of Land to Provide Specialist Autism Centre Comprising a Total of 24 Bedrooms Together with Associated Communal Facilities, Car Parking and Landscaping. Permission not to be implemented further and is currently being marketed for sale. The site could be redeveloped for housing for between 15 and 20 dwellings",local-authority-eng:RIH,not owned by a public authority,2012-09-24,,permissioned,full planning permission,POINT(-1.680713 54.380881),SHLAA186,http://www.richmondshire.gov.uk/images/files/planning/Brownfield_Register/186_-_Richmond_Park_Colburn.pdf,2017-11-09
"Friary Lodge, Richmond",yes,,2017-11-09,,0.06,5,5,Full permission (15/00992/FULL) granted & site being marketed to developers.. Refurbishment and extension of Friary Lodge to create 5 No apartments,local-authority-eng:RIH,owned by a public authority,2016-03-24,,permissioned,full planning permission,POINT(-1.739007 54.404504),SHLAA228,http://www.richmondshire.gov.uk/images/files/planning/Brownfield_Register/228_-_Friary_Lodge_Richmond.pdf,2017-11-09
"Adelphi House, Hunton",yes,,2017-11-09,,0.05,14,14,"Revised application granted (17/00098/FULL) subject to S106a. Extant permission(15/00893/FULL) for 6 dwellings. Demolition of existing buildings, erection of 13 new build dwellings and conversion of existing building to 1 dwelling (14 in total) together with new garaging and ancillary works",local-authority-eng:RIH,not owned by a public authority,,,pending decision,full planning permission,POINT(-1.705661 54.332566),SHLAA307,http://www.richmondshire.gov.uk/images/files/planning/Brownfield_Register/307_-_Adelphi_House_Hunton.pdf,2017-11-09
"Old Haulage Depot, Barton",yes,,2017-11-09,,0.15,6,6,Application for 6 units under consideration awaiting viability information. Previous permission expired (01/00594/FULL). Demolition of Haulage Depot and construction of 1 No. Detached Dwelling and 5. No Terraced Dwellings including associated access and car parking,local-authority-eng:RIH,not owned by a public authority,,,pending decision,full planning permission,POINT(-1.646505 54.473838),SHLAA153,http://www.richmondshire.gov.uk/images/files/planning/Brownfield_Register/153_-_Old_Haulage_Depot_Barton.pdf,2017-11-09
