site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Andover Station freight yard, Andover, Hampshire",yes,,2019-11-28,,1.5,84,84,84 residential units and 86 parking spaces,local-authority-eng:TES,not owned by a public authority,,,not permissioned,,POINT(-1.492814 51.212079),SHELAA28,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-10-06
"Land at Hyde Farm, Horsebridge Road, Broughton, Hampshire",yes,,2019-11-28,,0.97,9,9,A mix of dwellings (both open market and affordable) ranging from smaller units (for downsizers and first time buyers) to larger family homes,local-authority-eng:TES,not owned by a public authority,2019-01-31,https://view-applications.testvalley.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=P6D09MQCJRJ00,permissioned,full planning permission,POINT(-1.555136 51.089367),SHELAA118,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-10-26
"Abbots Manor Farmyard, Leckford, Hampshire",,,2019-11-28,,1.1,13,13,13 dwellings ranging from 1 bed bungalows to 4-5 bed detached,local-authority-eng:TES,not owned by a public authority,,,not permissioned,,POINT(-1.465684 51.138142),SHELAA131,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-10-26
"Land north of Walworth Road, west of the Commercial Centre, Andover, Hampshire",yes,,2019-11-28,,1.489,45,45,Mixture of 1-2 bedroom apartments & 2-5 bedroom houses,local-authority-eng:TES,not owned by a public authority,,,not permissioned,,POINT(-1.442123 51.222626),SHELAA195,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-10-26
"George Yard and Black Swan Yard, Eastern Avenue, Andover, Hampshire",,,2019-11-28,,1.67,100,100,The site can accommodate approximately 100 dwellings,local-authority-eng:TES,owned by a public authority,,,not permissioned,,POINT(-1.477532 51.207578),Policy LE14,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-12-06
"Former Brewery Site, The Horsefair, Romsey, Hampshire",yes,,2019-11-28,,2.68,211,211,Proposed residential development of houses and flats,local-authority-eng:TES,not owned by a public authority,2006-08-03,https://view-applications.testvalley.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYQDQCXD918&activeTab=summary,permissioned,full planning permission,POINT(-1.49849 50.9922),TVS.00515,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-12-06
"Anton Laundry, Marlborough Street, Andover, Hampshire",yes,,2019-11-28,,0.3,28,28,28 apartments (comprising 14 no. 1 bed and 14 no. 2-bed units),local-authority-eng:TES,not owned by a public authority,2014-11-18,https://view-applications.testvalley.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,POINT(-1.480467 51.211404),14/00245/FULLN,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-12-14
"Nightingale Lodge, Greatwell Drive, Romsey, Hampshire",yes,28/11/2019,2019-11-28,,0.66,54,54,Erection of a two storey building plus roof accommodation comprising 54 Extra Care Units,local-authority-eng:TES,not owned by a public authority,2017-05-22,https://view-applications.testvalley.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,POINT(-5.607812 50.937532),15/01261/FULLS,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-12-14
"Land at Eastwood Court, Romsey, Hampshire",yes,,2019-11-28,,0.04,5,5,Site is suitable for residential use and could accommodate approximately 5 dwellings,local-authority-eng:TES,not owned by a public authority,,,not permissioned,,POINT(-5.599377 50.933542),SHELAA156,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2018-12-10
"Former Andover Pumping Station, River Way, Andover, Hampshire",,,2019-11-28,,3.78,110,110,"Mixture of 1, 2, 3 and 4 bedroom houses and apartments",local-authority-eng:TES,not owned by a public authority,,,not permissioned,,POINT(-1.47158 51.21763),SHELAA251,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2017-12-14
"Garages at Bilbao Court, Vigo Road, Andover, Hampshire",,,2019-11-28,,0.14,9,9,Redevelopment of unused garages with up to 9 dwellings,local-authority-eng:TES,not owned by a public authority,,,not permissioned,,POINT(-1.46448 51.213472),SHELAA318,https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,2019-11-28
