site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former Magistratesí Court, Pikes Hill, Lyndhurst, SO43 7AY",yes,,2018-12-06,,0.04,5,5,An element of residential use would be considered alongside employment as part of a mixed use redevelopment of this employment site,national-park-authority:Q72617158,owned by a public authority,,,not permissioned,,BFS1,,2017-12-20
"Garage Site, Foldsgate Close, Lyndhurst SO43 7BY",yes,,2018-12-06,,0.02,2,2,,national-park-authority:Q72617158,owned by a public authority,,,not permissioned,,BFS2,,2017-12-20
"Redmayne Engineering Site, Station Approach, Brockenhurst, SO42 7TW",yes,,2018-12-06,,0.39,9,9,"Demolition of redundant industrial buildings and construction of mixed use development including 9no dwellings, 4no office/retail units on ground floor and 5 no office units at first floor level, carports, parking and landscaping. Existing access retained.",national-park-authority:Q72617158,not owned by a public authority,2018-11-20,,permissioned,full planning permission,BFS3,,2017-12-20
"Land at Railway Station, Brockenhurst, SO42 7TW",yes,,2018-12-06,,0.35,10,10,,national-park-authority:Q72617158,,,,not permissioned,,BFS4,,2017-12-20
"Former Service Station, 128 Lyndhurst Road, Ashurst, SO40 7AS",yes,,2018-12-06,,0.05,2,2,,national-park-authority:Q72617158,not owned by a public authority,,,not permissioned,,BFS5,,2017-12-20
"Land adjoining Cranleigh Paddock Residential Home, Calpe Avenue, Lyndhurst, SO43 7EP",yes,,2018-12-06,,0.35,18,18,,national-park-authority:Q72617158,not owned by a public authority,,,not permissioned,,BFS6,,2017-12-20
"Lyndhurst Park Hotel, 78 High Street, Lyndhurst, SO43 7NL",yes,,2018-12-06,,1.61,50,50,"Planning application refused; appeal lodged, public enquiry early 2019",national-park-authority:Q72617158,not owned by a public authority,,,not permissioned,,BFS7,,2017-12-20
"Oak Lodge Dental Surgery, Rhinefield Road, Brockenhurst, SO42 7SR",yes,,2018-12-06,,0.15,1,1,"Planning application partly implemented. Demolition of existing, new access",national-park-authority:Q72617158,not owned by a public authority,2005-08-15,,permissioned,full planning permission,BFS8,,2017-12-20
"Watersplash Hotel, The Rise, Brockenhurst, SO42 7ZP",yes,,2018-12-06,,0.5,26,26,Construction commenced 2018. 3 villas to create 24 age restricted apartments,national-park-authority:Q72617158,not owned by a public authority,2017-04-26,,permissioned,full planning permission,BFS9,,2017-12-20
"First and Second Floor, 49-49A High Street, Lyndhurst, SO43 7BE",yes,,2018-12-06,,0.03,6,6,Change of use of office building to 6 apartments,national-park-authority:Q72617158,not owned by a public authority,2016-08-15,,permissioned,other,BFS10,,2017-12-20
"Land To The Rear Of 35 High Street, Lyndhurst, SO43 7BE",yes,,2018-12-06,,0.02,1,1,New dwelling; associated landscaping,national-park-authority:Q72617158,not owned by a public authority,2016-06-21,,permissioned,full planning permission,BFS12,,2017-12-20
"Burwood Lodge, 27 Romsey Road, Lyndhurst, SO43 7AA",yes,,2018-12-06,,0.19,1,1,Conversion of Bed and Breakfast to create 2 dwellings,national-park-authority:Q72617158,not owned by a public authority,2016-09-15,,permissioned,full planning permission,BFS13,,2017-12-20
"Land Of Forest Park Hotel, Forest Park Road, Brockenhurst, SO42 7SW",yes,,2018-12-06,,0.39,1,1,New dwelling and garage,national-park-authority:Q72617158,not owned by a public authority,2016-06-16,,permissioned,full planning permission,BFS14,,2017-12-20
"Lloyds Tsb, Sway Road, Brockenhurst, SO42 7ZH",yes,,2018-12-06,,0.06,2,2,Change of use to dental practice; 2 flats; Internal alterations,national-park-authority:Q72617158,not owned by a public authority,2017-03-21,,permissioned,full planning permission,BFS16,,2017-12-20
"Rufus House Hotel, Southampton Road, Lyndhurst, SO43 7BQ",yes,,2018-12-06,,0.14,2,2,Conversion of owners accommodation to create 2 separate units of accommodation,national-park-authority:Q72617158,not owned by a public authority,2017-02-14,,permissioned,full planning permission,BFS17,,2017-12-20
"3No. Flats, 68 High Street, Lyndhurst, SO43 7BJ",yes,,2018-12-06,,0.18,2,2,"Conversion of flat, including loft space, to create 3No. Flats",national-park-authority:Q72617158,not owned by a public authority,2016-11-10,,permissioned,full planning permission,BFS18,,2018-12-06
