site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Oakley House Leicester Street Brighton,yes,,2018-12-17,,0.08,5,5,Added due to response from landowner that site could be developed. Considered min 5 attainable,local-authority-eng:BNH,owned by a public authority,,,not permissioned,,POINT(-0.128879 50.822015),BLR0001,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/BLR0001%20Oakley%20House%20Leicester%20Street.pdf,2018-12-17
Koba 135 Western Road Brighton,yes,,2017-12-18,,0.02,5,5,Development commenced 201617. Conversion of rear part of building from cafe/bar (A3) to 5 no one and two bedroom flats incorporating a rear extension at second floor level,local-authority-eng:BNH,not owned by a public authority,2014-05-07,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR60DMXE909|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR6CDMXE141|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR6QDMXE704|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR6RDMXE904,permissioned,full planning permission,POINT(-0.151664 50.824968),PP4203,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4203%20Koba%20135%20Western%20Road%20Brighton.pdf,2017-10-03
17 Marmion Road Hove,yes,,2017-12-18,,0.07,5,5,Development commenced 201617. Demolition of existing building and erection of 5no three bedroom dwelling houses,local-authority-eng:BNH,not owned by a public authority,2015-11-03,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR5ZDMXE257|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR65DMXE247,permissioned,full planning permission,POINT(-0.187872 50.834476),PP4588,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4588%2017%20Marmion%20Road%20Hove.pdf,2017-10-03
20 Sackville Road & 78 Pembroke Crescent Hove,yes,,2017-12-18,,0.07,5,5,Development commenced 201617. Conversion of surgery (D1) to form 1no four bedroom house 2no one bedroom flats and 2no two bedroom flats,local-authority-eng:BNH,not owned by a public authority,2016-03-01,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR63DMXE559,permissioned,full planning permission,POINT(-0.178485 50.830462),PP4653,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4653%2020%20Sackville%20Road%20%26%2078%20Pembroke%20Crescent%20Hove.pdf,2017-10-03
19 Oriental Place Brighton,yes,,2018-11-06,,0.01,5,5,Development not started on site 201718. Conversion of hotel (C1) to form 3no. one bedroom flats & 2no. two bedroom maisonettes (C3) with associated alterations.,local-authority-eng:BNH,not owned by a public authority,2017-11-14,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?keyVal=ORSGA5DMGSF00&activeTab=summary,permissioned,full planning permission,POINT(-0.1535 50.823414),PP5659,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP5659%2019%20Oriental%20Place%20Brighton.pdf,2018-11-06
Gas Works Site Boundary Road Brighton,yes,,2018-10-26,yes,2.34,340,340,The Gas Works site is included within CPP1 policy DA2 Brighton Marina. The Gas Works Site is an existing Strategic Allocation for business floorspace 85 residential units and some ancillary retail. Land slopes to the south - opportunities for higher density development. Southern part of sites contains non-operational land formally used for storage and production of gas. The northern part of the site is occupied by 2 operational gas holders. The northern part of site is owned by Southern Gas Network plc and use would require decommissioning and removal of gasholders. Owners of site consider there is a reasonable prospect that residential development will take place on the land within 5 years,local-authority-eng:BNH,mixed ownership,,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR7SDMXE993,not permissioned,,POINT(-0.105439 50.816024),SHLAA0001,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0001%20Gas%20Works%20Site%20Boundary%20Road%20Brighton_0.pdf,2017-09-18
Land at Brighton Marina (Inner Harbour),,,2018-11-12,,11.52,1000,1000,Brighton Marina & Black Rock Development Area. Strategic Allocation. Adjacent to Local Wildlife Site. No planning app. Call for Sites 2017. No sitewide planning history.,local-authority-eng:BNH,not owned by a public authority,,,not permissioned,,POINT(-0.104201 50.812938),SHLAA0003,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0003%20Land%20at%20Brighton%20Marina%20%28Inner%20Harbour%29.pdf,2017-09-26
Land at Brighton Marina (Outer Harbour),yes,,2018-10-26,,5.33,661,661,Phase 1 complete 201516 (195) Phase 2 (244) Commenced 2016/17. Brighton Marina Inner Harbour is a Strategic Allocation within the DA2 Development Area within CPP1. Call for Sites 2017. Public exhibition for proposed remaining sites Nov 2018.. Major mixed use development including 853 residential units (195 Completed),local-authority-eng:BNH,not owned by a public authority,2006-07-04,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR61DMXE980|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR67DMXE520|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR6EDMXE556|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR73DMXE858|https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR79DMXE336,permissioned,full planning permission,POINT(-0.106016 50.810881),SHLAA0004,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0004%20Land%20at%20Brighton%20Marina%20%28Outer%20Harbour%29.pdf,2017-09-18
Preston Barracks Lewes Road Brighton,yes,,2018-11-12,,1.96,363,363,Strategic Allocation. Planning app BH2017/00492 includes Preston Barracks site as part of wider site including Brighton University Mithras House and Watts sites as part of a the Strategic Allocation within policy DA3 – Lewes Road in CPP1. The Preston Barracks site brings forward the residential requirement of the allocation.. Major mixed use development including 363 residential units,local-authority-eng:BNH,not owned by a public authority,2017-12-22,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL5ZO4DMHIF00,permissioned,full planning permission,POINT(-0.121135 50.842683),SHLAA0014,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0014%20Preston%20Barracks%20Lewes%20Road%20Brighton_0.pdf,2017-09-18
BT Site bottom side Freshfield Road,,,2018-11-12,,0.6,45,45,Eastern Street/Edward Street Development Area. Site currently used by British Telecom (sui generis use) for employment purposes. Existing employment use of the site should be retained on this non designated site.,local-authority-eng:BNH,not owned by a public authority,,https://planningapps.brighton-hove.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZR75DMXE948,not permissioned,,POINT(-0.125726 50.822036),SHLAA0027,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0027%20BT%20Site%20bottom%20side%20Freshfield%20Road.pdf,2017-09-26
Brighton Youth Centre 64 Edward Street Grosvenor Place,,,2018-10-23,,0.07,11,11,Eastern Street/Edward Street Development Area. Possible ownership constraints. Site protected under policy HO20. Community use to be incorpoated into new development,local-authority-eng:BNH,not owned by a public authority,,,not permissioned,,POINT(-0.130714 50.822296),SHLAA0028,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0028%20Brighton%20Youth%20Centre%2064%20Edward%20Street%20Grosvenor%20Place.pdf,2017-09-26
