site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Mack & Lawler Builders Ltd 2a Low Ousegate,yes,,2019-12-18,,0.02,8,8,See planning application: 16/02710/ORC. Proposed change of use from offices to flats (use class C3) under Class J Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015,local-authority-eng:YOR,not owned by a public authority,2017-03-06,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,BR-001,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
Car Parking Area Holgate Road,yes,,2019-12-18,,0.03,6,6,See planning application: 15/02295/FUL (N.B. apllication 19/01183/FUL for same scheme pending consideration at 2019-11-08). Erection of 3 storey block of 6 no. Apartments,local-authority-eng:YOR,not owned by a public authority,2016-03-01,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-003,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
The Falcon Tap 94 Micklegate,yes,,2019-12-18,,0.04,11,11,"See planning application: 17/01468/FULM. External alterations to retained ground floor public house and renovation of upper floors to form two flats, with construction of two residential blocks to rear forming 9no flats",local-authority-eng:YOR,not owned by a public authority,2017-11-13,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-005,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
26-30 Swinegate,yes,,2019-12-18,,0.06,8,8,See planning application: 16/01532/FUL. Conversion of upper floors of 4-6 Church Street and 26-30 Swinegate (use Class B1a) to form 8no. Apartments,local-authority-eng:YOR,not owned by a public authority,2016-10-07,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-009,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
Savilles (UK) Ltd 48 Bootham,yes,,2019-12-18,,0.12,14,14,"See planning application: 18/00550/FULM. This supersedes application: 17/01541/ORC. Conversion of office buildings to 13no. residential units including erection of two storey extension, demolition of rear extension and erection of dwelling in rear car park",local-authority-eng:YOR,not owned by a public authority,2018-10-09,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-012,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
Garage Court Site at Challoner Road,yes,,2019-12-18,,0.12,8,8,See planning application: 14/01191/FUL. Start to landscaping part of application now complete. Residential development to include 6no. apartments and 2no. houses with associated parking and landscaping,local-authority-eng:YOR,owned by a public authority,2014-08-08,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,BR-013,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
1-12 Kensal Rise,yes,,2019-12-18,,0.15,6,6,"See planning application: 18/00262/FUL. This application supersedes application: 14/01857/FUL. Additional floor to accommodate 6no. roof top apartments with three new staircase pods and associated cycle stores, bin stores and parking to 1-12 Kensal Rise",local-authority-eng:YOR,not owned by a public authority,2018-04-24,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-014,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
York Barbican Paragon Street,yes,,2019-12-18,,0.96,187,187,"See planning application: 13/02135/FULM. Erection of 1 no. part 4/part 5 storey building comprising 175no. apartments and 1 no. 3 storey building comprising 12no. apartments with associated access, parking and landscaping",local-authority-eng:YOR,not owned by a public authority,2017-08-24,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-022,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
The Cocoa Works Haxby Road (Phase I),yes,,2019-12-18,,2.35,258,258,See planning application: 17/00284/FULM. (N.B. New application 19/01509/FULM for 279 homes pending consideration at November 2019). Conversion and extension of the former Confectionery blocks to 258no. apartments; demolition of buildings and extension to accommodate concierge and community room; erection of convenience store,local-authority-eng:YOR,not owned by a public authority,2017-09-14,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,BR-024a,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
The Cocoa Works Haxby Road (Phase II),yes,,2019-12-18,,4.7,600,600,"18/01011/OUTM Approved at November 15th 2018 Planning Committee - awaiting S106 agreement. This is a draft housing allocation site (Part of ST17) Outline planning application with all matters reserved except for means of access for a mix of uses including 425no. dwellings, offices, retail, a creche and community uses",local-authority-eng:YOR,not owned by a public authority,,https://www.york.gov.uk/SearchPlanningApplications,,other,BR-024b,https://www.york.gov.uk/downloads/download/4172/brownfield_register,
