site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Phoenix Special Purpose Machines, Hospital Street",,,2018-12-18,,0.31,11,11,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR001,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR001.pdf,2017-12-08
Land off Cottage Farm Road,,,2018-12-18,,1.5,48,48,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR002,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR002.pdf,2017-12-08
Derelict buildings south of B5404,,,2018-12-18,,0.17,6,6,Site allocation in TBC LP 2006-2031. Lapsed planning permission 0551/2007,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR003,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR003.pdf,2017-12-08
"Norris Bros, Lichfield Street",,,2018-12-18,,0.2,20,20,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR004,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR004.pdf,2017-12-08
"Arriva Bus Depot, Aldergate",,,2018-12-18,,0.39,40,40,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR005,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR005.pdf,2017-12-08
Northern Part of Beauchamp Employment Area,,,2018-12-18,,1.04,34,34,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR006,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR006.pdf,2017-12-08
Station Car Park off B5404,,,2018-12-18,,0.23,9,9,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR007,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR007.pdf,2017-12-08
"Hyundai Garage, Lichfield Street",,,2018-12-18,,0.24,12,12,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR008,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR008.pdf,2017-12-08
Factory north of B5404,,,2018-12-18,,0.17,7,7,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR009,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR009.pdf,2017-12-08
"Jewsons, Saxon Drive",,,2018-12-18,,0.51,32,32,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR010,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR010.pdf,2017-12-08
"Coton's van Hire / Millfields House, Lichfield Road",,,2018-12-18,,0.66,12,12,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR011,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR011.pdf,2017-12-08
Amington Pub,,,2018-12-18,,0.39,14,14,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR012,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR012.pdf,2017-12-08
Car Park off Park Farm Road,,,2018-12-18,,0.42,34,34,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,owned by a public authority,,,not permissioned,,BR013,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR013.pdf,2017-12-08
Fazeley Autocentre and Units behind,,,2018-12-18,,0.52,14,14,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR014,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR014.pdf,2017-12-08
"Sandyback Pub, Overwoods Road",,,2018-12-18,,0.24,8,8,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR015,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR015.pdf,2017-12-08
"Staffs County Council Care Home, New Road",,,2018-12-18,,0.5,16,16,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,owned by a public authority,,,not permissioned,,BR016,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR016.pdf,2017-12-08
"Profile Wrappers, Marlborough Way",,,2018-12-18,,0.48,12,12,Now Wake engineering. Lapsed pp 0289/2008,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR017,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR017.pdf,2017-12-08
"Seaton Hire Ltd and land to south, Wilnecote Lane",,,2018-12-18,,0.36,14,14,Site allocation in TBC LP 2006-2031,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR018,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR018.pdf,2017-12-08
"Royal Mail sorting office, Blythe Street",,,2018-12-18,,0.39,14,14,,local-authority-eng:TAW,mixed ownership,,,not permissioned,,BR019,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR019.pdf,2017-12-08
"Briers Scrapyard, Glascote",,,2018-12-18,,0.31,11,11,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR020,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR020.pdf,2017-12-08
"JE Harrison Depot, Moor Lane",,,2018-12-18,,0.15,5,5,,local-authority-eng:TAW,not owned by a public authority,,,not permissioned,,BR021,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR021.pdf,2017-12-08
