site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"The Grain Silo, The Quay, Poole, BH15 1HA",yes,,2017-12-01,,0.3,64,64,Reserved Matters Application pursuant to Outline Permission 01/02801/023/P dated 10.5.01 to demolish existing building and erect 5 blocks of 64 flats with ground floor parking and 2 retail units all with access from the The Quay.,local-authority-eng:POL,,2006-07-13,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_182810,permissioned,reserved matters approval,POINT(-1.990696 50.712675),P/BLR/0001,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_182810,2017-12-01
"Broadstone Hotel, Station Approach, Poole, BH18 8AX",yes,,2017-12-01,,0.22,31,31,"Refurbishment & remodelling works to existing Public House. Demolition of south west wing and rear single storey structures, erection of 31 flats.",local-authority-eng:POL,,2007-11-23,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_199509,permissioned,full planning permission,POINT(-1.994748 50.763361),P/BLR/0002,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_199509,2017-12-01
"5 Highmoor Road, Poole, BH14 8SZ",yes,,2017-12-01,,0.11,9,9,Demolish existing building and erect 1 block of 9 apartments with basement parking.,local-authority-eng:POL,,2010-08-24,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_212119,permissioned,full planning permission,POINT(-1.944133 50.72065),P/BLR/0004,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_212119,2017-12-01
"10 Crichel Mount Road, Poole, BH14 8LT",yes,,2018-12-01,,0.4,4,4,Demolition of existing dwelling and construction of 4 semi- detached houses and 1 detached house.,local-authority-eng:POL,,2017-12-15,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249383,permissioned,full planning permission,POINT(-1.941488 50.707111),P/BLR/0005,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249383,2017-12-01
"Former James Brothers Site, Blandford Road, Poole, BH15 4AW",yes,,2017-12-01,,0.44,60,60,"Erection of two buildings to create a total of 60 apartments (revised scheme to planning permission 07/00913/020/F to increase the number of flats approved on the southern part of the Former James Brother site from 44 to 60, resulting in 113 flats on the James Bros Site overal.).",local-authority-eng:POL,,2012-03-07,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_216270,permissioned,full planning permission,POINT(-1.99593 50.710932),P/BLR/0006,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_216270,2017-12-01
"Pilkingtons Tiles Ltd., Blandford Road, Poole, BH15 4AR",yes,,2017-12-01,,0.61,103,103,"Demolition of all existing buildings including no. 28 Blandford Road. Proposed mixed-use redevelopment comprising: 268 dwellings comprising 68no. 1-bedroom flats, 125no. 2-bedroom flats, 2no. 2-bedroom houses, 64no. 3-bedroom houses, 9no. 4-bedroom houses; 880 m2 GEA floorspace for Classes A1 and A3 uses; 11,556 m2 GEA floorspace Class B1 Business units; electricity substation; foul water pumping station; construction of new site entrance onto Blandford Road and associated access roads; 436 car parking spaces; cycle parking; public open space areas; and landscaping works. (Outline Application).",local-authority-eng:POL,,2012-12-11,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_217365,permissioned,outline planning permission,POINT(-1.995084 50.713053),P/BLR/0007,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_217365,2017-12-01
"6 Highmoor Road, Poole, BH14 8SZ",yes,,2017-12-01,,0.11,8,8,Demolish existing and erect a block of 8 flats with basement car parking.,local-authority-eng:POL,,2012-08-15,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_219501,permissioned,full planning permission,POINT(-1.995098 50.713056),P/BLR/0008,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_219501,2017-12-01
"Land r/o 394-408 Ashley Road, Poole, BH14 0AA",yes,,2017-12-01,,0.12,16,16,Reserved Matters Application for appearance and landscaping following approval of Outline Application 09/00698/P (APP/Q1255/A/10/2129885) granted on Appeal to demolish existing building and erect 16 studio flats.,local-authority-eng:POL,,2014-04-15,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_226619,permissioned,reserved matters approval,POINT(-1.945145 50.720666),P/BLR/0009,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_226619,2017-12-01
"69 High Street, Poole, BH15 1AF",,,2018-12-01,,0.02,5,5,,local-authority-eng:POL,,,,,,POINT(-1.978309 50.719256),P/BLR/0011,,2017-12-01
"1 De Mauley Road, Poole, BH13 7HD",yes,,2018-12-01,,0.17,8,8,Demolish existing dwellinghouse and garage and erect three storey block of 8 flats with associated parking.,local-authority-eng:POL,,2017-12-04,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251430,permissioned,outline planning permission,POINT(-1.984954 50.715296),P/BLR/0013,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251430,2017-12-01
