site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Veritek House, Edgeland Terrace",yes,,2018-12-11,,0.2,11,11,"Change of use of Veritek House, Edgeland Terrace from offices to residential use in the form of 11 units via the prior notification regime under Class O of Part 3, Schedule 2 of the General Permitted Development Order 2015",local-authority-eng:EAS,not owned by a public authority,2017-07-24,,permissioned,other,HA08,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-20
Garages adjacent 25-32 Fletching Road,,,2018-12-11,,0.1,8,8,,local-authority-eng:EAS,owned by a public authority,,,not permissioned,,HA18,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-20
14-29 Brassey Parade,yes,,2018-12-11,,0.39,29,29,"Erection of mansard roof over existing building to provide additionaltwo-storeys. Formation of additional 29 x residential flats within first, second and third floors. Retention of retail units on ground floor and 7 x existing residential flats on first floor. Single-storeyextension to northern elevation for use as bin and cycle store",local-authority-eng:EAS,not owned by a public authority,,,pending decision,,HA27,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2018-12-11
Garages to the rear of 11 Cade Street,,,2018-12-11,,0.05,6,6,,local-authority-eng:EAS,owned by a public authority,,,not permissioned,,HA35,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2018-12-11
Garages to the rear of 17 Pulborough Avenue,,,2018-12-11,,0.16,6,6,,local-authority-eng:EAS,owned by a public authority,,,not permissioned,,HA43,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-20
Garages adjacent to 1 Wadhurst Close,,,2018-12-11,,0.09,5,5,,local-authority-eng:EAS,owned by a public authority,,,not permissioned,,HA45,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-20
Car park rear of Langney Shopping Centre,,,2018-12-11,,0.13,15,15,,local-authority-eng:EAS,not owned by a public authority,,,not permissioned,,LA01,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-20
Garages between 7 and 9 Biddenden Close,yes,,2018-12-11,,0.08,5,5,"Demolition of existing garages, and construction of 5no 2 bed 4 person houses; including associated parking, access, & landscaping",local-authority-eng:EAS,owned by a public authority,2018-09-07,,permissioned,full planning permission,LA22,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-20
Garages adjacent to 45 Westerham Road,,,2018-12-11,,0.08,6,6,,local-authority-eng:EAS,owned by a public authority,,,not permissioned,,LA31,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-20
Garages to the rear of Antrim Court Wrotham Close,,,2018-12-11,,0.07,6,6,,local-authority-eng:EAS,owned by a public authority,,,not permissioned,,LA32,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-20
