site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Land at Runton Road Cromer,yes,,2017-12-18,,1.03,29,25,The calculation used for net minimum (and net dwelling range from) is 60% of the site area multiplied by minimum indicative density (Policy HO7) (in this case 40 dwellings per hectare). The calculation used for net dwelling range to is 70% of the site area multiplied by the same minimum indicative density.,local-authority-eng:NNO,not owned by a public authority,,,not permissioned,,BLR01,https://www.north-norfolk.gov.uk/media/3776/blr01-map.jpg,2017-12-18
Coach Depot Claypit Lane Fakenham,yes,,2017-12-18,,0.21,7,7,"Erection of 3, two storey, two bedroom dwellings; 2, two storey, three bedroom dwellings and 2, three storey, 4 bedroom dwellings",local-authority-eng:NNO,not owned by a public authority,2013-09-27,https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_NNORF_DCAPR_81584�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NNORF_DCAPR_50197,permissioned,full planning permission,BLR02,https://www.north-norfolk.gov.uk/media/3777/blr02-map.jpg,2017-12-18
Maces Yard 34 - 36 Cromer Road North Walsham,,,2017-12-18,,0.82,23,20,The calculation used for net minimum (and net dwelling range from) is 60% of the site area multiplied by minimum indicative density (Policy HO7) (in this case 40 dwellings per hectare). The calculation used for net dwelling range to is 70% of the site area multiplied by the same minimum indicative density.,local-authority-eng:NNO,not owned by a public authority,,https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_NNORF_DCAPR_78356�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_NNORF_DCAPR_78329�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_NNORF_DCAPR_79602,not permissioned,,BLR03,https://www.north-norfolk.gov.uk/media/3778/blr03-map.jpg,2017-12-18
Melborne House Bacton Road North Walsham,yes,,2017-12-18,,1.09,8,8,Change of use/conversion of main house to one dwelling and three flats and the conversion of outbuildings/barn to five dwellings,local-authority-eng:NNO,not owned by a public authority,2017-08-23,https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_NNORF_DCAPR_90826�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NNORF_DCAPR_90827�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NNORF_DCAPR_74273,permissioned,full planning permission,BLR04,https://www.north-norfolk.gov.uk/media/3779/blr04-map.jpg,2017-12-18
29 New Road North Walsham,yes,,2017-12-18,,0.54,45,45,"By virtue of condition 1 of the planning permission, development must be begun not later than 1 November 2018. The planning permission is subject to pre-commencement conditions.. Demolition of existing buildings and erection of 45 retirement living apartments for the elderly including communal facilities, landscaping, car parking and ancillary development. https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=constraints&keyVal=_NNORF_DCAPR_90574",local-authority-eng:NNO,not owned by a public authority,2017-10-25,https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NNORF_DCAPR_90574,permissioned,full planning permission,BLR05,https://www.north-norfolk.gov.uk/media/3773/blr05-map.jpg,2017-12-18
Land at Abbey Road Sheringham,,,2017-12-15,,0.44,6,6,"The wider site has extant permission (PM/02/0556) for 6 bungalows. There are currently 4 permissions for revised designs replacing the bungalows with one and a half, two and two and a half storey dwellings. References and expiry dates are as follows: 15/1468 one dwelling expires 09/03/19, 14/0143 two dwellings expires 29/05/19, 13/0815 two dwellings expires 22/10/18 and 13/0345 one dwelling expires 31/05/18. Erection of 3 two and a half storey dwellings 2 two storey dwellings and 1 one and a half storey dwelling",local-authority-eng:NNO,not owned by a public authority,2016-03-09,https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NNORF_DCAPR_86444�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NNORF_DCAPR_82508�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NNORF_DCAPR_81323�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_NNORF_DCAPR_80703,permissioned,full planning permission,BLR06,https://www.north-norfolk.gov.uk/media/3774/blr06-map.jpg,2017-12-18
Coach Depot The Street Catfield,,,2017-12-18,,0.26,7,7,Demolition of the former coach depot/workshop has been undertaken under DP/14/1621.. Site for the erection of 7 dwellings (details of appearance and landscaping reserved).,local-authority-eng:NNO,not owned by a public authority,2017-03-15,https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_NNORF_DCAPR_88420�https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_NNORF_DCAPR_84487,permissioned,outline planning permission,BLR07,https://www.north-norfolk.gov.uk/media/3775/blr07-map.jpg,2017-12-18
