site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"High Road Broxbourne, Broxbourne, EN10 7DD, Broxbourne School",,,2018-05-22,,6.093,,,,local-authority-eng:BRX,owned by a public authority,,,permissioned,,BR01,,
"Churchgate, Cheshunt, EN8 9ED, Former St Marys High School Site",,,2018-05-22,,3.055,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR02,,
"Park Lane Paradise, Cheshunt, EN7 6TD, Cheshunt Park Farm",,,2018-05-22,,2.238,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR03,,
"Land rear of 45-47 high Street, Cheshunt, EN8 0BS, Land rear of 45-47 High Street",,,2018-05-22,,0.083,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR04,,
"Rosedale Way, Cheshunt, Waltham Cross, Hertfordshire, EN7 6HR, Fourfields",,,2018-05-22,,0.5224,,,,local-authority-eng:BRX,owned by a public authority,,,permissioned,,BR05,,
"6 Windmill Lane, Cheshunt, EN8 9AA, Wolsey Hall",,,2018-05-22,,0.158,,,,local-authority-eng:BRX,owned by a public authority,,,permissioned,,BR06,,
"Delamare Road, Cheshunt, Cheshunt Lakeside",,,2018-05-22,,12.46,,,,local-authority-eng:BRX,not owned by a public authority,,,not permissioned,,BR07,,
"Bishops College, Churchgate, Cheshunt, EN8 9XG, Broxbourne Borough Council Offices and Car Park",,,2018-05-22,,1.911,,,,local-authority-eng:BRX,owned by a public authority,,,not permissioned,,BR08,,
"Theobalds Lane, Cheshunt, Hertfordshire, EN8 8RU, Cheshunt Football Club",,,2018-05-22,,5.304,,,,local-authority-eng:BRX,owned by a public authority,,,not permissioned,,BR09,,
"577-579 Goffs Lane, Goffs Oak, EN7 5HJ, South of Goffs Lane/Manning Ground",,,2018-05-22,,1.883,,,,local-authority-eng:BRX,not owned by a public authority,,,not permissioned,,BR10,,
"104 Cuffley Hill, Goffs Oak, EN7 5EY, CG Edwards",,,2018-05-22,,1.208,,,,local-authority-eng:BRX,not owned by a public authority,,,not permissioned,,BR11,,
"Rye Road, Hoddesdon, EN11, Turnford Surfacing Site",,,2018-05-22,,0.5787,,,,local-authority-eng:BRX,not owned by a public authority,,,not permissioned,,BR12,,
"Lord Street, Hoddesdon, EN11 8NL, Rosehill Bowls Club",,,2018-05-22,,0.3019,,,,local-authority-eng:BRX,not owned by a public authority,,,not permissioned,,BR13,,
"Essex Road, Hoddesdon, EN11 0BX, Oaklands Yard",,,2018-05-22,,0.908,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR14,,
"Land rear of 76 High Street, Hoddesdon, EN11 8ET, Land rear of 76 High Street",,,2018-05-22,,0.231,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR15,,
"Fourways House, Ware Road, Hoddesdon, EN11 9RS, Speakerbus Ltd",,,2018-05-22,,0.33,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR16,,
"Amwell Street, Hoddesdon, EN11 8TS, 19 Amwell Street and Scania House",,,2018-05-22,,0.3858,,,,local-authority-eng:BRX,not owned by a public authority,,,not permissioned,,BR17,,
"Police Station, High Street, Hoddesdon, EN11 8BJ, Former Hoddesdon Police Station",,,2018-05-22,,0.321,,,,local-authority-eng:BRX,owned by a public authority,,,not permissioned,,BR18,,
"16 Westfield Road, Hoddesdon, EN11 8QX, Westfield Primary School",,,2018-05-22,,1.272,,,,local-authority-eng:BRX,,,,not permissioned,,BR19,,
"Waltham Cross, Northern High Street/Land Off Sturlas Way",,,2018-05-22,,2.641,,,,local-authority-eng:BRX,not owned by a public authority,,,not permissioned,,BR20,,
"Station Road and Lea Road, Waltham Abbey, EN9 1AN, Hazlemere Marina",,,2018-05-22,,1.262,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR21,,
"High Street, Waltham Cross, EN8 7BG, Theobalds Grove Station Cark Park",,,2018-05-22,,0.3539,,,,local-authority-eng:BRX,owned by a public authority,,,not permissioned,,BR22,,
"88-102 High Street, Waltham Cross, EN8 7BX, Waltham Cross Gala Bingo Site",,,2018-05-22,,0.217,,,,local-authority-eng:BRX,not owned by a public authority,,,not permissioned,,BR23,,
"69 Crossbrook Street, Cheshunt, EN8 8LU, 69 Crossbrook Street",,,2018-05-22,,0.063,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR24,,
"High Road, Turnford, EN10 6DB, New River Arms",,,2018-05-22,,0.504,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR25,,
"74 High Road, Wormley, EN10 6DU, 74 High Road",,,2018-05-22,,0.076,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR26,,
"56-58 Turners Hill, Cheshunt, EN8 9BD, 56-58 Turners Hill",,,2018-05-22,,0.061,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR27,,
"110 Turners Hill, Cheshunt, EN8 9BN, 110 Turners Hill",,,2018-05-22,,0.077,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR28,,
"210A Windmill Lane, Cheshunt, EN8 9AF, The Windmill",,,2018-05-22,,0.022,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR29,,
"134 Crossbrook Street, Cheshunt, EN8 8JH, 134 Crossbrook Street",,,2018-05-22,,0.042,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR30,,
"67 Old Highway, Hoddesdon, EN11 0LT, Land at former Old High Way Tavern",,,2018-05-22,,0.209,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR31,,
"Brewery Road, Hoddesdon, EN11 8HF, The Old Maltings",,,2018-05-22,,0.117,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR32,,
"Rye Road, Hoddesdon, EN11 0LH, Former Youth Centre",,,2018-05-22,,0.049,,,,local-authority-eng:BRX,owned by a public authority,,,permissioned,,BR33,,
"90 Ware Road, Hoddesdon, EN11 9ET, The Coach House",,,2018-05-22,,0.148,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR34,,
"Bridge Court, High Street, Waltham Cross, EN8 7AT, 1st Floor at Bridge Court",,,2018-05-22,,0.035,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR35,,
"33-35 Eleanor Cross Road, Waltham Cross, EN8 7LF, Eleanor House",,,2018-05-22,,0.146,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR36,,
"Rear of 40 Park Lane, Waltham Cross, EN8 8BE, Rear of 40 Park Lane",,,2018-05-22,,0.26,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR37,,
"75-81 High Street, Waltham Cross, EN8 7AF, 75-81 High Street",,,2018-05-22,,0.076,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR38,,
"Fitzpatrick Contractors Ltd, Woollens Brook, Hertford Road, Hoddesdon, EN11 9BX, Volker Fitzpatrick",,,2018-05-22,,1.532,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR39,,
"89-93 Turners Hill, Cheshunt, EN8 9BD, 89-93 Turners Hill",,,2018-05-22,,0.039,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR40,,
"Trust Road, Waltham Cross, EN8 7HF, Wellington House",,,2018-05-22,,0.095,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR41,,
"High Street, Waltham Cross, EN8 7TU, Bartholomew Court",,,2018-05-22,,0.108,,,,local-authority-eng:BRX,not owned by a public authority,,,permissioned,,BR42,,
